Entry Date,Exit Date,Ticker,Entry Price,Exit Price,Shares,Max Leverage,PnL,PnL %,Days Held,Exit Reason
2000-01-28,2000-02-18,SP500,1360.16,1346.09,1.5628,1.0,-21.99,-1.03,21,TRAILING STOP: Price 1346.09 < Stop 1357.00
2000-02-15,2000-02-22,XLV,20.2284,18.9687,105.231,1.0,-132.55,-6.23,7,TRAILING STOP: Price 18.97 < Stop 19.10
1999-10-27,2000-02-23,PLATINUM,404.4,471.9,5.3774,1.0,362.97,16.69,119,TRAILING STOP: Price 471.90 < Stop 481.67
2000-01-06,2000-03-13,NIKKEI,18168.2695,19189.9297,0.1194,2.0,243.93,11.25,67,TRAILING STOP: Price 19189.93 < Stop 19222.45
2000-01-06,2000-03-15,NASDAQ,3727.1299,4582.6201,0.6059,2.0,1036.7,45.91,69,TRAILING STOP: Price 4582.62 < Stop 4592.75
2000-02-01,2000-03-15,RUSSELL2000,503.75,558.87,4.2251,2.0,465.78,21.88,43,TRAILING STOP: Price 558.87 < Stop 564.13
2000-02-21,2000-03-15,DAX,7590.5298,7414.46,0.2748,1.0,-48.38,-2.32,23,TRAILING STOP: Price 7414.46 < Stop 7507.06
2000-03-15,2000-04-03,RUSSELL2000,558.87,516.04,3.9631,1.0,-169.74,-7.66,19,TRAILING STOP: Price 516.04 < Stop 521.97
2000-03-15,2000-04-03,NASDAQ,4582.6201,4223.6802,0.4736,1.0,-170.01,-7.83,19,TRAILING STOP: Price 4223.68 < Stop 4357.90
2000-02-18,2000-04-05,HANGSENG,16599.1602,16318.4404,0.1282,1.0,-35.99,-1.69,47,TRAILING STOP: Price 16318.44 < Stop 16746.85
2000-02-23,2000-04-07,PLATINUM,471.9,472.9,4.5233,1.0,4.52,0.21,44,TRAILING STOP: Price 472.90 < Stop 480.10
2000-01-06,2000-04-11,XLK,18.673,21.2108,113.8277,2.0,577.75,27.18,96,TRAILING STOP: Price 21.21 < Stop 21.28
2000-04-04,2000-04-12,NASDAQ,4148.8901,3769.6299,0.5115,1.0,-194.0,-9.14,8,STOP LOSS: -9.1%
2000-04-11,2000-04-13,XLK,21.2108,19.4588,102.5493,1.0,-179.67,-8.26,2,STOP LOSS: -8.3%
2000-03-03,2000-04-14,XLV,19.4027,18.7782,107.8128,1.5,-101.0,-4.83,42,TRAILING STOP: Price 18.78 < Stop 19.83
2000-03-13,2000-04-14,SP500,1383.62,1356.5601,1.5165,1.5,-61.56,-2.93,32,TRAILING STOP: Price 1356.56 < Stop 1417.24
2000-04-03,2000-04-14,RUSSELL2000,516.04,453.72,4.1964,1.0,-261.52,-12.08,11,STOP LOSS: -12.1%
2000-04-12,2000-04-14,NASDAQ,3769.6299,3321.29,0.5757,1.0,-258.11,-11.89,2,STOP LOSS: -11.9%
2000-03-15,2000-04-17,NIKKEI,19078.5996,19008.6406,0.1115,2.0,-15.6,-0.73,33,TRAILING STOP: Price 19008.64 < Stop 19665.59
2000-04-14,2000-04-17,HANGSENG,16142.7598,14762.3701,0.1413,1.0,-194.99,-8.55,3,STOP LOSS: -8.6%
2000-04-07,2000-04-26,PLATINUM,472.9,438.1,4.5768,1.5,-238.91,-11.04,19,TRAILING STOP: Price 438.10 < Stop 622.58
2000-04-17,2000-05-11,NIKKEI,19008.6406,16882.4609,0.1149,1.0,-244.27,-11.19,24,STOP LOSS: -11.2%
2000-04-13,2000-05-19,XLK,19.4588,18.0909,111.3493,1.0,-152.31,-7.03,36,TRAILING STOP: Price 18.09 < Stop 18.43
2000-04-14,2000-05-19,DAX,7214.8301,6989.0298,0.3097,1.0,-69.94,-3.13,35,TRAILING STOP: Price 6989.03 < Stop 7032.33
2000-04-17,2000-05-19,NASDAQ,3539.1599,3390.3999,0.6425,1.0,-95.58,-4.2,32,TRAILING STOP: Price 3390.40 < Stop 3482.63
2000-04-26,2000-05-22,XLV,20.4718,19.3181,104.3326,1.0,-120.38,-5.64,26,TRAILING STOP: Price 19.32 < Stop 19.56
2000-04-17,2000-05-23,SP500,1401.4399,1373.86,1.5901,1.0,-43.85,-1.97,36,TRAILING STOP: Price 1373.86 < Stop 1391.59
2000-05-11,2000-05-23,RUSSELL2000,489.39,459.01,4.2708,1.0,-129.75,-6.21,12,TRAILING STOP: Price 459.01 < Stop 464.10
1999-12-29,2000-05-31,DXY,101.98,108.74,20.5072,1.5,207.94,9.94,154,TRAILING STOP: Price 108.74 < Stop 108.86
2000-05-23,2000-06-16,XLF,12.0601,11.7797,186.992,1.0,-52.44,-2.33,24,TRAILING STOP: Price 11.78 < Stop 12.06
2000-05-19,2000-06-23,DAX,6989.0298,6980.4102,0.3113,1.0,-2.68,-0.12,35,TRAILING STOP: Price 6980.41 < Stop 7040.52
2000-05-31,2000-06-28,XLV,19.9849,19.6674,110.6744,1.0,-35.15,-1.59,28,TRAILING STOP: Price 19.67 < Stop 19.69
2000-04-20,2000-07-05,XLE,7.2398,7.4417,295.6114,1.5,89.52,4.18,76,TRAILING STOP: Price 7.44 < Stop 7.61
2000-07-05,2000-07-21,XLE,7.4417,7.3583,280.8167,1.0,-23.43,-1.12,16,TRAILING STOP: Price 7.36 < Stop 7.38
2000-06-01,2000-07-24,RUSSELL2000,492.47,514.25,4.3134,1.0,93.95,4.42,53,TRAILING STOP: Price 514.25 < Stop 521.99
2000-05-24,2000-07-26,SP500,1399.05,1452.42,1.5797,1.0,84.31,3.81,63,TRAILING STOP: Price 1452.42 < Stop 1455.95
2000-06-30,2000-07-26,XLV,20.0273,19.625,104.203,1.0,-41.91,-2.01,26,TRAILING STOP: Price 19.63 < Stop 19.70
2000-06-02,2000-07-27,NASDAQ,3813.3799,3842.23,0.5459,1.0,15.75,0.76,55,TRAILING STOP: Price 3842.23 < Stop 3958.42
2000-06-26,2000-07-27,XLK,20.1864,19.453,105.399,1.0,-77.3,-3.63,31,TRAILING STOP: Price 19.45 < Stop 19.82
2000-07-24,2000-07-28,RUSSELL2000,514.25,490.22,4.0678,1.0,-97.75,-4.67,4,TRAILING STOP: Price 490.22 < Stop 490.91
2000-04-26,2000-08-03,PLATINUM,438.1,563.5,4.7778,2.0,1198.28,57.25,99,TRAILING STOP: Price 563.50 < Stop 564.24
2000-06-26,2000-08-03,DAX,7027.1899,7037.9102,0.2967,1.0,3.18,0.15,38,TRAILING STOP: Price 7037.91 < Stop 7091.51
2000-07-27,2000-09-08,XLK,19.453,19.744,107.5647,1.0,31.31,1.5,43,TRAILING STOP: Price 19.74 < Stop 19.88
2000-07-27,2000-09-12,HANGSENG,17450.0898,16629.7793,0.1224,1.0,-100.37,-4.7,47,TRAILING STOP: Price 16629.78 < Stop 16793.83
2000-08-03,2000-09-12,DAX,7037.9102,7135.75,0.3123,1.0,30.56,1.39,40,TRAILING STOP: Price 7135.75 < Stop 7139.91
2000-08-15,2000-09-12,FTSE,6475.5,6555.5,0.3195,1.0,25.56,1.24,28,TRAILING STOP: Price 6555.50 < Stop 6561.01
2000-07-26,2000-09-15,SP500,1452.42,1465.8101,1.4712,1.0,19.7,0.92,51,TRAILING STOP: Price 1465.81 < Stop 1475.86
2000-07-26,2000-09-18,XLF,12.7076,13.6306,164.7895,1.0,152.1,7.26,54,TRAILING STOP: Price 13.63 < Stop 13.67
2000-08-07,2000-09-18,RUSSELL2000,509.87,516.68,4.1403,1.0,28.2,1.34,42,TRAILING STOP: Price 516.68 < Stop 526.58
2000-09-12,2000-09-18,HANGSENG,16629.7793,15560.1602,0.1295,1.0,-138.49,-6.43,6,TRAILING STOP: Price 15560.16 < Stop 15632.92
2000-09-12,2000-09-18,DOW,11233.2305,10808.5195,0.1878,1.0,-79.78,-3.78,6,TRAILING STOP: Price 10808.52 < Stop 10882.83
2000-08-03,2000-09-22,PLATINUM,563.5,584.5,3.8227,1.0,80.28,3.73,50,TRAILING STOP: Price 584.50 < Stop 585.28
2000-07-21,2000-09-25,XLE,7.3583,8.0445,283.9373,2.0,389.69,18.65,66,TRAILING STOP: Price 8.04 < Stop 8.11
2000-09-18,2000-10-02,RUSSELL2000,516.68,511.67,4.3303,1.0,-21.69,-0.97,14,TREND REVERSAL: Death cross + below SMA200
2000-09-15,2000-10-10,SP500,1465.8101,1387.02,1.4402,1.0,-113.47,-5.38,25,TRAILING STOP: Price 1387.02 < Stop 1397.19
2000-09-18,2000-10-10,XLF,13.6306,13.2076,160.8608,1.0,-68.06,-3.1,22,TRAILING STOP: Price 13.21 < Stop 13.42
2000-09-22,2000-10-12,DOW,10847.3701,10034.5801,0.2022,1.0,-164.36,-7.49,20,TRAILING STOP: Price 10034.58 < Stop 10324.02
2000-09-25,2000-10-25,XLE,8.0445,7.9687,268.0324,1.0,-20.32,-0.94,30,TRAILING STOP: Price 7.97 < Stop 8.14
2000-09-22,2000-10-27,PLATINUM,584.5,566.1,3.6777,1.0,-67.67,-3.15,35,TRAILING STOP: Price 566.10 < Stop 581.11
2000-10-24,2000-11-13,FTSE,6438.3999,6274.7998,0.3472,1.0,-56.81,-2.54,20,TREND REVERSAL: Death cross + below SMA200
2000-10-30,2000-11-16,DOW,10835.7695,10656.0303,0.2017,1.0,-36.26,-1.66,17,TREND REVERSAL: Death cross + below SMA200
2000-10-10,2000-11-20,XLF,13.2076,13.046,169.5862,1.0,-27.4,-1.22,41,TRAILING STOP: Price 13.05 < Stop 13.20
2000-10-25,2000-11-30,XLE,7.9687,7.7133,280.2984,1.0,-71.58,-3.2,36,TRAILING STOP: Price 7.71 < Stop 7.86
2000-05-31,2000-12-01,DXY,108.74,114.73,19.9336,1.0,119.4,5.51,184,TRAILING STOP: Price 114.73 < Stop 115.36
2000-12-01,2000-12-22,DXY,114.73,110.82,19.7878,1.0,-77.37,-3.41,21,TRAILING STOP: Price 110.82 < Stop 111.37
2000-12-01,2001-01-04,XLE,7.8849,8.0045,293.8002,1.0,35.15,1.52,34,TRAILING STOP: Price 8.00 < Stop 8.08
2000-10-27,2001-01-18,PLATINUM,566.1,609.6,3.9403,1.0,171.4,7.68,83,TRAILING STOP: Price 609.60 < Stop 616.12
2001-01-18,2001-02-01,PLATINUM,609.6,597.4,3.7272,1.0,-45.47,-2.0,14,TRAILING STOP: Price 597.40 < Stop 598.96
2000-09-12,2001-02-05,USDJPY,106.92,114.71,20.5487,1.0,160.07,7.29,146,TRAILING STOP: Price 114.71 < Stop 114.71
2001-01-24,2001-02-06,DXY,111.68,110.77,19.9376,1.0,-18.14,-0.81,13,TREND REVERSAL: Death cross + below SMA200
2000-11-20,2001-02-20,XLF,13.046,13.8256,174.2345,1.0,135.83,5.98,92,TRAILING STOP: Price 13.83 < Stop 14.14
2001-01-12,2001-02-20,COTTON,61.12,57.63,37.1306,1.0,-129.59,-5.71,39,TRAILING STOP: Price 57.63 < Stop 57.74
2001-01-04,2001-02-23,XLE,8.0045,8.2069,289.304,1.5,87.81,3.79,50,TRAILING STOP: Price 8.21 < Stop 8.24
2001-02-13,2001-02-23,DOW,10903.3203,10441.9004,0.2044,1.0,-94.32,-4.23,10,TRAILING STOP: Price 10441.90 < Stop 10456.07
2001-02-01,2001-03-02,PLATINUM,597.4,581.1,3.7272,1.0,-60.75,-2.73,29,TRAILING STOP: Price 581.10 < Stop 590.84
2001-03-07,2001-03-12,DOW,10729.5996,10208.25,0.216,1.0,-112.6,-4.86,5,TRAILING STOP: Price 10208.25 < Stop 10268.17
2001-02-20,2001-03-14,XLF,13.8256,12.6545,164.5665,1.0,-192.72,-8.47,22,STOP LOSS: -8.5%
2001-02-23,2001-03-14,XLE,8.2069,8.212,282.7488,1.0,1.45,0.06,19,TRAILING STOP: Price 8.21 < Stop 8.29
2001-03-07,2001-03-20,PLATINUM,591.0,573.8,3.8427,1.0,-66.09,-2.91,13,TRAILING STOP: Price 573.80 < Stop 575.19
2001-03-14,2001-04-03,XLE,8.212,7.5278,287.1175,1.0,-196.44,-8.33,20,STOP LOSS: -8.3%
2001-02-05,2001-04-19,USDJPY,114.71,121.24,19.4337,1.5,190.35,8.54,73,TRAILING STOP: Price 121.24 < Stop 121.85
2001-04-19,2001-05-23,USDJPY,121.24,120.2,19.4016,1.0,-20.18,-0.86,34,TRAILING STOP: Price 120.20 < Stop 120.30
2001-05-22,2001-06-01,PLATINUM,616.5,588.8,3.7392,1.0,-103.58,-4.49,10,TRAILING STOP: Price 588.80 < Stop 595.86
2001-04-10,2001-06-06,XLE,8.1958,8.5015,286.84,1.0,87.7,3.73,57,TRAILING STOP: Price 8.50 < Stop 8.51
2001-06-05,2001-06-15,XLV,20.4191,19.5937,112.8189,1.0,-93.13,-4.04,10,TRAILING STOP: Price 19.59 < Stop 19.59
2001-06-06,2001-06-21,XLE,8.5015,7.9839,271.2881,1.0,-140.43,-6.09,15,TRAILING STOP: Price 7.98 < Stop 8.08
2001-06-08,2001-06-25,DOW,10977.0,10504.2197,0.2059,1.0,-97.35,-4.31,17,TRAILING STOP: Price 10504.22 < Stop 10538.21
2001-06-29,2001-07-03,RUSSELL2000,512.64,496.83,4.3981,1.0,-69.53,-3.08,4,MOMENTUM REVERSAL: -5.2%
2001-06-19,2001-07-10,XLF,13.8826,13.6238,162.7396,1.0,-42.11,-1.86,21,TRAILING STOP: Price 13.62 < Stop 13.77
2001-03-30,2001-07-18,DXY,117.37,117.38,20.0626,1.5,0.3,0.01,110,TRAILING STOP: Price 117.38 < Stop 118.22
2001-06-27,2001-07-23,XLV,19.7971,19.1665,116.2109,1.0,-73.27,-3.18,26,TRAILING STOP: Price 19.17 < Stop 19.34
2001-05-23,2001-08-09,USDJPY,120.2,121.96,19.1826,1.5,50.64,2.2,78,TRAILING STOP: Price 121.96 < Stop 122.43
2001-07-18,2001-08-13,DXY,117.38,115.01,19.5836,1.0,-46.41,-2.02,26,TRAILING STOP: Price 115.01 < Stop 115.26
2001-07-26,2001-08-14,XLV,19.7496,19.2886,116.3211,1.0,-53.63,-2.33,19,MOMENTUM REVERSAL: -6.5%
2001-07-12,2001-08-17,XLF,13.8378,13.5243,166.0363,1.0,-52.05,-2.27,36,TRAILING STOP: Price 13.52 < Stop 13.54
2001-08-09,2001-09-03,USDJPY,121.96,118.71,18.8462,1.0,-61.25,-2.66,25,TRAILING STOP: Price 118.71 < Stop 118.72
2001-09-04,2001-09-17,DXY,115.68,112.01,19.8106,1.0,-72.7,-3.17,13,TRAILING STOP: Price 112.01 < Stop 112.37
2001-08-23,2001-09-20,WHEAT,271.25,261.5,8.8012,1.0,-85.81,-3.59,28,TRAILING STOP: Price 261.50 < Stop 265.82
2001-08-30,2001-09-20,CORN,217.5,211.25,10.7567,1.0,-67.23,-2.87,21,TRAILING STOP: Price 211.25 < Stop 212.38
2001-09-05,2001-09-20,USDJPY,120.74,116.43,18.6007,1.0,-80.17,-3.57,15,TRAILING STOP: Price 116.43 < Stop 116.97
2001-09-20,2001-10-02,CORN,211.25,205.75,11.2668,1.0,-61.97,-2.6,12,TRAILING STOP: Price 205.75 < Stop 207.66
2001-09-26,2001-10-03,WHEAT,270.75,263.75,8.2738,1.0,-57.92,-2.59,7,TRAILING STOP: Price 263.75 < Stop 265.05
2001-08-31,2001-10-11,GOLD,274.4,281.8,8.3557,1.0,61.83,2.7,41,TRAILING STOP: Price 281.80 < Stop 283.08
2001-10-08,2001-10-15,CORN,209.5,200.75,10.6904,1.0,-93.54,-4.18,7,TRAILING STOP: Price 200.75 < Stop 203.72
2001-10-11,2001-10-22,GOLD,281.8,275.5,7.9558,1.0,-50.12,-2.24,11,TRAILING STOP: Price 275.50 < Stop 276.72
2001-10-04,2001-11-05,WHEAT,270.5,283.0,8.4486,1.0,105.61,4.62,32,TRAILING STOP: Price 283.00 < Stop 283.32
2001-09-24,2001-11-14,TNOTE10,107.7344,109.5,21.6505,1.5,57.34,2.46,51,TRAILING STOP: Price 109.50 < Stop 110.04
2001-09-24,2001-11-15,TBOND,103.375,105.9375,22.1123,1.0,56.66,2.48,52,TRAILING STOP: Price 105.94 < Stop 107.86
2001-10-22,2001-11-15,GOLD,275.5,275.1,8.2899,1.0,-3.32,-0.15,24,TRAILING STOP: Price 275.10 < Stop 276.98
2001-11-14,2001-11-21,TNOTE10,109.5,106.5,20.8957,1.0,-62.69,-2.74,7,TRAILING STOP: Price 106.50 < Stop 106.71
2001-11-05,2001-11-29,WHEAT,283.0,274.5,8.0777,1.0,-68.66,-3.0,24,TRAILING STOP: Price 274.50 < Stop 277.01
2001-11-15,2001-12-07,TBOND,105.9375,101.125,22.0392,1.0,-106.06,-4.54,22,TRAILING STOP: Price 101.12 < Stop 101.27
2001-11-15,2001-12-10,GOLD,275.1,272.2,8.3173,1.0,-24.12,-1.05,25,TRAILING STOP: Price 272.20 < Stop 272.55
2001-11-21,2001-12-17,TNOTE10,106.5,104.5781,21.4725,1.0,-41.27,-1.8,26,TRAILING STOP: Price 104.58 < Stop 105.20
2001-12-10,2002-01-22,GOLD,272.2,281.5,8.3905,1.5,117.05,5.12,43,TRAILING STOP: Price 281.50 < Stop 282.21
2002-01-11,2002-01-22,RUSSELL2000,489.94,469.43,4.4755,1.0,-91.79,-4.19,11,TRAILING STOP: Price 469.43 < Stop 470.66
2002-01-15,2002-01-22,TBOND,103.9063,103.2813,20.6808,1.0,-12.93,-0.6,7,TREND REVERSAL: Death cross + below SMA200
2001-11-29,2002-01-23,WHEAT,274.5,295.25,8.3258,2.0,345.52,15.12,55,TRAILING STOP: Price 295.25 < Stop 295.54
2002-01-11,2002-01-28,TNOTE10,106.7031,105.5156,20.9691,1.0,-24.9,-1.11,17,TREND REVERSAL: Death cross + below SMA200
2002-01-23,2002-02-05,WHEAT,295.25,281.0,7.6088,1.0,-108.42,-4.83,13,TRAILING STOP: Price 281.00 < Stop 287.24
2002-02-14,2002-02-19,CORN,209.25,205.5,10.7183,1.0,-40.19,-1.79,5,TREND REVERSAL: Death cross + below SMA200
2002-02-08,2002-02-28,WHEAT,283.5,271.5,8.0726,1.0,-96.87,-4.23,20,TRAILING STOP: Price 271.50 < Stop 273.86
2001-12-07,2002-03-06,USDJPY,125.49,130.74,18.203,1.5,143.35,6.28,89,TRAILING STOP: Price 130.74 < Stop 131.43
2002-01-09,2002-03-06,DXY,117.01,117.96,19.5122,1.0,18.54,0.81,56,TRAILING STOP: Price 117.96 < Stop 117.98
2002-01-22,2002-03-07,GOLD,281.5,290.1,7.9525,1.0,68.39,3.06,44,TRAILING STOP: Price 290.10 < Stop 294.06
2002-03-18,2002-04-03,DOW,10577.75,10198.29,0.2001,1.0,-75.93,-3.59,16,TRAILING STOP: Price 10198.29 < Stop 10239.66
2002-02-26,2002-04-05,SILVER,4.42,4.571,507.2384,1.0,76.59,3.42,38,TRAILING STOP: Price 4.57 < Stop 4.58
2002-03-15,2002-04-05,WHEAT,279.0,278.75,7.7416,1.0,-1.94,-0.09,21,TRAILING STOP: Price 278.75 < Stop 282.35
2002-04-05,2002-04-12,WHEAT,278.75,272.5,7.6089,1.0,-47.56,-2.24,7,TREND REVERSAL: Death cross + below SMA200
2002-04-05,2002-04-15,SILVER,4.571,4.445,454.7255,1.0,-57.3,-2.76,10,TRAILING STOP: Price 4.45 < Stop 4.47
2002-03-06,2002-04-17,DXY,117.96,116.6,18.6664,1.0,-25.39,-1.15,42,TRAILING STOP: Price 116.60 < Stop 116.68
2002-03-06,2002-04-18,USDJPY,130.74,129.97,17.1855,1.0,-13.23,-0.59,43,TRAILING STOP: Price 129.97 < Stop 130.25
2002-04-03,2002-04-24,DOW,10198.29,10030.4297,0.2074,1.0,-34.82,-1.65,21,MOMENTUM REVERSAL: -5.5%
2002-03-01,2002-04-26,RUSSELL2000,478.34,501.5,4.5912,1.5,159.5,7.26,56,TRAILING STOP: Price 501.50 < Stop 503.76
2002-03-01,2002-04-29,XLV,19.3715,19.7948,115.6849,1.5,73.46,3.28,59,TRAILING STOP: Price 19.79 < Stop 19.85
2002-04-03,2002-04-29,XLF,13.4977,13.1704,153.5735,1.0,-50.28,-2.43,26,TRAILING STOP: Price 13.17 < Stop 13.19
2002-04-17,2002-05-01,DXY,116.6,114.54,18.182,1.0,-37.45,-1.77,14,TRAILING STOP: Price 114.54 < Stop 114.71
2002-04-18,2002-05-03,USDJPY,129.97,126.9,16.3291,1.0,-50.13,-2.36,15,TRAILING STOP: Price 126.90 < Stop 127.17
2002-05-03,2002-05-21,USDJPY,126.9,124.3,17.3951,1.0,-45.23,-2.05,18,TRAILING STOP: Price 124.30 < Stop 125.09
2002-05-17,2002-05-22,XLF,13.7647,13.4272,157.1627,1.0,-53.03,-2.45,5,MOMENTUM REVERSAL: -5.6%
2002-04-26,2002-05-29,RUSSELL2000,501.5,487.6,4.3242,1.0,-60.11,-2.77,33,TRAILING STOP: Price 487.60 < Stop 489.79
2002-04-29,2002-06-10,SOYBEANS,461.75,500.5,4.6945,2.0,363.83,16.78,42,TRAILING STOP: Price 500.50 < Stop 505.27
2002-04-15,2002-06-11,SILVER,4.445,4.873,476.6867,2.0,408.04,19.26,57,TRAILING STOP: Price 4.87 < Stop 4.91
2002-04-29,2002-06-12,XLV,19.7948,19.4005,111.7437,1.0,-44.06,-1.99,44,TRAILING STOP: Price 19.40 < Stop 19.67
2002-06-10,2002-06-18,SOYBEANS,500.5,493.0,4.5021,1.0,-33.77,-1.5,8,TRAILING STOP: Price 493.00 < Stop 494.50
2002-06-05,2002-06-20,COPPER,0.7805,0.75,2879.7534,1.0,-87.83,-3.91,15,TRAILING STOP: Price 0.75 < Stop 0.75
2002-03-07,2002-06-28,GOLD,290.1,313.5,7.5974,1.0,177.78,8.07,113,TRAILING STOP: Price 313.50 < Stop 316.14
2002-06-27,2002-07-02,CORN,226.0,227.75,9.7642,1.0,17.09,0.77,5,TRAILING STOP: Price 227.75 < Stop 227.84
2002-07-02,2002-07-11,CORN,227.75,216.0,9.7057,1.0,-114.04,-5.16,9,TRAILING STOP: Price 216.00 < Stop 221.93
2002-06-25,2002-07-12,COPPER,0.7485,0.7395,3008.3304,1.0,-27.07,-1.2,17,TRAILING STOP: Price 0.74 < Stop 0.74
2002-07-08,2002-07-12,WHEAT,314.5,315.25,6.888,1.0,5.17,0.24,4,TRAILING STOP: Price 315.25 < Stop 317.19
2002-06-18,2002-07-15,SOYBEANS,493.0,570.0,4.6663,2.0,718.62,31.24,27,TRAILING STOP: Price 570.00 < Stop 573.77
2002-06-12,2002-07-23,SILVER,4.91,4.874,468.8706,1.5,-25.32,-1.1,41,TRAILING STOP: Price 4.87 < Stop 4.89
2002-06-28,2002-07-23,GOLD,313.5,312.7,7.0501,1.5,-8.46,-0.38,25,TRAILING STOP: Price 312.70 < Stop 314.42
2002-07-17,2002-07-23,COPPER,0.731,0.6935,2929.1505,1.0,-109.84,-5.13,6,TRAILING STOP: Price 0.69 < Stop 0.70
2002-07-15,2002-07-25,SOYBEANS,570.0,567.75,3.8332,1.0,-8.62,-0.39,10,TRAILING STOP: Price 567.75 < Stop 571.96
2002-07-23,2002-07-26,GOLD,312.7,303.4,7.1269,1.0,-66.28,-2.97,3,TRAILING STOP: Price 303.40 < Stop 303.84
2002-07-11,2002-07-29,CORN,216.0,231.0,9.826,1.5,221.08,10.42,18,TRAILING STOP: Price 231.00 < Stop 235.11
2002-07-12,2002-07-29,WHEAT,315.25,326.5,6.8767,1.5,116.04,5.35,17,TRAILING STOP: Price 326.50 < Stop 326.89
2002-07-25,2002-07-29,SOYBEANS,567.75,534.75,3.7711,1.0,-124.45,-5.81,4,TRAILING STOP: Price 534.75 < Stop 543.90
2002-07-23,2002-07-31,SILVER,4.874,4.595,448.0944,1.0,-125.02,-5.72,8,TRAILING STOP: Price 4.59 < Stop 4.63
2002-07-31,2002-08-14,SILVER,4.595,4.455,457.4474,1.0,-64.04,-3.05,14,TRAILING STOP: Price 4.45 < Stop 4.48
2002-07-29,2002-08-19,SOYBEANS,534.75,569.0,3.9324,1.0,134.68,6.4,21,TRAILING STOP: Price 569.00 < Stop 577.02
2002-06-20,2002-08-20,COTTON,42.85,43.7,53.6217,1.5,68.37,2.98,61,TRAILING STOP: Price 43.70 < Stop 44.01
2002-07-29,2002-08-20,WHEAT,326.5,338.75,6.7061,1.5,123.23,5.63,22,TRAILING STOP: Price 338.75 < Stop 345.49
2002-07-29,2002-08-20,CORN,231.0,259.5,9.289,1.0,264.74,12.34,22,TRAILING STOP: Price 259.50 < Stop 262.31
2002-08-20,2002-09-12,CORN,259.5,274.25,8.3168,2.0,245.35,11.37,23,TRAILING STOP: Price 274.25 < Stop 274.55
2002-08-20,2002-09-12,COTTON,43.7,41.73,48.3995,1.0,-95.35,-4.51,23,TRAILING STOP: Price 41.73 < Stop 41.84
2002-08-19,2002-09-13,SOYBEANS,569.0,563.5,3.6951,1.0,-20.32,-0.97,25,TRAILING STOP: Price 563.50 < Stop 576.20
2002-08-20,2002-09-13,WHEAT,338.75,395.0,6.5012,2.0,731.38,33.21,24,TRAILING STOP: Price 395.00 < Stop 399.54
2002-09-12,2002-09-13,CORN,274.25,266.5,7.7293,1.0,-59.9,-2.83,1,TRAILING STOP: Price 266.50 < Stop 267.54
2002-09-13,2002-09-19,WHEAT,395.0,395.5,5.5123,1.0,2.76,0.13,6,TRAILING STOP: Price 395.50 < Stop 396.39
2002-09-13,2002-09-19,CORN,266.5,266.75,8.0067,1.0,2.0,0.09,6,TRAILING STOP: Price 266.75 < Stop 270.88
2002-09-06,2002-09-23,COFFEE,55.5,54.65,37.347,1.0,-31.74,-1.53,17,TRAILING STOP: Price 54.65 < Stop 55.15
2002-09-13,2002-09-23,SOYBEANS,563.5,553.25,3.7109,1.0,-38.04,-1.82,10,TRAILING STOP: Price 553.25 < Stop 560.92
2002-09-19,2002-09-23,CORN,266.75,254.25,7.8459,1.0,-98.07,-4.69,4,TRAILING STOP: Price 254.25 < Stop 259.62
2002-07-26,2002-09-27,GOLD,303.4,319.7,7.0583,1.5,172.57,8.06,63,TRAILING STOP: Price 319.70 < Stop 320.26
2002-09-23,2002-09-30,CORN,254.25,251.5,8.546,1.0,-23.5,-1.08,7,TRAILING STOP: Price 251.50 < Stop 253.82
2002-09-23,2002-09-30,SOYBEANS,553.25,545.75,3.8488,1.0,-28.87,-1.36,7,TRAILING STOP: Price 545.75 < Stop 553.61
2002-09-19,2002-10-02,WHEAT,395.5,383.5,5.3998,1.0,-64.8,-3.03,13,TRAILING STOP: Price 383.50 < Stop 387.49
2002-09-12,2002-10-04,COTTON,41.73,40.6,49.7813,1.0,-56.25,-2.71,22,TRAILING STOP: Price 40.60 < Stop 41.46
2002-09-30,2002-10-08,SOYBEANS,545.75,535.25,3.8329,1.0,-40.25,-1.92,8,TRAILING STOP: Price 535.25 < Stop 536.08
2002-10-08,2002-10-09,SOYBEANS,535.25,523.5,3.9032,1.0,-45.86,-2.2,1,TRAILING STOP: Price 523.50 < Stop 525.54
2002-09-27,2002-10-10,GOLD,319.7,316.5,6.5415,1.0,-20.93,-1.0,13,TRAILING STOP: Price 316.50 < Stop 317.61
2002-09-30,2002-10-10,CORN,251.5,251.5,8.487,1.0,0.0,0.0,10,TRAILING STOP: Price 251.50 < Stop 254.26
2002-10-02,2002-10-10,WHEAT,383.5,365.75,5.4534,1.0,-96.8,-4.63,8,TRAILING STOP: Price 365.75 < Stop 372.85
2002-10-10,2002-10-14,CORN,251.5,245.5,8.4577,1.0,-50.75,-2.39,4,TRAILING STOP: Price 245.50 < Stop 247.56
2002-07-10,2002-10-15,TNOTE10,108.6563,113.2969,19.5381,1.5,136.0,6.41,97,TRAILING STOP: Price 113.30 < Stop 113.40
2002-07-24,2002-10-15,TBOND,105.9375,110.1563,20.2037,1.5,127.85,5.97,83,TRAILING STOP: Price 110.16 < Stop 110.67
2002-07-26,2002-10-21,CRUDE,26.54,28.38,79.0748,2.0,291.0,13.87,87,TRAILING STOP: Price 28.38 < Stop 28.47
