date,asset,trailing_12m,price,fwd_21d,fwd_63d,fwd_126d,fwd_252d,below_50sma,rsi_below_50,rsi,pct_above_200sma,breakdown_signal
2022-12-30,XLE,0.6474046717578377,39.511940002441406,0.007888437506818446,0.0001553415980084516,-0.057110966807873864,0.020720869974737877,True,False,65.88510595532213,0.1059151709033066,False
2023-01-03,XLE,0.5855745959825518,38.12515640258789,0.02073475820821935,0.017739345131480677,-0.04479481815650366,0.0393010762855277,True,False,51.112436167520336,0.06619172706045418,False
2023-01-04,XLE,0.5377307064391335,38.120635986328125,0.018604344439401066,0.03318611169151198,-0.02414737134517675,0.04028431228920448,True,True,46.51816676405149,0.06515490806159563,True
2023-01-05,XLE,0.5134230116952214,38.81629180908203,-0.0041894920110721046,-0.0007344141167896501,-0.034163277957611315,0.009817051969552626,True,False,52.422046358676646,0.08375722853338696,False
2023-01-06,XLE,0.5423915479387265,39.55259323120117,0.009022445441591032,-0.011489249865578088,-0.031304410725781606,-0.024847241277044074,True,False,57.86669986069944,0.1033138530735076,False
2023-01-09,XLE,0.5034033606016892,39.412559509277344,0.0035530227842945905,0.0014034386764083528,-0.018866764888016196,-0.031006896594444777,True,False,60.15153101557604,0.09852042807426065,False
2023-01-11,XLE,0.5028436538958301,39.81459045410156,0.023485324929511497,-0.0018300004330681352,-0.05803333781731346,-0.027500115931964553,False,False,59.36977159331961,0.10797221863872442,False
2023-01-24,XLE,0.5067873730610375,40.76771926879883,-0.060720334110195284,-0.052149089740978094,-0.02708436866316155,-0.039323897145067344,False,False,77.88372055579707,0.12565950402462445,False
2021-03-23,XLV,0.5588386916518222,106.0761947631836,0.07310075168199015,0.09605110726926558,0.15569629748916447,0.2092972340510768,True,False,62.96872812464026,0.060464988793875296,False
2015-11-02,BTC,0.5119342545803132,361.1889953613281,-0.10560400748903231,0.19907031770087835,0.14710309484876816,0.7931304798866388,False,False,87.07443482713497,0.44397222462665176,False
2015-11-03,BTC,0.6898108411256048,403.4169921875,-0.20666209855264717,0.0707530912686789,0.026163976431799796,0.6473054885148597,False,False,89.85917539328823,0.6069933570533086,False
2015-11-04,BTC,0.7331157037336515,411.56298828125,-0.20253763579912243,0.042622935503350945,0.008010917318103106,0.5902013451483661,False,False,91.99427362241013,0.6333199500191424,False
2015-11-05,BTC,0.6341435048785968,386.35400390625,-0.08714808980187116,0.1855655681558237,0.07966012451137616,0.7033031786293384,False,False,79.49140206468385,0.5283101025726626,False
2015-11-07,BTC,0.5200087857325466,386.4819946289063,-0.07529712398104849,0.1581677766422971,0.06505347892120183,0.7096967982765963,False,False,75.35604720722105,0.5197669569509393,False
2015-12-05,BTC,0.5385762495797461,388.9490051269531,0.07282440966832637,-0.03195020886881772,0.07831876470616383,0.5055650097476823,False,False,77.35283532689698,0.44214103312306685,False
2015-12-06,BTC,0.6018218785486809,388.7829895019531,0.08755529296312203,-0.031284790521177164,0.08431697565104068,0.46733020184791707,False,False,78.90128059644202,0.43740131914978386,False
2015-12-07,BTC,0.5979574233885823,395.5360107421875,0.06761200050243343,-0.055845786920747265,0.0681277816303838,0.4341045437809836,False,False,81.13511049289976,0.4580507468673489,False
2015-12-08,BTC,0.701564915581329,415.56298828125,0.04191906863453543,-0.0951335843106289,0.023166197259224752,0.3895342996429214,False,False,85.79051162382228,0.5269443208288043,False
2015-12-09,BTC,0.6886787946944006,417.56298828125,0.021690157150224154,-0.08600858426813862,0.014778657785770921,0.372765353982663,False,False,85.10280582677446,0.5292726543983566,False
2015-12-10,BTC,0.6421770158210609,415.47900390625,0.036314668216396395,-0.08622580652743372,0.021187614657874443,0.38230328792656265,False,False,79.93517941173818,0.5167928032535329,False
2015-12-11,BTC,0.7770306037943757,451.93798828125,-0.03895218778934906,-0.149743968304902,-0.049177046767988175,0.2736924529667697,False,False,84.52415042410348,0.6434493574648099,False
2015-12-12,BTC,0.7146320161561024,434.99700927734375,-0.0035839809535328504,-0.09916625403343426,-0.010172525824713397,0.33724372599881214,False,False,75.48698243554252,0.576173407446861,False
2015-12-13,BTC,0.6644602732667586,433.7550048828125,-0.008631643468180905,-0.06115201806985637,-0.014653474876038408,0.3401758523927334,False,False,72.37222380596768,0.5660985935298928,False
2015-12-14,BTC,0.7385358414192515,444.1820068359375,-0.024969501797188376,-0.09905175941445654,-0.03510048398634791,0.3209742440993981,False,False,73.21643420572153,0.5977816334934509,False
2015-12-15,BTC,0.837905947805996,465.3210144042969,-0.07169464072437703,-0.12428625835121099,-0.06406762384655096,0.25379030812573666,False,False,84.20903127716971,0.6669788704592101,False
2015-12-16,BTC,0.8567066817904019,454.9339904785156,-0.05677522461010154,-0.08487385053621799,-0.02977351262742356,0.2753103065033271,False,False,80.41769103226774,0.6233249168208244,False
2015-12-17,BTC,0.8716574981762166,456.0780029296875,0.004319439236377454,-0.07390186957786682,-0.014587450159801674,0.2668030087326907,False,False,80.32832803741613,0.6208747026208883,False
2015-12-18,BTC,0.9638753646691611,463.6159973144531,-0.02240213104872779,-0.09238463275738329,-0.0385642383056245,0.25028257077895266,False,False,80.98387288713883,0.6406472621742705,False
2015-12-19,BTC,0.9544201154484853,462.3219909667969,-0.03181981134921352,-0.05441659707630031,-0.02604240824055548,0.23279236683618532,False,False,76.66149912063004,0.629249655606863,False
2015-12-20,BTC,0.8745685965768926,442.68499755859375,0.01198594889169935,-0.008780495001275979,0.035849408054735354,0.29643423759515275,False,False,67.15837678152143,0.5541106187253313,False
2015-12-21,BTC,0.9530916598079671,438.6390075683594,0.02231676001436833,-0.0020313326292048517,0.05194929523256375,0.3088370726797136,False,False,63.96139282685983,0.5341352812475051,False
2015-12-22,BTC,0.992033171238708,436.5719909667969,-0.002020259072134656,-0.03627351012621571,0.06761083830790349,0.32281273804067245,False,False,57.700965094226284,0.5212761359483571,False
2015-12-23,BTC,0.9764780693373614,442.4010009765625,-0.022671736178617397,-0.03943484387645213,0.005167282029519216,0.3007926826408076,False,False,58.855916232371776,0.5357872220045525,False
2015-12-24,BTC,0.9905456429208479,454.9849853515625,-0.05424131870337201,-0.066905458386467,-0.013130101466582333,0.25785025207680645,False,False,63.104534856694904,0.5731345747698822,False
2015-12-25,BTC,1.0443688023279578,455.6530151367188,-0.2004200969831701,-0.05157654245528631,-0.0012202931945279882,0.26310365165036265,False,False,51.61602929439735,0.5692815068272721,False
2015-12-26,BTC,0.8682013537635527,417.2739868164063,-0.07126726566663022,0.036534809541034496,0.07439717626422526,0.4336191423331157,False,True,43.50239072566717,0.43246007820719456,False
2015-12-27,BTC,0.8994743326747698,422.822998046875,-0.09584149160191524,0.025261160828993656,0.06870960682678917,0.43945332912211743,False,True,46.11480785099048,0.4466914276027696,False
