donchian_entry,donchian_exit,sma_filter,atr_multiplier,risk_per_trade,cagr,sharpe,sortino,max_dd,calmar,win_rate,final_equity
40,30,200,2.0,0.01,0.15535252702603009,0.5598742912665585,0.5521616900261515,-0.3692717328226995,0.4206997536435327,0.6,1977042.3017260572
55,20,150,2.0,0.0075,0.1338345251601296,0.5538840193599289,0.6119267030893625,-0.2795237553671024,0.47879481650624967,0.8,1853878.3514793052
80,30,250,2.5,0.005,0.09103746775284449,0.5535169204496332,0.6141806264590671,-0.10948463139289814,0.8315091040142987,0.75,1481602.629965628
80,10,250,3.0,0.01,0.11867067059294101,0.552995091532314,0.582112556720898,-0.19521173747823942,0.6079074553914537,0.75,1658606.9989339935
55,30,200,2.0,0.01,0.15245023574818095,0.5520673335510915,0.5432681334239652,-0.3692717328226995,0.4128402533897111,0.6,1953709.8629441003
55,20,250,3.0,0.005,0.08421238404440046,0.550868019999538,0.6554203004269948,-0.09643459289801347,0.8732590817639592,0.75,1440241.229573879
40,20,200,2.5,0.01,0.13495906416869952,0.5485503853899745,0.5641768953528783,-0.32564943275695674,0.41443052126985913,0.8,1817646.9973649024
40,20,150,2.5,0.01,0.13578546718421425,0.5439915708944341,0.5839871075117236,-0.31896373133562667,0.4257081725738129,0.8,1869607.7714029255
80,30,200,2.0,0.01,0.14766235196547117,0.5439528785832942,0.4942303829193347,-0.37862533923595426,0.38999595817714133,0.6,1915693.3583073067
80,30,150,2.5,0.01,0.13561737693618436,0.541910761622745,0.5841147700307072,-0.30168499501199236,0.4495330532789455,0.8,1868248.3780363507
80,20,150,2.5,0.0075,0.11478213735521448,0.5411201956393135,0.5684857846766457,-0.2514942427331867,0.4564006559664598,0.8,1705738.8127169425
55,10,250,2.0,0.0075,0.12503869812615642,0.5365917989894129,0.5811086077167967,-0.19356601830443537,0.645974428887094,0.75,1701635.2133778473
80,20,250,3.0,0.005,0.0811837671472666,0.5325036322813398,0.6087717978636699,-0.09643566498349185,0.8418438049985334,0.75,1422177.7387627817
55,10,250,2.5,0.0075,0.1106794440404475,0.5313140940630978,0.5834781190358831,-0.17226783233489584,0.6424846852735805,0.75,1605814.481919676
40,30,150,2.0,0.0075,0.1286971786629092,0.5298793020994299,0.5858191964206286,-0.2625888915098674,0.49010899860580387,0.6,1812962.3507675945
80,30,150,2.0,0.005,0.10425097211732282,0.5296889508461782,0.6208371180644334,-0.1809704121699796,0.5760663904517346,0.8,1627999.1144019372
80,10,250,2.0,0.005,0.0980381055748889,0.5295601699592811,0.5791200716301469,-0.1379443267832192,0.7107077750936195,0.75,1524982.5443641422
