date,year,ticker,category,pattern,stock_return_3m,put_return,pnl,cumulative,peak,drawdown,short_return,short_pnl
1999-08-03,1999,SCHW,largecap,below_200sma,-0.0555985418203219,-0.5366788181639842,-536.6788181639843,-4245.3400039131,4668.88489650804,-8914.22490042114,0.0555985418203219,277.99270910160953
1999-09-29,1999,EBAY,bubble,death_cross,0.4316550252089117,-1.0,-1000.0,-5245.3400039131,4668.88489650804,-9914.22490042114,-0.4316550252089117,-2158.2751260445584
1999-09-30,1999,MS,bubble,death_cross,0.8976426296892759,-1.0,-1000.0,-6245.3400039131,4668.88489650804,-10914.22490042114,-0.8976426296892759,-4488.21314844638
1999-10-01,1999,MS,bubble,death_cross,0.8769908598204195,-1.0,-1000.0,-7245.3400039131,4668.88489650804,-11914.22490042114,-0.8769908598204195,-4384.954299102097
1999-10-01,1999,SCHW,largecap,down_50_from_high,0.7516945253907013,-1.0,-1000.0,-8245.340003913101,4668.88489650804,-12914.22490042114,-0.7516945253907013,-3758.4726269535063
1999-10-01,1999,EBAY,bubble,death_cross,0.2733437722591942,-1.0,-1000.0,-9245.340003913101,4668.88489650804,-13914.22490042114,-0.2733437722591942,-1366.718861295971
1999-10-05,1999,MTCH,bubble,below_200sma,0.0852459975277919,-0.95,-950.0,-10195.340003913101,4668.88489650804,-14864.22490042114,-0.0852459975277919,-426.22998763895947
1999-10-07,1999,CCL,volatile,below_200sma,-0.4577811654151374,2.8148430451261452,2814.843045126145,-7380.496958786956,4668.88489650804,-12049.381855294996,0.4577811654151374,2288.9058270756873
2000-03-16,2000,REGN,bubble,down_50_from_high,0.1353209719364003,-0.95,-950.0,-8330.496958786956,4668.88489650804,-12999.381855294996,-0.1353209719364003,-676.6048596820015
2000-03-20,2000,MSTR,bubble,down_50_from_high,-0.6959654178674352,4.79971181556196,4799.711815561959,-3530.7851432249972,4668.88489650804,-8199.670039733037,0.6959654178674352,3479.827089337176
2000-04-03,2000,MSTR,bubble,down_50_from_high,-0.646677471636953,4.388978930307942,4388.9789303079415,858.1937870829443,4668.88489650804,-3810.6911094250954,0.646677471636953,3233.387358184765
2000-04-04,2000,REGN,bubble,down_50_from_high,0.3370786206925087,-1.0,-1000.0,-141.80621291705575,4668.88489650804,-4810.691109425095,-0.3370786206925087,-1685.3931034625436
2000-04-04,2000,BB,bubble,down_50_from_high,0.3439543480966605,-1.0,-1000.0,-1141.8062129170557,4668.88489650804,-5810.691109425095,-0.3439543480966605,-1719.7717404833024
