Date,Action,Ticker,Price,Shares,Leverage,PnL%,Reason,Signals,Portfolio,Cash,NumPositions
2013-10-08,BUY,NASDAQ,3694.8301,6.1462,1.5,0.0,Strength=3,Mom12m=17.3% | Mom6m=12.1% | Mom3m=4.9% | GoldenCross | AboveSMA50,454180.41,359450.16,6
2013-10-10,SELL,GBPUSD,1.5955,16253.0521,1.0,-1.1,"TrailingStop (High=1.62, Stop=1.60)",Mom3m=5.1% | Mom1m=1.6% | GoldenCross | AboveSMA50,507924.45,359450.16,6
2013-10-10,BUY,XLV,41.7836,607.8043,1.5,0.0,Strength=3,Mom12m=26.2% | Mom6m=7.3% | Mom3m=2.6% | GoldenCross | AboveSMA50,507924.45,359985.8,6
2013-10-10,BUY,RUSSELL2000,1069.5,23.7459,2.0,0.0,Strength=4,Mom12m=27.6% | Mom6m=13.4% | Mom3m=3.2% | Mom1m=1.3% | GoldenCross | AboveSMA50,507924.45,334589.57,7
2013-10-10,BUY,XLE,26.2839,966.2269,1.5,0.0,Strength=3,Mom12m=15.3% | Mom6m=7.9% | Mom3m=2.3% | GoldenCross | AboveSMA50,507924.45,309193.35,8
2013-10-11,LEVERAGE_UP,NASDAQ,3791.8701,6.1462,2.0,2.63,Strength=4 (1.5x->2.0x),Mom12m=23.7% | Mom6m=17.9% | Mom3m=5.1% | Mom1m=2.0% | GoldenCross | AboveSMA50,510533.6,309193.35,8
2013-10-11,BUY,XLF,13.1481,1941.467,1.5,0.0,Strength=3,Mom12m=29.6% | Mom6m=13.2% | Mom1m=1.2% | GoldenCross | AboveSMA50,510533.6,283666.67,9
2013-10-11,BUY,SP500,1703.2,14.9875,1.5,0.0,Strength=3,Mom12m=18.2% | Mom6m=9.7% | Mom1m=1.2% | GoldenCross | AboveSMA50,510533.6,258139.99,10
2013-10-14,BUY,XLK,13.9564,1654.3474,2.0,0.0,Strength=4,Mom12m=10.5% | Mom6m=8.7% | Mom3m=2.1% | Mom1m=1.4% | GoldenCross | AboveSMA50,461775.89,235051.2,11
2013-10-16,LEVERAGE_UP,XLV,42.8734,607.8043,2.0,2.61,Strength=4 (1.5x->2.0x),Mom12m=32.2% | Mom6m=12.4% | Mom3m=5.3% | Mom1m=1.6% | GoldenCross | AboveSMA50,515357.98,235051.2,11
2013-10-16,LEVERAGE_UP,XLE,27.0498,966.2269,2.0,2.91,Strength=4 (1.5x->2.0x),Mom12m=20.5% | Mom6m=16.0% | Mom3m=4.4% | Mom1m=2.3% | GoldenCross | AboveSMA50,515357.98,235051.2,11
2013-10-17,LEVERAGE_UP,NIKKEI,14586.5098,1.8225,1.5,2.94,Strength=3 (1.0x->1.5x),Mom12m=64.6% | Mom6m=9.9% | Mom1m=1.3% | GoldenCross | AboveSMA50,517810.34,235051.2,11
2013-10-18,LEVERAGE_UP,SP500,1744.5,14.9875,2.0,2.42,Strength=4 (1.5x->2.0x),Mom12m=19.9% | Mom6m=11.6% | Mom3m=2.9% | Mom1m=1.3% | GoldenCross | AboveSMA50,521916.72,235051.2,11
2013-10-18,BUY,GBPUSD,1.6149,16159.0635,1.5,0.0,Strength=3,Mom6m=6.0% | Mom3m=5.7% | Mom1m=1.5% | GoldenCross | AboveSMA50,521916.72,208955.36,12
2013-10-22,DELEVERAGE,GBPUSD,1.6135,16159.0635,1.0,-0.09,MomDecay=99.1%,Mom3m=4.9% | GoldenCross | AboveSMA50,524080.75,208955.36,12
2013-10-23,SELL,NIKKEI,14426.0498,1.8225,1.5,1.8,"TrailingStop (High=14713.25, Stop=14435.16)",Mom12m=69.0% | Mom6m=8.3% | GoldenCross | AboveSMA50,520893.63,208955.36,12
2013-10-23,SELL,HANGSENG,22999.9492,1.0482,1.5,-0.92,"TrailingStop (High=23438.15, Stop=23024.89)",Mom6m=6.9% | Mom3m=7.4% | GoldenCross | AboveSMA50,520893.63,235479.03,11
2013-10-23,BUY,SUGAR,19.28,1350.8652,1.5,0.0,Strength=3,Mom6m=10.7% | Mom3m=17.6% | Mom1m=10.7% | GoldenCross | AboveSMA50,520893.63,233430.1,11
2013-10-24,BUY,DOW,15509.21,1.682,1.5,0.0,Strength=3,Mom12m=16.2% | Mom6m=5.4% | Mom1m=1.5% | GoldenCross | AboveSMA50,521719.21,207344.14,12
2013-10-25,LEVERAGE_UP,XLF,13.5042,1941.467,2.0,2.71,Strength=4 (1.5x->2.0x),Mom12m=34.0% | Mom6m=12.7% | Mom3m=2.2% | Mom1m=3.7% | GoldenCross | AboveSMA50,523329.45,207344.14,12
2013-10-29,DELEVERAGE,SUGAR,18.45,1350.8652,1.0,-4.3,Pullback=4.3%,Mom6m=6.5% | Mom3m=8.7% | Mom1m=5.5% | GoldenCross | AboveSMA50,524872.75,207344.14,12
2013-10-29,SELL,SUGAR,18.45,1350.8652,1.0,-4.3,StopLoss (PnL=-4.3%),Mom6m=6.5% | Mom3m=8.7% | Mom1m=5.5% | GoldenCross | AboveSMA50,524872.75,207344.14,12
2013-10-29,BUY,SUGAR,18.45,1422.4193,1.5,0.0,Strength=3,Mom6m=6.5% | Mom3m=8.7% | Mom1m=5.5% | GoldenCross | AboveSMA50,524872.75,206023.97,12
2013-10-31,SELL,RUSSELL2000,1100.15,23.7459,2.0,2.87,"TrailingStop (High=1121.07, Stop=1104.62)",Mom12m=34.4% | Mom6m=15.3% | Mom3m=3.8% | Mom1m=1.6% | GoldenCross | AboveSMA50,520597.82,206023.97,12
2013-10-31,SELL,XLF,13.3165,1941.467,2.0,1.28,"TrailingStop (High=13.54, Stop=13.34)",Mom12m=31.7% | Mom6m=10.0% | Mom1m=2.6% | GoldenCross | AboveSMA50,520597.82,232875.81,11
2013-10-31,BUY,XLF,13.3165,1954.7157,1.5,0.0,Strength=3,Mom12m=31.7% | Mom6m=10.0% | Mom1m=2.6% | GoldenCross | AboveSMA50,520597.82,233026.17,11
2013-10-31,BUY,RUSSELL2000,1100.15,23.6603,2.0,0.0,Strength=4,Mom12m=34.4% | Mom6m=15.3% | Mom3m=3.8% | Mom1m=1.6% | GoldenCross | AboveSMA50,520597.82,206996.28,12
2013-11-01,SELL,EURUSD,1.358,19268.9512,1.5,0.34,"TrailingStop (High=1.38, Stop=1.36)",Mom3m=2.3% | GoldenCross | AboveSMA50,520337.47,206996.28,12
2013-11-04,SELL,GBPUSD,1.5924,16159.0635,1.0,-1.4,"TrailingStop (High=1.62, Stop=1.60)",Mom3m=3.7% | GoldenCross,522366.15,233206.97,11
2013-11-04,BUY,FTSE,6763.6001,3.8616,1.5,0.0,Strength=3,Mom12m=15.8% | Mom3m=2.4% | Mom1m=4.8% | GoldenCross | AboveSMA50,522366.15,232820.07,11
2013-11-07,DELEVERAGE,NASDAQ,3857.3301,6.1462,1.0,4.4,Pullback=2.4%,Mom12m=31.3% | Mom6m=12.2% | Mom3m=5.4% | Mom1m=4.9% | GoldenCross | AboveSMA50,515893.21,232820.07,11
2013-11-07,SELL,NASDAQ,3857.3301,6.1462,1.0,4.4,"TrailingStop (High=3952.34, Stop=3880.84)",Mom12m=31.3% | Mom6m=12.2% | Mom3m=5.4% | Mom1m=4.9% | GoldenCross | AboveSMA50,515893.21,232820.07,11
2013-11-07,SELL,XLV,42.9308,607.8043,2.0,2.75,"TrailingStop (High=43.65, Stop=43.08)",Mom12m=35.0% | Mom6m=9.7% | Mom3m=3.3% | Mom1m=5.1% | GoldenCross | AboveSMA50,515893.21,256527.84,10
2013-11-07,DELEVERAGE,XLE,26.8796,966.2269,1.0,2.27,Pullback=2.3%,Mom12m=22.7% | Mom6m=7.2% | Mom3m=3.7% | Mom1m=4.2% | GoldenCross | AboveSMA50,515893.21,283318.63,9
2013-11-07,LEVERAGE_UP,XLE,26.8796,966.2269,2.0,2.27,Strength=4 (1.0x->2.0x),Mom12m=22.7% | Mom6m=7.2% | Mom3m=3.7% | Mom1m=4.2% | GoldenCross | AboveSMA50,515893.21,283318.63,9
2013-11-07,SELL,SP500,1747.15,14.9875,2.0,2.58,"TrailingStop (High=1771.95, Stop=1753.55)",Mom12m=25.3% | Mom6m=6.9% | Mom3m=3.3% | Mom1m=5.5% | GoldenCross | AboveSMA50,515893.21,283318.63,9
2013-11-07,SELL,XLK,14.4022,1654.3474,2.0,3.19,"TrailingStop (High=14.59, Stop=14.40)",Mom12m=20.2% | Mom6m=7.4% | Mom3m=5.6% | Mom1m=6.2% | GoldenCross | AboveSMA50,515893.21,310162.71,8
2013-11-07,DELEVERAGE,SUGAR,18.04,1422.4193,1.0,-2.22,Pullback=2.2%,Mom3m=6.2% | GoldenCross | AboveSMA50,515893.21,334726.45,7
2013-11-07,DELEVERAGE,RUSSELL2000,1079.09,23.6603,1.0,-1.91,Pullback=2.6%,Mom12m=34.1% | Mom6m=10.7% | Mom3m=2.9% | Mom1m=3.4% | GoldenCross | AboveSMA50,515893.21,334726.45,7
2013-11-07,SELL,RUSSELL2000,1079.09,23.6603,1.0,-1.91,"TrailingStop (High=1108.28, Stop=1085.00)",Mom12m=34.1% | Mom6m=10.7% | Mom3m=2.9% | Mom1m=3.4% | GoldenCross | AboveSMA50,515893.21,334726.45,7
2013-11-07,BUY,XLV,42.9308,600.8431,2.0,0.0,Strength=4,Mom12m=35.0% | Mom6m=9.7% | Mom3m=3.3% | Mom1m=5.1% | GoldenCross | AboveSMA50,515893.21,334463.39,7
2013-11-07,BUY,SP500,1747.15,14.7638,2.0,0.0,Strength=4,Mom12m=25.3% | Mom6m=6.9% | Mom3m=3.3% | Mom1m=5.5% | GoldenCross | AboveSMA50,515893.21,308668.73,8
2013-11-07,BUY,RUSSELL2000,1079.09,23.9041,2.0,0.0,Strength=4,Mom12m=34.1% | Mom6m=10.7% | Mom3m=2.9% | Mom1m=3.4% | GoldenCross | AboveSMA50,515893.21,282874.07,9
2013-11-07,BUY,NASDAQ,3857.3301,6.6872,2.0,0.0,Strength=4,Mom12m=31.3% | Mom6m=12.2% | Mom3m=5.4% | Mom1m=4.9% | GoldenCross | AboveSMA50,515893.21,257079.41,10
2013-11-07,BUY,XLK,14.4022,1791.0205,2.0,0.0,Strength=4,Mom12m=20.2% | Mom6m=7.4% | Mom3m=5.6% | Mom1m=6.2% | GoldenCross | AboveSMA50,515893.21,231284.75,11
2013-11-11,BUY,USDJPY,99.199,263.2147,1.5,0.0,Strength=3,Mom12m=21.3% | Mom3m=2.1% | Mom1m=1.0% | GoldenCross | AboveSMA50,522212.71,205174.12,12
2013-11-12,SELL,SUGAR,17.87,1422.4193,1.0,-3.14,"TrailingStop (High=18.45, Stop=17.95)",Mom6m=5.4% | Mom3m=3.6% | GoldenCross,520906.8,205174.12,12
2013-11-12,BUY,NIKKEI,14588.6797,1.7853,1.5,0.0,Strength=3,Mom12m=63.4% | Mom3m=7.2% | Mom1m=2.8% | GoldenCross | AboveSMA50,520906.8,204547.41,12
2013-11-13,SELL,FTSE,6630.0,3.8616,1.5,-1.98,"TrailingStop (High=6763.60, Stop=6679.27)",Mom12m=15.9% | Mom3m=2.3% | Mom1m=1.2% | GoldenCross | AboveSMA50,523626.09,204547.41,12
2013-11-13,BUY,FTSE,6630.0,3.9489,1.5,0.0,Strength=3,Mom12m=15.9% | Mom3m=2.3% | Mom1m=1.2% | GoldenCross | AboveSMA50,523626.09,203710.55,12
2013-11-14,LEVERAGE_UP,XLF,13.6143,1954.7157,2.0,2.24,Strength=4 (1.5x->2.0x),Mom12m=41.3% | Mom6m=6.3% | Mom3m=5.5% | Mom1m=1.6% | GoldenCross | AboveSMA50,526429.92,203710.55,12
2013-11-20,SELL,NASDAQ,3921.27,6.6872,2.0,1.66,"TrailingStop (High=3985.97, Stop=3927.06)",Mom12m=34.4% | Mom6m=13.4% | Mom3m=7.8% | GoldenCross | AboveSMA50,526386.38,203710.55,12
2013-11-20,BUY,NASDAQ,3921.27,6.7119,1.5,0.0,Strength=3,Mom12m=34.4% | Mom6m=13.4% | Mom3m=7.8% | GoldenCross | AboveSMA50,526386.38,204041.05,12
2013-11-22,LEVERAGE_UP,NIKKEI,15381.7197,1.7853,2.0,5.44,Strength=4 (1.5x->2.0x),Mom12m=77.3% | Mom6m=6.2% | Mom3m=14.6% | Mom1m=6.6% | GoldenCross | AboveSMA50,533795.76,204041.05,12
2013-11-25,LEVERAGE_UP,DOW,16072.54,1.682,2.0,3.63,Strength=4 (1.5x->2.0x),Mom12m=23.9% | Mom6m=5.0% | Mom3m=8.8% | Mom1m=3.2% | GoldenCross | AboveSMA50,535667.05,204041.05,12
2013-11-26,LEVERAGE_UP,NASDAQ,4017.75,6.7119,2.0,2.46,Strength=4 (1.5x->2.0x),Mom12m=35.4% | Mom6m=15.1% | Mom3m=11.8% | Mom1m=2.0% | GoldenCross | AboveSMA50,535948.47,204041.05,12
2013-11-27,SELL,XLE,27.302,966.2269,2.0,3.87,"TrailingStop (High=27.81, Stop=27.32)",Mom12m=24.4% | Mom6m=8.6% | Mom3m=6.6% | GoldenCross | AboveSMA50,537484.76,204041.05,12
2013-11-27,BUY,HANGSENG,23806.3496,1.1289,1.5,0.0,Strength=3,Mom12m=12.8% | Mom3m=8.8% | Mom1m=4.2% | GoldenCross | AboveSMA50,537484.76,204530.42,12
2013-12-02,SELL,FTSE,6595.2998,3.9489,1.5,-0.52,"TrailingStop (High=6723.50, Stop=6644.99)",Mom12m=12.3% | GoldenCross,537795.4,204530.42,12
2013-12-02,BUY,GBPUSD,1.6378,16418.3562,1.5,0.0,Strength=3,Mom6m=6.3% | Mom3m=5.3% | Mom1m=2.1% | GoldenCross | AboveSMA50,537795.4,203616.41,12
2013-12-03,SELL,DAX,9223.4004,2.6542,2.0,7.8,"TrailingStop (High=9405.30, Stop=9291.19)",Mom12m=24.1% | Mom6m=11.7% | Mom3m=12.5% | Mom1m=2.1% | GoldenCross | AboveSMA50,535349.99,203616.41,12
2013-12-03,SELL,DOW,15914.6201,1.682,2.0,2.61,"TrailingStop (High=16097.33, Stop=15950.64)",Mom12m=22.7% | Mom6m=6.4% | Mom3m=6.6% | Mom1m=1.9% | GoldenCross | AboveSMA50,535349.99,229868.85,11
2013-12-03,SELL,XLF,13.7567,1954.7157,2.0,3.31,"TrailingStop (High=13.96, Stop=13.76)",Mom12m=37.7% | Mom6m=10.6% | Mom3m=8.0% | Mom1m=3.1% | GoldenCross | AboveSMA50,535349.99,257318.58,10
2013-12-03,SELL,RUSSELL2000,1123.78,23.9041,2.0,4.14,"TrailingStop (High=1142.89, Stop=1126.28)",Mom12m=36.9% | Mom6m=16.1% | Mom3m=9.6% | Mom1m=2.6% | GoldenCross | AboveSMA50,535349.99,285069.46,9
2013-12-03,LEVERAGE_UP,USDJPY,102.933,263.2147,2.0,3.76,Strength=4 (1.5x->2.0x),Mom12m=23.7% | Mom6m=5.8% | Mom3m=3.4% | Mom1m=4.3% | GoldenCross | AboveSMA50,535349.99,313000.67,8
2013-12-03,BUY,XLF,13.7567,1945.7827,2.0,0.0,Strength=4,Mom12m=37.7% | Mom6m=10.6% | Mom3m=8.0% | Mom1m=3.1% | GoldenCross | AboveSMA50,535349.99,286233.18,9
2013-12-03,BUY,DAX,9223.4004,2.9021,2.0,0.0,Strength=4,Mom12m=24.1% | Mom6m=11.7% | Mom3m=12.5% | Mom1m=2.1% | GoldenCross | AboveSMA50,535349.99,259465.68,10
2013-12-03,BUY,RUSSELL2000,1123.78,23.8192,2.0,0.0,Strength=4,Mom12m=36.9% | Mom6m=16.1% | Mom3m=9.6% | Mom1m=2.6% | GoldenCross | AboveSMA50,535349.99,232698.18,11
2013-12-03,BUY,DOW,15914.6201,1.6819,2.0,0.0,Strength=4,Mom12m=22.7% | Mom6m=6.4% | Mom3m=6.6% | Mom1m=1.9% | GoldenCross | AboveSMA50,535349.99,205930.68,12
2013-12-04,SELL,XLV,44.7499,600.8431,2.0,4.24,"TrailingStop (High=45.45, Stop=44.86)",Mom12m=38.2% | Mom6m=14.6% | Mom3m=9.3% | Mom1m=2.7% | GoldenCross | AboveSMA50,533326.64,205930.68,12
2013-12-04,DELEVERAGE,NIKKEI,15407.9404,1.7853,1.0,5.62,Pullback=2.2%,Mom12m=64.5% | Mom6m=13.8% | Mom3m=13.5% | Mom1m=8.3% | GoldenCross | AboveSMA50,533326.64,233911.41,11
2013-12-04,LEVERAGE_UP,NIKKEI,15407.9404,1.7853,2.0,5.62,Strength=4 (1.0x->2.0x),Mom12m=64.5% | Mom6m=13.8% | Mom3m=13.5% | Mom1m=8.3% | GoldenCross | AboveSMA50,533326.64,233911.41,11
2013-12-04,BUY,XLV,44.7499,595.8964,2.0,0.0,Strength=4,Mom12m=38.2% | Mom6m=14.6% | Mom3m=9.3% | Mom1m=2.7% | GoldenCross | AboveSMA50,533326.64,207245.08,12
2013-12-05,SELL,SP500,1785.03,14.7638,2.0,2.17,"TrailingStop (High=1807.23, Stop=1789.87)",Mom12m=26.7% | Mom6m=8.6% | Mom3m=7.8% | Mom1m=1.3% | GoldenCross | AboveSMA50,530912.11,207245.08,12
2013-12-05,DELEVERAGE,NIKKEI,15177.4902,1.7853,1.0,4.04,Pullback=3.6%,Mom12m=61.7% | Mom6m=16.6% | Mom3m=8.6% | Mom1m=5.9% | GoldenCross | AboveSMA50,530912.11,234158.25,11
2013-12-05,SELL,NIKKEI,15177.4902,1.7853,1.0,4.04,"TrailingStop (High=15749.66, Stop=15321.50)",Mom12m=61.7% | Mom6m=16.6% | Mom3m=8.6% | Mom1m=5.9% | GoldenCross | AboveSMA50,530912.11,234158.25,11
2013-12-05,SELL,DAX,9084.9502,2.9021,2.0,-1.5,"TrailingStop (High=9223.40, Stop=9095.79)",Mom12m=21.9% | Mom6m=10.5% | Mom3m=9.8% | GoldenCross | AboveSMA50,530912.11,261254.8,10
2013-12-05,BUY,SP500,1785.03,14.8712,2.0,0.0,Strength=4,Mom12m=26.7% | Mom6m=8.6% | Mom3m=7.8% | Mom1m=1.3% | GoldenCross | AboveSMA50,530912.11,260673.09,10
2013-12-05,BUY,DAX,9084.9502,2.9219,1.5,0.0,Strength=3,Mom12m=21.9% | Mom6m=10.5% | Mom3m=9.8% | GoldenCross | AboveSMA50,530912.11,234127.49,11
2013-12-05,BUY,NIKKEI,15177.4902,1.749,2.0,0.0,Strength=4,Mom12m=61.7% | Mom6m=16.6% | Mom3m=8.6% | Mom1m=5.9% | GoldenCross | AboveSMA50,530912.11,207581.88,12
2013-12-06,SELL,USDJPY,101.742,263.2147,2.0,2.56,"TrailingStop (High=102.93, Stop=101.74)",Mom12m=21.3% | Mom6m=5.9% | Mom1m=3.1% | GoldenCross | AboveSMA50,534142.66,207581.88,12
2013-12-06,DELEVERAGE,GBPUSD,1.6334,16418.3562,1.0,-0.27,MomDecay=52.9%,Mom6m=5.2% | Mom3m=4.5% | Mom1m=1.5% | GoldenCross | AboveSMA50,534142.66,235031.23,11
2013-12-06,BUY,USDJPY,101.742,262.4986,1.5,0.0,Strength=3,Mom12m=21.3% | Mom6m=5.9% | Mom1m=3.1% | GoldenCross | AboveSMA50,534142.66,208324.09,12
2013-12-10,SELL,HANGSENG,23744.1895,1.1289,1.5,-0.26,"TrailingStop (High=24038.55, Stop=23748.21)",Mom6m=10.1% | Mom3m=4.4% | Mom1m=2.9% | GoldenCross | AboveSMA50,534929.0,208324.09,12
2013-12-10,BUY,HANGSENG,23744.1895,1.1264,1.5,0.0,Strength=3,Mom6m=10.1% | Mom3m=4.4% | Mom1m=2.9% | GoldenCross | AboveSMA50,534929.0,208346.63,12
2013-12-11,SELL,XLK,14.8051,1791.0205,2.0,2.8,"TrailingStop (High=14.97, Stop=14.81)",Mom12m=20.5% | Mom6m=10.3% | Mom3m=7.7% | Mom1m=1.8% | GoldenCross | AboveSMA50,528788.85,208346.63,12
2013-12-11,SELL,NASDAQ,4003.8101,6.7119,2.0,2.1,"TrailingStop (High=4068.75, Stop=4021.26)",Mom12m=32.5% | Mom6m=16.2% | Mom3m=7.7% | Mom1m=2.1% | GoldenCross | AboveSMA50,528788.85,235584.57,11
2013-12-11,SELL,XLF,13.666,1945.7827,2.0,-0.66,"TrailingStop (High=13.91, Stop=13.70)",Mom12m=33.7% | Mom6m=7.4% | Mom3m=5.2% | Mom1m=1.1% | GoldenCross | AboveSMA50,528788.85,263011.89,10
2013-12-11,DELEVERAGE,RUSSELL2000,1101.5,23.8192,1.0,-1.98,Pullback=2.6%,Mom12m=31.9% | Mom6m=11.3% | Mom3m=5.1% | GoldenCross,528788.85,289426.68,9
2013-12-11,SELL,RUSSELL2000,1101.5,23.8192,1.0,-1.98,"TrailingStop (High=1131.38, Stop=1108.25)",Mom12m=31.9% | Mom6m=11.3% | Mom3m=5.1% | GoldenCross,528788.85,289426.68,9
2013-12-11,SELL,DOW,15843.5303,1.6819,2.0,-0.45,"TrailingStop (High=16025.53, Stop=15869.96)",Mom12m=19.6% | Mom3m=3.5% | GoldenCross | AboveSMA50,528788.85,315663.49,8
2013-12-11,DELEVERAGE,XLV,44.3812,595.8964,1.0,-0.82,Pullback=2.1%,Mom12m=34.3% | Mom6m=12.4% | Mom3m=6.4% | Mom1m=1.6% | GoldenCross | AboveSMA50,528788.85,342191.85,7
2013-12-11,SELL,XLV,44.3812,595.8964,1.0,-0.82,"TrailingStop (High=45.34, Stop=44.49)",Mom12m=34.3% | Mom6m=12.4% | Mom3m=6.4% | Mom1m=1.6% | GoldenCross | AboveSMA50,528788.85,342191.85,7
2013-12-11,SELL,SP500,1782.22,14.8712,2.0,-0.16,"TrailingStop (High=1808.37, Stop=1790.38)",Mom12m=24.8% | Mom6m=8.9% | Mom3m=5.9% | GoldenCross | AboveSMA50,528788.85,368638.45,6
2013-12-11,SELL,HANGSENG,23338.2402,1.1264,1.5,-1.71,"TrailingStop (High=23744.19, Stop=23426.31)",Mom6m=8.0% | Mom1m=1.9% | GoldenCross | AboveSMA50,528788.85,395100.48,5
2013-12-11,BUY,XLV,44.3812,595.735,2.0,0.0,Strength=4,Mom12m=34.3% | Mom6m=12.4% | Mom3m=6.4% | Mom1m=1.6% | GoldenCross | AboveSMA50,528788.85,394721.57,5
2013-12-11,BUY,XLF,13.666,1934.682,2.0,0.0,Strength=4,Mom12m=33.7% | Mom6m=7.4% | Mom3m=5.2% | Mom1m=1.1% | GoldenCross | AboveSMA50,528788.85,368282.13,6
2013-12-11,BUY,SP500,1782.22,14.8351,1.5,0.0,Strength=3,Mom12m=24.8% | Mom6m=8.9% | Mom3m=5.9% | GoldenCross | AboveSMA50,528788.85,341842.69,7
2013-12-11,BUY,NASDAQ,4003.8101,6.6036,2.0,0.0,Strength=4,Mom12m=32.5% | Mom6m=16.2% | Mom3m=7.7% | Mom1m=2.1% | GoldenCross | AboveSMA50,528788.85,315403.24,8
2013-12-11,BUY,XLK,14.8051,1785.8292,2.0,0.0,Strength=4,Mom12m=20.5% | Mom6m=10.3% | Mom3m=7.7% | Mom1m=1.8% | GoldenCross | AboveSMA50,528788.85,288963.8,9
2013-12-12,SELL,DAX,9017.0,2.9219,1.5,-0.75,"TrailingStop (High=9195.17, Stop=9057.93)",Mom12m=18.4% | Mom6m=9.6% | Mom3m=6.0% | GoldenCross,527471.24,288963.8,9
2013-12-13,BUY,RUSSELL2000,1107.05,23.8464,1.5,0.0,Strength=3,Mom12m=34.3% | Mom6m=12.1% | Mom3m=4.8% | GoldenCross | AboveSMA50,527983.04,288812.44,9
2013-12-16,DELEVERAGE,NIKKEI,15152.9102,1.749,1.0,-0.16,Pullback=3.2%,Mom12m=60.0% | Mom6m=19.4% | Mom3m=5.3% | GoldenCross | AboveSMA50,528972.45,288812.44,9
2013-12-16,SELL,NIKKEI,15152.9102,1.749,1.0,-0.16,"TrailingStop (High=15650.21, Stop=15184.47)",Mom12m=60.0% | Mom6m=19.4% | Mom3m=5.3% | GoldenCross | AboveSMA50,528972.45,288812.44,9
2013-12-16,BUY,DAX,9163.5596,2.8863,1.5,0.0,Strength=3,Mom12m=20.6% | Mom6m=15.6% | Mom3m=6.6% | GoldenCross | AboveSMA50,528972.45,288866.43,9
2013-12-16,BUY,NIKKEI,15152.9102,1.7454,1.5,0.0,Strength=3,Mom12m=60.0% | Mom6m=19.4% | Mom3m=5.3% | GoldenCross | AboveSMA50,528972.45,262417.8,10
2013-12-17,BUY,NATGAS,4.287,6158.6887,2.0,0.0,Strength=4,Mom12m=27.7% | Mom6m=8.2% | Mom3m=15.5% | Mom1m=17.1% | GoldenCross | AboveSMA50,528045.99,236015.51,11
2013-12-18,LEVERAGE_UP,RUSSELL2000,1133.72,23.8464,2.0,2.41,Strength=4 (1.5x->2.0x),Mom12m=33.7% | Mom6m=18.0% | Mom3m=5.4% | Mom1m=2.4% | GoldenCross | AboveSMA50,533378.09,236015.51,11
2013-12-18,LEVERAGE_UP,NIKKEI,15587.7998,1.7454,2.0,2.87,Strength=4 (1.5x->2.0x),Mom12m=63.6% | Mom6m=19.8% | Mom3m=8.9% | Mom1m=3.0% | GoldenCross | AboveSMA50,533378.09,236015.51,11
2013-12-18,BUY,DOW,16167.9697,1.6495,2.0,0.0,Strength=4,Mom12m=21.1% | Mom6m=9.6% | Mom3m=3.4% | Mom1m=1.2% | GoldenCross | AboveSMA50,533378.09,209346.6,12
2013-12-19,LEVERAGE_UP,USDJPY,104.213,262.4986,2.0,2.43,Strength=4 (1.5x->2.0x),Mom12m=21.2% | Mom6m=6.9% | Mom3m=4.9% | Mom1m=4.0% | GoldenCross | AboveSMA50,538429.94,209346.6,12
2013-12-20,LEVERAGE_UP,SP500,1818.3199,14.8351,2.0,2.03,Strength=4 (1.5x->2.0x),Mom12m=25.9% | Mom6m=15.6% | Mom3m=6.8% | Mom1m=2.1% | GoldenCross | AboveSMA50,541518.53,209346.6,12
2013-12-20,LEVERAGE_UP,DAX,9400.1797,2.8863,2.0,2.58,Strength=4 (1.5x->2.0x),Mom12m=22.5% | Mom6m=18.4% | Mom3m=8.9% | Mom1m=2.2% | GoldenCross | AboveSMA50,541518.53,209346.6,12
2013-12-31,DELEVERAGE,NATGAS,4.23,6158.6887,1.0,-1.33,Pullback=5.2%,Mom12m=26.2% | Mom6m=15.8% | Mom3m=17.2% | Mom1m=7.0% | GoldenCross | AboveSMA50,489784.43,209346.6,12
2014-01-02,SELL,DAX,9400.04,2.8863,2.0,2.58,"TrailingStop (High=9589.39, Stop=9428.45)",Mom12m=20.8% | Mom6m=18.8% | Mom3m=8.5% | GoldenCross | AboveSMA50,515719.28,209346.6,12
2014-01-02,BUY,DAX,9400.04,2.7432,1.5,0.0,Strength=3,Mom12m=20.8% | Mom6m=18.8% | Mom3m=8.5% | GoldenCross | AboveSMA50,515719.28,211374.36,12
2014-01-03,SELL,XLK,15.171,1785.8292,2.0,2.47,"TrailingStop (High=15.40, Stop=15.21)",Mom12m=21.2% | Mom6m=14.1% | Mom3m=10.4% | Mom1m=2.1% | GoldenCross | AboveSMA50,515711.7,211374.36,12
2014-01-03,BUY,COPPER,3.406,7570.6359,1.5,0.0,Strength=3,Mom6m=10.6% | Mom3m=4.4% | Mom1m=6.4% | GoldenCross | AboveSMA50,515711.7,213335.04,12
2014-01-06,SELL,SP500,1826.77,14.8351,2.0,2.5,"TrailingStop (High=1848.36, Stop=1829.08)",Mom12m=24.6% | Mom6m=11.4% | Mom3m=8.1% | Mom1m=1.9% | GoldenCross | AboveSMA50,543708.28,213335.04,12
2014-01-06,SELL,NASDAQ,4113.6802,6.6036,2.0,2.74,"TrailingStop (High=4176.59, Stop=4125.96)",Mom12m=32.6% | Mom6m=18.0% | Mom3m=8.0% | Mom1m=1.9% | GoldenCross | AboveSMA50,543708.28,241096.29,11
