Date,Action,Ticker,Price,Shares,Leverage,PnL%,Reason,Signals,Portfolio,Cash,NumPositions
1981-01-30,BUY,NIKKEI,7254.0098,0.6883,1.5,0.0,Strength=3,Mom6m=6.5% | Mom3m=2.3% | Mom1m=2.7% | GoldenCross | AboveSMA50,99861.79,89599.24,2
1981-02-05,SELL,NIKKEI,7278.4399,0.6883,1.5,0.34,"TrailingStop (High=7322.06, Stop=7279.88)",Mom6m=6.7% | Mom1m=2.0% | GoldenCross | AboveSMA50,100020.38,89599.24,2
1981-02-19,DELEVERAGE,DXY,96.06,54.3271,1.0,4.72,Pullback=2.2%,Mom12m=11.6% | Mom6m=11.8% | Mom3m=7.0% | Mom1m=5.1% | GoldenCross | AboveSMA50,100071.45,94617.55,1
1981-02-19,SELL,DXY,96.06,54.3271,1.0,4.72,"TrailingStop (High=98.18, Stop=96.85)",Mom12m=11.6% | Mom6m=11.8% | Mom3m=7.0% | Mom1m=5.1% | GoldenCross | AboveSMA50,100071.45,94617.55,1
1981-02-19,BUY,DXY,96.06,52.088,2.0,0.0,Strength=4,Mom12m=11.6% | Mom6m=11.8% | Mom3m=7.0% | Mom1m=5.1% | GoldenCross | AboveSMA50,100071.45,94832.64,1
1981-02-20,SELL,DXY,94.95,52.088,2.0,-1.16,"TrailingStop (High=96.06, Stop=94.98)",Mom6m=10.4% | Mom3m=6.2% | Mom1m=4.3% | GoldenCross | AboveSMA50,99720.58,94832.64,1
1981-02-20,BUY,DXY,94.95,52.5122,1.5,0.0,Strength=3,Mom6m=10.4% | Mom3m=6.2% | Mom1m=4.3% | GoldenCross | AboveSMA50,99720.58,94734.55,1
1981-02-27,LEVERAGE_UP,DXY,97.06,52.5122,2.0,2.22,Strength=4 (1.5x->2.0x),Mom12m=11.5% | Mom6m=11.7% | Mom3m=8.5% | Mom1m=4.2% | GoldenCross | AboveSMA50,99886.78,94734.55,1
1981-03-02,BUY,SP500,132.01,37.8894,1.5,0.0,Strength=3,Mom12m=16.1% | Mom6m=8.1% | Mom1m=1.4% | GoldenCross | AboveSMA50,100035.65,89732.77,2
1981-03-04,BUY,NASDAQ,198.75,25.1302,1.5,0.0,Strength=3,Mom12m=27.9% | Mom6m=9.0% | Mom1m=2.9% | GoldenCross | AboveSMA50,99892.57,84738.14,3
1981-03-09,SELL,DXY,96.34,52.5122,2.0,1.46,"TrailingStop (High=97.95, Stop=97.11)",Mom6m=13.1% | Mom3m=6.8% | Mom1m=1.9% | GoldenCross | AboveSMA50,99868.38,84738.14,3
1981-03-09,BUY,DXY,96.34,51.8312,1.5,0.0,Strength=3,Mom6m=13.1% | Mom3m=6.8% | Mom1m=1.9% | GoldenCross | AboveSMA50,99868.38,84876.73,3
1981-03-11,SELL,NASDAQ,198.16,25.1302,1.5,-0.3,"TrailingStop (High=200.14, Stop=198.89)",Mom12m=37.1% | Mom6m=7.2% | GoldenCross | AboveSMA50,99745.9,84876.73,3
1981-03-12,BUY,NASDAQ,200.67,24.8962,2.0,0.0,Strength=4,Mom12m=38.7% | Mom6m=7.7% | Mom3m=3.7% | Mom1m=2.0% | GoldenCross | AboveSMA50 | Breakout,99918.38,84853.2,3
1981-03-16,LEVERAGE_UP,SP500,134.68,37.8894,2.0,2.02,Strength=4 (1.5x->2.0x),Mom12m=27.7% | Mom6m=7.3% | Mom3m=4.2% | Mom1m=5.6% | GoldenCross | AboveSMA50,100082.68,84853.2,3
1981-03-16,SELL,DXY,95.68,51.8312,1.5,-0.69,"TrailingStop (High=96.58, Stop=96.01)",Mom6m=12.1% | Mom3m=3.4% | GoldenCross | AboveSMA50,100082.68,84853.2,3
1981-03-20,BUY,NIKKEI,7220.9399,0.694,1.5,0.0,Strength=3,Mom12m=10.0% | Mom3m=2.6% | Mom1m=1.4% | GoldenCross | AboveSMA50 | Breakout,100229.71,84783.82,3
1981-03-30,DELEVERAGE,SP500,134.28,37.8894,1.0,1.72,Pullback=2.1%,Mom12m=33.4% | Mom6m=6.3% | Mom1m=2.3% | GoldenCross | AboveSMA50,100464.99,84783.82,3
1981-03-31,LEVERAGE_UP,SP500,136.0,37.8894,1.5,3.02,Strength=3 (1.0x->1.5x),Mom12m=33.2% | Mom6m=10.1% | Mom1m=3.0% | GoldenCross | AboveSMA50,100535.74,84783.82,3
1981-04-01,LEVERAGE_UP,NIKKEI,7389.9902,0.694,2.0,2.34,Strength=4 (1.5x->2.0x),Mom12m=14.0% | Mom6m=5.7% | Mom3m=4.6% | Mom1m=3.5% | GoldenCross | AboveSMA50 | Breakout,100759.45,84783.82,3
1981-04-06,DELEVERAGE,SP500,133.93,37.8894,1.0,1.45,Pullback=2.3%,Mom12m=33.7% | Mom1m=3.1% | GoldenCross | AboveSMA50,100744.74,84783.82,3
1981-04-06,SELL,NASDAQ,211.27,24.8962,2.0,5.28,"TrailingStop (High=212.65, Stop=211.34)",Mom12m=58.4% | Mom6m=9.2% | Mom3m=3.5% | Mom1m=5.7% | GoldenCross | AboveSMA50,100744.74,84783.82,3
1981-04-06,BUY,DXY,98.44,51.1706,1.5,0.0,Strength=3,Mom6m=14.4% | Mom3m=10.4% | Mom1m=1.2% | GoldenCross | AboveSMA50 | Breakout,100744.74,85270.3,3
1981-04-06,BUY,NASDAQ,211.27,23.8427,2.0,0.0,Strength=4,Mom12m=58.4% | Mom6m=9.2% | Mom3m=3.5% | Mom1m=5.7% | GoldenCross | AboveSMA50,100744.74,80233.07,4
1981-04-07,SELL,DXY,97.35,51.1706,1.5,-1.11,"TrailingStop (High=98.44, Stop=97.52)",Mom6m=13.5% | Mom3m=9.4% | Mom1m=1.0% | GoldenCross | AboveSMA50,100662.05,80233.07,4
1981-04-07,BUY,DXY,97.35,51.7011,1.5,0.0,Strength=3,Mom6m=13.5% | Mom3m=9.4% | Mom1m=1.0% | GoldenCross | AboveSMA50,100662.05,80153.54,4
1981-04-14,SELL,NASDAQ,213.39,23.8427,2.0,1.0,"TrailingStop (High=215.15, Stop=213.89)",Mom12m=56.5% | Mom6m=7.3% | Mom3m=7.2% | Mom1m=4.9% | GoldenCross | AboveSMA50,100887.95,80153.54,4
1981-04-14,BUY,NASDAQ,213.39,23.6393,2.0,0.0,Strength=4,Mom12m=56.5% | Mom6m=7.3% | Mom3m=7.2% | Mom1m=4.9% | GoldenCross | AboveSMA50,100887.95,80247.47,4
1981-04-15,SELL,NIKKEI,7461.2002,0.694,2.0,3.33,"TrailingStop (High=7536.96, Stop=7499.75)",Mom12m=10.9% | Mom3m=3.0% | Mom1m=4.8% | GoldenCross | AboveSMA50,100996.25,80247.47,4
1981-04-15,BUY,NIKKEI,7461.2002,0.6768,1.5,0.0,Strength=3,Mom12m=10.9% | Mom3m=3.0% | Mom1m=4.8% | GoldenCross | AboveSMA50,100996.25,80542.63,4
1981-04-16,SELL,NIKKEI,7418.7402,0.6768,1.5,-0.57,"TrailingStop (High=7461.20, Stop=7419.89)",Mom3m=2.2% | Mom1m=3.4% | GoldenCross | AboveSMA50,101066.45,80542.63,4
1981-04-20,LEVERAGE_UP,DXY,99.81,51.7011,2.0,2.53,Strength=4 (1.5x->2.0x),Mom12m=10.2% | Mom6m=16.1% | Mom3m=9.2% | Mom1m=5.3% | GoldenCross | AboveSMA50,101146.42,85549.34,3
1981-04-21,BUY,NIKKEI,7497.3599,0.6743,1.5,0.0,Strength=3,Mom12m=10.7% | Mom3m=2.5% | Mom1m=2.8% | GoldenCross | AboveSMA50,101113.64,80493.66,4
1981-04-22,SELL,DXY,98.92,51.7011,2.0,1.61,"TrailingStop (High=99.86, Stop=99.14)",Mom6m=14.3% | Mom3m=9.1% | Mom1m=3.6% | GoldenCross | AboveSMA50,101087.6,80493.66,4
1981-04-22,BUY,DXY,98.92,51.0956,1.5,0.0,Strength=3,Mom6m=14.3% | Mom3m=9.1% | Mom1m=3.6% | GoldenCross | AboveSMA50,101087.6,80634.72,4
1981-04-28,SELL,NASDAQ,217.63,23.6393,2.0,1.99,"TrailingStop (High=219.88, Stop=218.22)",Mom12m=57.1% | Mom6m=10.9% | Mom3m=10.4% | Mom1m=4.2% | GoldenCross | AboveSMA50,101248.62,80634.72,4
1981-04-28,BUY,NASDAQ,217.63,23.2616,2.0,0.0,Strength=4,Mom12m=57.1% | Mom6m=10.9% | Mom3m=10.4% | Mom1m=4.2% | GoldenCross | AboveSMA50,101248.62,80817.15,4
1981-04-30,LEVERAGE_UP,NIKKEI,7674.1899,0.6743,2.0,2.36,Strength=4 (1.5x->2.0x),Mom12m=12.4% | Mom6m=7.8% | Mom3m=6.4% | Mom1m=4.6% | GoldenCross | AboveSMA50 | Breakout,101276.46,80817.15,4
1981-05-01,SELL,NIKKEI,7575.6099,0.6743,2.0,1.04,"TrailingStop (High=7674.19, Stop=7619.45)",Mom6m=6.9% | Mom3m=4.4% | Mom1m=2.5% | GoldenCross | AboveSMA50,101183.9,80817.15,4
1981-05-01,BUY,NIKKEI,7575.6099,0.6678,1.5,0.0,Strength=3,Mom6m=6.9% | Mom3m=4.4% | Mom1m=2.5% | GoldenCross | AboveSMA50,101183.9,80919.17,4
1981-05-04,SELL,SP500,130.67,37.8894,1.0,-1.02,"TrailingStop (High=137.11, Stop=131.53)",Mom12m=23.8% | Mom3m=3.0% | GoldenCross,96007.21,80919.17,4
1981-05-04,LEVERAGE_UP,DXY,101.8,51.0956,2.0,2.91,Strength=4 (1.5x->2.0x),Mom12m=15.5% | Mom6m=16.0% | Mom3m=7.4% | Mom1m=4.5% | GoldenCross | AboveSMA50 | Breakout,96007.21,85870.18,3
1981-05-04,SELL,NASDAQ,213.32,23.2616,2.0,-1.98,"TrailingStop (High=217.63, Stop=215.84)",Mom12m=52.1% | Mom6m=10.8% | Mom3m=10.5% | GoldenCross | AboveSMA50,96007.21,85870.18,3
1981-05-04,BUY,NASDAQ,213.32,22.5031,1.5,0.0,Strength=3,Mom12m=52.1% | Mom6m=10.8% | Mom3m=10.5% | GoldenCross | AboveSMA50,96007.21,85931.74,3
1981-05-06,SELL,NIKKEI,7465.2998,0.6678,1.5,-1.46,"TrailingStop (High=7575.61, Stop=7511.16)",Mom6m=5.3% | GoldenCross | AboveSMA50,101008.77,85931.74,3
1981-05-11,SELL,NASDAQ,212.79,22.5031,1.5,-0.25,"TrailingStop (High=214.84, Stop=212.93)",Mom12m=48.7% | Mom6m=10.0% | Mom3m=8.1% | GoldenCross | AboveSMA50,101157.72,90880.43,2
1981-05-11,BUY,NIKKEI,7551.1899,0.6698,1.5,0.0,Strength=3,Mom6m=5.6% | Mom3m=3.7% | Mom1m=1.2% | GoldenCross | AboveSMA50,101157.72,90605.01,2
1981-05-11,BUY,NASDAQ,212.79,23.7694,1.5,0.0,Strength=3,Mom12m=48.7% | Mom6m=10.0% | Mom3m=8.1% | GoldenCross | AboveSMA50,101157.72,85547.13,3
1981-05-13,DELEVERAGE,NIKKEI,7390.6401,0.6698,1.0,-2.13,Pullback=2.1%,Mom3m=2.1% | GoldenCross | AboveSMA50,101093.03,85547.13,3
1981-05-13,SELL,NIKKEI,7390.6401,0.6698,1.0,-2.13,"TrailingStop (High=7551.19, Stop=7449.28)",Mom3m=2.1% | GoldenCross | AboveSMA50,101093.03,85547.13,3
1981-05-22,BUY,NIKKEI,7541.02,0.6724,1.5,0.0,Strength=3,Mom12m=12.0% | Mom6m=5.3% | Mom3m=5.9% | GoldenCross | AboveSMA50,101410.6,85426.94,3
1981-05-27,LEVERAGE_UP,NASDAQ,222.17,23.7694,2.0,4.41,Strength=4 (1.5x->2.0x),Mom12m=48.0% | Mom6m=8.8% | Mom3m=14.5% | Mom1m=1.0% | GoldenCross | AboveSMA50 | Breakout,101590.37,85426.94,3
1981-06-02,SELL,NASDAQ,219.59,23.7694,2.0,3.2,"TrailingStop (High=223.47, Stop=221.77)",Mom12m=46.2% | Mom6m=7.2% | Mom3m=10.7% | Mom1m=1.3% | GoldenCross | AboveSMA50,101630.92,85426.94,3
1981-06-02,BUY,NASDAQ,219.59,23.1411,2.0,0.0,Strength=4,Mom12m=46.2% | Mom6m=7.2% | Mom3m=10.7% | Mom1m=1.3% | GoldenCross | AboveSMA50,101630.92,85726.55,3
1981-06-03,SELL,NIKKEI,7480.5801,0.6724,1.5,-0.8,"TrailingStop (High=7589.95, Stop=7501.47)",Mom3m=4.8% | GoldenCross | AboveSMA50,101563.16,85726.55,3
1981-06-10,SELL,DXY,106.8,51.0956,2.0,7.97,"TrailingStop (High=108.47, Stop=107.58)",Mom12m=24.9% | Mom6m=16.9% | Mom3m=10.8% | Mom1m=3.5% | GoldenCross | AboveSMA50,101714.8,90736.12,2
1981-06-10,BUY,DXY,106.8,47.6193,2.0,0.0,Strength=4,Mom12m=24.9% | Mom6m=16.9% | Mom3m=10.8% | Mom1m=3.5% | GoldenCross | AboveSMA50,101714.8,91510.03,2
1981-06-11,BUY,NIKKEI,7569.2998,0.6732,2.0,0.0,Strength=4,Mom12m=11.0% | Mom6m=6.1% | Mom3m=7.4% | Mom1m=2.4% | GoldenCross | AboveSMA50,101911.26,86414.46,3
1981-06-15,DELEVERAGE,DXY,105.55,47.6193,1.0,-1.17,Pullback=2.2%,Mom12m=23.9% | Mom6m=14.4% | Mom3m=10.6% | GoldenCross | AboveSMA50,101906.0,86414.46,3
1981-06-15,SELL,DXY,105.55,47.6193,1.0,-1.17,"TrailingStop (High=107.92, Stop=106.46)",Mom12m=23.9% | Mom6m=14.4% | Mom3m=10.6% | GoldenCross | AboveSMA50,101906.0,86414.46,3
1981-06-15,BUY,DXY,105.55,48.2738,1.5,0.0,Strength=3,Mom12m=23.9% | Mom6m=14.4% | Mom3m=10.6% | GoldenCross | AboveSMA50,101906.0,86345.38,3
1981-06-16,SELL,NASDAQ,220.58,23.1411,2.0,0.45,"TrailingStop (High=222.96, Stop=221.36)",Mom12m=40.7% | Mom6m=13.7% | Mom3m=8.6% | Mom1m=1.9% | GoldenCross | AboveSMA50,101836.34,86345.38,3
1981-06-16,BUY,NASDAQ,220.58,23.0838,2.0,0.0,Strength=4,Mom12m=40.7% | Mom6m=13.7% | Mom3m=8.6% | Mom1m=1.9% | GoldenCross | AboveSMA50,101836.34,86380.93,3
1981-06-18,SELL,NASDAQ,218.71,23.0838,2.0,-0.85,"TrailingStop (High=220.61, Stop=218.94)",Mom12m=39.1% | Mom6m=12.7% | Mom3m=7.0% | Mom1m=1.2% | GoldenCross | AboveSMA50,101843.28,86380.93,3
1981-06-18,BUY,NASDAQ,218.71,23.2827,2.0,0.0,Strength=4,Mom12m=39.1% | Mom6m=12.7% | Mom3m=7.0% | Mom1m=1.2% | GoldenCross | AboveSMA50,101843.28,86294.25,3
1981-06-29,SELL,NASDAQ,218.22,23.2827,2.0,-0.22,"TrailingStop (High=219.76, Stop=218.40)",Mom12m=37.1% | Mom6m=9.2% | Mom3m=4.4% | GoldenCross,102078.09,86294.25,3
1981-06-30,LEVERAGE_UP,DXY,107.71,48.2738,2.0,2.05,Strength=4 (1.5x->2.0x),Mom12m=26.5% | Mom6m=19.9% | Mom3m=11.9% | Mom1m=2.6% | GoldenCross | AboveSMA50,102112.25,91363.6,2
1981-07-07,SELL,NIKKEI,7826.4702,0.6732,2.0,3.4,"TrailingStop (High=7927.36, Stop=7880.01)",Mom12m=14.7% | Mom6m=9.4% | Mom3m=5.1% | Mom1m=6.7% | GoldenCross | AboveSMA50,102270.48,91363.6,2
1981-07-07,BUY,NIKKEI,7826.4702,0.6534,2.0,0.0,Strength=4,Mom12m=14.7% | Mom6m=9.4% | Mom3m=5.1% | Mom1m=6.7% | GoldenCross | AboveSMA50,102270.48,91691.88,2
1981-07-10,SELL,DXY,109.45,48.2738,2.0,3.69,"TrailingStop (High=110.50, Stop=109.83)",Mom12m=29.9% | Mom6m=20.5% | Mom3m=10.4% | Mom1m=1.4% | GoldenCross | AboveSMA50,102390.29,91691.88,2
1981-07-10,BUY,DXY,109.45,46.7749,2.0,0.0,Strength=4,Mom12m=29.9% | Mom6m=20.5% | Mom3m=10.4% | Mom1m=1.4% | GoldenCross | AboveSMA50,102390.29,92044.2,2
1981-07-15,SELL,NIKKEI,7853.9502,0.6534,2.0,0.35,"TrailingStop (High=7923.86, Stop=7865.45)",Mom12m=15.7% | Mom6m=8.4% | Mom3m=4.5% | Mom1m=2.0% | GoldenCross | AboveSMA50,102242.99,92044.2,2
1981-07-15,SELL,DXY,108.7,46.7749,2.0,-0.69,"TrailingStop (High=110.04, Stop=109.25)",Mom12m=28.8% | Mom6m=19.3% | Mom3m=9.0% | Mom1m=3.0% | GoldenCross | AboveSMA50,102242.99,97193.64,1
1981-07-15,BUY,DXY,108.7,47.0299,2.0,0.0,Strength=4,Mom12m=28.8% | Mom6m=19.3% | Mom3m=9.0% | Mom1m=3.0% | GoldenCross | AboveSMA50,102242.99,97130.84,1
1981-07-15,BUY,NIKKEI,7853.9502,0.6509,2.0,0.0,Strength=4,Mom12m=15.7% | Mom6m=8.4% | Mom3m=4.5% | Mom1m=2.0% | GoldenCross | AboveSMA50,102242.99,92018.69,2
1981-07-21,SELL,NIKKEI,7756.7598,0.6509,2.0,-1.24,"TrailingStop (High=7887.38, Stop=7833.05)",Mom12m=14.2% | Mom6m=6.4% | Mom3m=3.6% | Mom1m=1.1% | GoldenCross | AboveSMA50,102333.74,92018.69,2
1981-07-21,BUY,NIKKEI,7756.7598,0.6596,2.0,0.0,Strength=4,Mom12m=14.2% | Mom6m=6.4% | Mom3m=3.6% | Mom1m=1.1% | GoldenCross | AboveSMA50,102333.74,91887.63,2
1981-08-05,SELL,DXY,113.26,47.0299,2.0,4.2,"TrailingStop (High=114.25, Stop=113.31)",Mom12m=31.5% | Mom6m=18.5% | Mom3m=10.3% | Mom1m=3.5% | GoldenCross | AboveSMA50,102719.22,91887.63,2
1981-08-05,BUY,DXY,113.26,45.3466,2.0,0.0,Strength=4,Mom12m=31.5% | Mom6m=18.5% | Mom3m=10.3% | Mom1m=3.5% | GoldenCross | AboveSMA50,102719.22,92292.73,2
1981-08-12,SELL,NIKKEI,7938.8901,0.6596,2.0,2.35,"TrailingStop (High=7985.64, Stop=7941.72)",Mom12m=17.8% | Mom6m=9.3% | Mom3m=6.0% | GoldenCross | AboveSMA50,102689.52,92292.73,2
1981-08-12,DELEVERAGE,DXY,112.2,45.3466,1.0,-0.94,Pullback=2.3%,Mom12m=30.5% | Mom6m=14.3% | Mom3m=7.3% | Mom1m=2.0% | GoldenCross | AboveSMA50,102689.52,97649.7,1
1981-08-12,SELL,DXY,112.2,45.3466,1.0,-0.94,"TrailingStop (High=114.88, Stop=113.49)",Mom12m=30.5% | Mom6m=14.3% | Mom3m=7.3% | Mom1m=2.0% | GoldenCross | AboveSMA50,102689.52,97649.7,1
1981-08-12,BUY,DXY,112.2,45.7618,2.0,0.0,Strength=4,Mom12m=30.5% | Mom6m=14.3% | Mom3m=7.3% | Mom1m=2.0% | GoldenCross | AboveSMA50,102689.52,97603.12,1
1981-08-12,BUY,NIKKEI,7938.8901,0.6467,1.5,0.0,Strength=3,Mom12m=17.8% | Mom6m=9.3% | Mom3m=6.0% | GoldenCross | AboveSMA50,102689.52,92468.64,2
1981-08-17,SELL,DXY,112.01,45.7618,2.0,-0.17,"TrailingStop (High=113.29, Stop=112.06)",Mom12m=30.4% | Mom6m=16.6% | Mom3m=7.5% | Mom1m=2.4% | GoldenCross | AboveSMA50,102798.06,92468.64,2
1981-08-17,BUY,DXY,112.01,45.8879,2.0,0.0,Strength=4,Mom12m=30.4% | Mom6m=16.6% | Mom3m=7.5% | Mom1m=2.4% | GoldenCross | AboveSMA50,102798.06,92445.82,2
1981-08-18,SELL,NIKKEI,7949.3799,0.6467,1.5,0.13,"TrailingStop (High=8019.14, Stop=7977.40)",Mom12m=16.9% | Mom6m=11.1% | Mom3m=6.2% | Mom1m=1.4% | GoldenCross | AboveSMA50,102695.5,92445.82,2
1981-08-18,BUY,NIKKEI,7949.3799,0.6459,2.0,0.0,Strength=4,Mom12m=16.9% | Mom6m=11.1% | Mom3m=6.2% | Mom1m=1.4% | GoldenCross | AboveSMA50,102695.5,92455.7,2
1981-08-21,SELL,DXY,110.01,45.8879,2.0,-1.79,"TrailingStop (High=112.01, Stop=110.93)",Mom12m=27.5% | Mom6m=14.6% | Mom3m=4.8% | GoldenCross | AboveSMA50,102606.06,92455.7,2
1981-08-21,BUY,DXY,110.01,46.6349,1.5,0.0,Strength=3,Mom12m=27.5% | Mom6m=14.6% | Mom3m=4.8% | GoldenCross | AboveSMA50,102606.06,92281.75,2
1981-08-24,SELL,NIKKEI,7917.5298,0.6459,2.0,-0.4,"TrailingStop (High=7995.23, Stop=7943.17)",Mom12m=15.8% | Mom6m=11.3% | Mom3m=5.2% | Mom1m=2.3% | GoldenCross | AboveSMA50,102559.54,92281.75,2
1981-08-24,BUY,NIKKEI,7917.5298,0.6477,2.0,0.0,Strength=4,Mom12m=15.8% | Mom6m=11.3% | Mom3m=5.2% | Mom1m=2.3% | GoldenCross | AboveSMA50,102559.54,92247.4,2
1981-08-25,SELL,NIKKEI,7817.2202,0.6477,2.0,-1.27,"TrailingStop (High=7917.53, Stop=7862.06)",Mom12m=13.9% | Mom6m=9.8% | Mom3m=4.2% | GoldenCross,102527.54,92247.4,2
1981-08-28,SELL,DXY,110.32,46.6349,1.5,0.28,"TrailingStop (High=112.18, Stop=110.90)",Mom12m=28.0% | Mom6m=13.5% | Mom3m=4.0% | GoldenCross,102397.43,97245.44,1
1981-09-01,BUY,DXY,110.76,46.2249,1.5,0.0,Strength=3,Mom12m=29.0% | Mom6m=13.9% | Mom3m=2.3% | GoldenCross | AboveSMA50,102397.43,97277.56,1
1981-09-03,SELL,DXY,109.7,46.2249,1.5,-0.96,"TrailingStop (High=110.76, Stop=109.72)",Mom12m=28.8% | Mom6m=14.1% | GoldenCross,102323.93,97277.56,1
1981-10-26,BUY,DXY,108.65,47.0888,1.5,0.0,Strength=3,Mom12m=24.8% | Mom6m=9.2% | Mom1m=1.3% | GoldenCross | AboveSMA50 | Breakout,102323.93,97207.74,1
1981-10-28,SELL,DXY,107.79,47.0888,1.5,-0.79,"TrailingStop (High=108.65, Stop=107.83)",Mom12m=22.8% | Mom6m=7.3% | GoldenCross,102263.19,97207.74,1
1982-02-22,BUY,DXY,110.19,46.4031,1.5,0.0,Strength=3,Mom12m=14.7% | Mom3m=5.5% | Mom1m=2.5% | GoldenCross | AboveSMA50,102263.19,97150.03,1
1982-03-04,SELL,DXY,111.21,46.4031,1.5,0.93,"TrailingStop (High=111.96, Stop=111.33)",Mom12m=13.9% | Mom3m=7.3% | Mom1m=1.7% | GoldenCross | AboveSMA50,102334.19,97150.03,1
1982-03-04,BUY,DXY,111.21,46.0094,1.5,0.0,Strength=3,Mom12m=13.9% | Mom3m=7.3% | Mom1m=1.7% | GoldenCross | AboveSMA50,102334.19,97217.48,1
1982-03-05,SELL,DXY,110.28,46.0094,1.5,-0.84,"TrailingStop (High=111.21, Stop=110.49)",Mom12m=13.4% | Mom3m=6.7% | GoldenCross | AboveSMA50,102270.0,97217.48,1
1982-03-09,BUY,DXY,111.47,45.8733,1.5,0.0,Strength=3,Mom12m=14.6% | Mom3m=7.4% | Mom1m=2.1% | GoldenCross | AboveSMA50,102270.0,97156.5,1
1982-03-25,LEVERAGE_UP,DXY,113.73,45.8733,2.0,2.03,Strength=4 (1.5x->2.0x),Mom12m=19.1% | Mom6m=7.7% | Mom3m=7.6% | Mom1m=2.4% | GoldenCross | AboveSMA50 | Breakout,102425.51,97156.5,1
1982-04-01,SELL,DXY,114.16,45.8733,2.0,2.41,"TrailingStop (High=114.73, Stop=114.18)",Mom12m=18.0% | Mom6m=6.1% | Mom3m=8.5% | Mom1m=2.5% | GoldenCross | AboveSMA50,102516.8,97156.5,1
1982-04-01,BUY,DXY,114.16,44.9005,2.0,0.0,Strength=4,Mom12m=18.0% | Mom6m=6.1% | Mom3m=8.5% | Mom1m=2.5% | GoldenCross | AboveSMA50,102516.8,97390.96,1
1982-04-13,SELL,DXY,114.67,44.9005,2.0,0.45,"TrailingStop (High=115.36, Stop=114.76)",Mom12m=16.6% | Mom6m=9.2% | Mom3m=7.4% | Mom1m=2.4% | GoldenCross | AboveSMA50,102562.6,97390.96,1
1982-04-13,BUY,DXY,114.67,44.7208,2.0,0.0,Strength=4,Mom12m=16.6% | Mom6m=9.2% | Mom3m=7.4% | Mom1m=2.4% | GoldenCross | AboveSMA50,102562.6,97434.47,1
1982-04-19,SELL,DXY,114.45,44.7208,2.0,-0.19,"TrailingStop (High=115.16, Stop=114.62)",Mom12m=14.8% | Mom6m=8.7% | Mom3m=6.8% | Mom1m=1.2% | GoldenCross | AboveSMA50,102542.92,97434.47,1
1982-04-19,BUY,DXY,114.45,44.7981,2.0,0.0,Strength=4,Mom12m=14.8% | Mom6m=8.7% | Mom3m=6.8% | Mom1m=1.2% | GoldenCross | AboveSMA50,102542.92,97415.78,1
1982-04-21,SELL,DXY,113.92,44.7981,2.0,-0.46,"TrailingStop (High=114.45, Stop=113.98)",Mom12m=14.1% | Mom6m=7.5% | Mom3m=6.0% | GoldenCross | AboveSMA50,102495.44,97415.78,1
1982-04-21,BUY,DXY,113.92,44.9857,1.5,0.0,Strength=3,Mom12m=14.1% | Mom6m=7.5% | Mom3m=6.0% | GoldenCross | AboveSMA50,102495.44,97370.66,1
1982-04-26,SELL,DXY,113.01,44.9857,1.5,-0.8,"TrailingStop (High=113.95, Stop=113.50)",Mom12m=13.9% | Mom6m=5.3% | Mom3m=3.9% | GoldenCross | AboveSMA50,102434.03,97370.66,1
1982-04-26,BUY,DXY,113.01,45.3208,1.5,0.0,Strength=3,Mom12m=13.9% | Mom6m=5.3% | Mom3m=3.9% | GoldenCross | AboveSMA50,102434.03,97312.33,1
1982-04-28,SELL,DXY,112.36,45.3208,1.5,-0.58,"TrailingStop (High=113.01, Stop=112.58)",Mom12m=13.2% | Mom3m=3.7% | GoldenCross,102389.84,97312.33,1
1982-06-01,BUY,DXY,113.71,45.0224,1.5,0.0,Strength=3,Mom6m=10.2% | Mom3m=2.1% | Mom1m=1.9% | GoldenCross | AboveSMA50 | Breakout,102389.84,97270.35,1
1982-06-16,LEVERAGE_UP,DXY,117.87,45.0224,2.0,3.66,Strength=4 (1.5x->2.0x),Mom12m=11.7% | Mom6m=11.8% | Mom3m=4.6% | Mom1m=6.4% | GoldenCross | AboveSMA50 | Breakout,102670.78,97270.35,1
1982-06-22,SELL,DXY,118.87,45.0224,2.0,4.54,"TrailingStop (High=119.82, Stop=118.89)",Mom12m=11.3% | Mom6m=12.0% | Mom3m=5.0% | Mom1m=7.0% | GoldenCross | AboveSMA50,102854.47,97270.35,1
1982-06-22,BUY,DXY,118.87,43.2634,2.0,0.0,Strength=4,Mom12m=11.3% | Mom6m=12.0% | Mom3m=5.0% | Mom1m=7.0% | GoldenCross | AboveSMA50,102854.47,97711.75,1
1982-06-29,SELL,DXY,119.16,43.2634,2.0,0.24,"TrailingStop (High=120.47, Stop=119.39)",Mom12m=11.0% | Mom6m=12.5% | Mom3m=3.9% | Mom1m=5.6% | GoldenCross | AboveSMA50,102879.57,97711.75,1
1982-06-29,BUY,DXY,119.16,43.1687,2.0,0.0,Strength=4,Mom12m=11.0% | Mom6m=12.5% | Mom3m=3.9% | Mom1m=5.6% | GoldenCross | AboveSMA50,102879.57,97735.59,1
1982-07-09,SELL,DXY,119.96,43.1687,2.0,0.67,"TrailingStop (High=121.06, Stop=120.11)",Mom6m=13.7% | Mom3m=4.1% | Mom1m=3.9% | GoldenCross | AboveSMA50,102948.64,97735.59,1
