date,ticker,pattern,mom_12m,rsi,pct_from_high,fwd_6m,fwd_12m,year,put_return,quarter
2013-11-19 00:00:00-05:00,WULF,below_200sma,1.2109052655018435,8.232483821958795,-0.21079691856773444,0.6078176587033646,-0.0019544292513445916,2013,-1.0,2013Q4
2021-12-14 00:00:00-05:00,WULF,deep_oversold,2.8845204191015528,25.223542964218055,-0.43719902202185285,-0.9014778288095344,-0.9679802955375745,2021,6.512315240079454,2021Q4
2024-01-11 00:00:00-05:00,WULF,down_50_from_high,1.5945945031630733,49.44237743588589,-0.5038759654104533,2.125000069849195,1.9010418209169715,2024,-1.0,2024Q1
2025-01-27 00:00:00-05:00,WULF,below_200sma,2.076388647434898,35.634032541258264,-0.4977324283879227,0.17832956940526556,,2025,-1.0,2025Q1
2014-04-28 00:00:00-04:00,DXCM,below_200sma,1.1003215078332844,38.52583399399678,-0.33523307271800473,0.3260870047653348,1.0829760899306127,2014,-1.0,2014Q2
2020-10-28 00:00:00-04:00,DXCM,below_200sma,1.2547145658369856,37.254248968795295,-0.22725162461738196,0.10592349766135634,0.6335930777404544,2020,-0.95,2020Q4
1999-10-01 00:00:00-04:00,CCI,below_200sma,1.07042252638277,41.21613331917443,-0.2650002848284112,1.0612253300855317,0.6904768248124671,1999,-1.0,1999Q4
2003-09-22 00:00:00-04:00,CCI,deep_oversold,3.1336218396514006,22.97872912700464,-0.1257975193432191,0.26485900985830213,0.5099066495975586,2003,-1.0,2003Q3
2003-12-18 00:00:00-05:00,CCI,deep_oversold,2.3462693373928665,26.562639260585016,-0.1350307813147374,0.3728811985945242,0.44067748010308594,2003,-1.0,2003Q4
2023-10-04 00:00:00-04:00,MNSO,deep_oversold,3.4289981223925876,21.095562931237865,-0.16734134364457678,-0.13506439454870878,-0.13731259404658402,2023,0.12553662123923987,2023Q4
2023-09-28 00:00:00-04:00,IONQ,deep_oversold,2.179752036803946,29.14466896575685,-0.2250755352292852,-0.35087722233531227,-0.4320987929730502,2023,1.9239768527942689,2023Q3
2023-10-02 00:00:00-04:00,IONQ,deep_oversold,2.098326311623843,25.91006727897191,-0.25427996150728555,-0.37069551446606697,-0.37879813986505995,2023,2.089129287217225,2023Q4
