date,ticker,old_lev,new_lev,reason
2015-06-03,RUSSELL2000,3.0,3.0,LEVERAGE UP to 3.0x: 12m=12.3% | 1m=2.5% | >5%>SMA200 | GoldenX
2015-06-04,TBOND,1.0,1.0,DELEVERAGE: Short-term reversal -2.0%
2015-06-05,DAX,1.0,1.0,DELEVERAGE: Pullback 2.1%
2015-06-05,TNOTE10,1.0,1.0,DELEVERAGE: Mom decay 0.5% vs peak 1.2%
2015-06-05,FTSE,1.0,1.0,DELEVERAGE: Mom decay -0.8% vs peak 0.7%
2015-06-09,RUSSELL2000,1.0,1.0,DELEVERAGE: Mom decay 6.3% vs peak 12.3%
2015-06-09,DOW,1.0,1.0,DELEVERAGE: Short-term reversal -2.3%
2015-06-10,USDJPY,1.0,1.0,DELEVERAGE: Vol spike ATR 1.30 vs entry 0.91
2015-06-10,RUSSELL2000,3.0,3.0,LEVERAGE UP to 3.0x: 12m=8.0% | 1m=2.5% | >5%>SMA200 | GoldenX
2015-06-10,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -3.5%
2015-06-11,XLF,3.0,3.0,LEVERAGE UP to 3.0x: 12m=12.5% | 1m=2.3% | >5%>SMA200 | GoldenX
2015-06-11,DAX,2.5,2.5,LEVERAGE UP to 2.5x: 12m=13.0% | >5%>SMA200 | GoldenX
2015-06-15,XLK,1.0,1.0,DELEVERAGE: Short-term reversal -2.4%
2015-06-16,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -3.5%
2015-06-17,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -3.0%
2015-06-22,DAX,2.5,2.5,LEVERAGE UP to 2.5x: 12m=14.6% | >5%>SMA200 | GoldenX
2015-06-23,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -2.3%
2015-06-23,HANGSENG,3.0,3.0,LEVERAGE UP to 3.0x: 12m=17.3% | Strong12m | 3m=11.7% | >5%>SMA200 | GoldenX
2015-06-23,FTSE,1.0,1.0,DELEVERAGE: Short-term reversal -2.8%
2015-06-24,DXY,1.0,1.0,DELEVERAGE: Short-term reversal -2.1%
2015-06-24,DAX,3.0,3.0,LEVERAGE UP to 3.0x: 12m=15.6% | Strong12m | >5%>SMA200 | GoldenX
2015-06-24,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -3.0%
2015-06-24,TBOND,1.0,1.0,DELEVERAGE: Short-term reversal -4.1%
2015-06-25,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -2.5%
2015-06-25,HANGSENG,3.0,3.0,LEVERAGE UP to 3.0x: 12m=17.1% | Strong12m | 3m=10.8% | >5%>SMA200 | GoldenX
2015-06-26,DAX,3.0,3.0,LEVERAGE UP to 3.0x: 12m=16.5% | Strong12m | >5%>SMA200 | GoldenX
2015-06-26,TNOTE10,1.0,1.0,DELEVERAGE: Mom decay -0.0% vs peak 1.0%
2015-06-30,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -4.3%
2015-06-30,DOW,1.0,1.0,DELEVERAGE: Short-term reversal -2.3%
2015-06-30,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -4.9%
2015-06-30,SP500,1.0,1.0,DELEVERAGE: Short-term reversal -2.3%
2015-06-30,XLK,1.0,1.0,DELEVERAGE: Short-term reversal -4.4%
2015-07-06,TBOND,1.5,1.5,LEVERAGE UP to 1.5x: 12m=12.6% | GoldenX
2015-07-07,DXY,2.5,2.5,LEVERAGE UP to 2.5x: 12m=20.8% | Strong12m | GoldenX
2015-07-07,USDJPY,1.0,1.0,DELEVERAGE: Short-term reversal -2.4%
2015-07-07,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -8.4%
2015-07-08,WHEAT,1.0,1.0,DELEVERAGE: Pullback 2.8%
2015-07-09,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -9.6%
2015-07-10,DAX,3.0,3.0,LEVERAGE UP to 3.0x: 12m=15.4% | Strong12m | >5%>SMA200 | GoldenX
2015-07-10,HANGSENG,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.8% | GoldenX
2015-07-10,NIKKEI,1.0,1.0,DELEVERAGE: Short-term reversal -3.0%
2015-07-13,DOW,1.5,1.5,LEVERAGE UP to 1.5x: 12m=6.1% | GoldenX
2015-07-13,SP500,1.5,1.5,LEVERAGE UP to 1.5x: 12m=6.7% | GoldenX
2015-07-13,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -6.3%
2015-07-14,XLK,1.5,1.5,LEVERAGE UP to 1.5x: 12m=9.7% | GoldenX
2015-07-14,HANGSENG,1.5,1.5,LEVERAGE UP to 1.5x: 12m=6.7% | GoldenX
2015-07-14,RUSSELL2000,2.5,2.5,LEVERAGE UP to 2.5x: 12m=9.1% | >5%>SMA200 | GoldenX
2015-07-14,NIKKEI,3.0,3.0,LEVERAGE UP to 3.0x: 12m=32.8% | Strong12m | >5%>SMA200 | GoldenX
2015-07-14,CORN,1.0,1.0,DELEVERAGE: Pullback 2.2%
2015-07-15,DXY,3.0,3.0,LEVERAGE UP to 3.0x: 12m=20.8% | Strong12m | 1m=2.4% | GoldenX
2015-07-15,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -6.7%
2015-07-15,CORN,3.0,3.0,LEVERAGE UP to 3.0x: 12m=14.8% | 3m=14.2% | 1m=23.3% | >5%>SMA200
2015-07-16,HANGSENG,1.5,1.5,LEVERAGE UP to 1.5x: 12m=8.6% | GoldenX
2015-07-16,XLF,2.5,2.5,LEVERAGE UP to 2.5x: 12m=12.9% | >5%>SMA200 | GoldenX
2015-07-17,XLK,3.0,3.0,LEVERAGE UP to 3.0x: 12m=13.5% | 3m=5.2% | 1m=2.2% | >5%>SMA200 | GoldenX
2015-07-17,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -5.0%
2015-07-17,XLF,3.0,3.0,LEVERAGE UP to 3.0x: 12m=14.1% | 3m=5.7% | >5%>SMA200 | GoldenX
2015-07-17,CORN,1.0,1.0,DELEVERAGE: Pullback 3.1%
2015-07-17,FTSE,1.0,1.0,DELEVERAGE: Mom decay 0.4% vs peak 0.9%
2015-07-20,HANGSENG,1.5,1.5,LEVERAGE UP to 1.5x: 12m=9.3% | GoldenX
2015-07-21,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -4.6%
2015-07-21,RUSSELL2000,1.0,1.0,DELEVERAGE: Short-term reversal -2.3%
2015-07-21,WHEAT,1.0,1.0,DELEVERAGE: Mom decay -1.0% vs peak 0.1%
2015-07-22,HANGSENG,1.5,1.5,LEVERAGE UP to 1.5x: 12m=7.8% | GoldenX
2015-07-22,RUSSELL2000,1.5,1.5,LEVERAGE UP to 1.5x: 12m=8.8% | GoldenX
2015-07-22,TBOND,2.5,2.5,LEVERAGE UP to 2.5x: 12m=10.6% | 1m=2.3% | GoldenX
2015-07-23,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -7.1%
2015-07-23,DOW,1.0,1.0,DELEVERAGE: Short-term reversal -2.3%
2015-07-24,HANGSENG,1.5,1.5,LEVERAGE UP to 1.5x: 12m=6.8% | GoldenX
2015-07-24,CORN,1.0,1.0,DELEVERAGE: Pullback 2.7%
2015-07-24,RUSSELL2000,1.0,1.0,DELEVERAGE: Short-term reversal -4.5%
2015-07-28,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -8.1%
2015-07-28,RUSSELL2000,1.0,1.0,DELEVERAGE: Short-term reversal -4.3%
2015-07-28,CORN,1.0,1.0,DELEVERAGE: Short-term reversal -2.6%
2015-07-31,DAX,2.5,2.5,LEVERAGE UP to 2.5x: 12m=17.9% | Strong12m | GoldenX
2015-08-03,DAX,3.0,3.0,LEVERAGE UP to 3.0x: 12m=21.6% | Strong12m | 1m=3.5% | >5%>SMA200 | GoldenX
2015-08-07,USDJPY,3.0,3.0,LEVERAGE UP to 3.0x: 12m=21.2% | Strong12m | 1m=3.2% | GoldenX
2015-08-07,TBOND,3.0,3.0,LEVERAGE UP to 3.0x: 12m=13.8% | 1m=4.6% | >5%>SMA200 | GoldenX
2015-08-10,CORN,2.5,2.5,LEVERAGE UP to 2.5x: 12m=10.9% | 3m=8.9% | GoldenX
2015-08-10,RUSSELL2000,1.0,1.0,DELEVERAGE: Short-term reversal -2.3%
2015-08-11,CORN,1.0,1.0,DELEVERAGE: Pullback 3.5%
2015-08-11,DOW,1.0,1.0,DELEVERAGE: Short-term reversal -3.2%
2015-08-11,FTSE,1.0,1.0,DELEVERAGE: Mom decay 0.5% vs peak 2.3%
2015-08-13,XLV,1.0,1.0,DELEVERAGE: Short-term reversal -2.1%
2015-08-13,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -4.5%
2015-08-13,COTTON,3.0,3.0,LEVERAGE UP to 3.0x: 12m=6.5% | 1m=2.8% | >5%>SMA200 | GoldenX
2015-08-14,NASDAQ,1.0,1.0,DELEVERAGE: Short-term reversal -2.2%
2015-08-18,XLK,1.0,1.0,DELEVERAGE: Short-term reversal -2.8%
2015-08-19,SP500,1.0,1.0,DELEVERAGE: Mom decay 4.9% vs peak 8.9%
2015-08-19,CORN,1.0,1.0,DELEVERAGE: Short-term reversal -9.7%
2015-08-20,NIKKEI,1.0,1.0,DELEVERAGE: Short-term reversal -2.7%
2015-08-21,COTTON,1.0,1.0,DELEVERAGE: Mom decay 3.6% vs peak 6.8%
2015-08-21,DAX,1.0,1.0,DELEVERAGE: Pullback 2.9%
2015-08-21,RUSSELL2000,1.0,1.0,DELEVERAGE: Mom decay -0.3% vs peak 1.3%
2015-08-21,DXY,1.0,1.0,DELEVERAGE: Short-term reversal -2.4%
2015-08-24,XLK,1.0,1.0,DELEVERAGE: Pullback 3.9%
2015-08-25,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -8.4%
2015-08-25,DXY,1.0,1.0,DELEVERAGE: Short-term reversal -2.0%
2015-08-25,XLV,1.0,1.0,DELEVERAGE: Short-term reversal -9.1%
2015-08-26,DAX,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.1% | GoldenX
2015-08-26,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=12.7% | GoldenX
2015-08-26,USDJPY,1.0,1.0,DELEVERAGE: Short-term reversal -3.8%
2015-08-26,NIKKEI,1.0,1.0,DELEVERAGE: Short-term reversal -9.6%
2015-08-27,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -8.0%
2015-08-27,DXY,2.5,2.5,LEVERAGE UP to 2.5x: 12m=16.0% | Strong12m | GoldenX
2015-08-27,XLV,1.0,1.0,DELEVERAGE: Short-term reversal -5.3%
2015-08-27,NIKKEI,2.5,2.5,LEVERAGE UP to 2.5x: 12m=21.2% | Strong12m | GoldenX
2015-08-27,XLF,1.0,1.0,DELEVERAGE: Short-term reversal -6.1%
2015-08-27,NASDAQ,1.0,1.0,DELEVERAGE: Short-term reversal -5.8%
2015-08-27,XLK,1.0,1.0,DELEVERAGE: Short-term reversal -5.0%
2015-08-28,DAX,1.5,1.5,LEVERAGE UP to 1.5x: 12m=7.6% | GoldenX
2015-08-28,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=14.4% | GoldenX
2015-08-28,NIKKEI,1.0,1.0,DELEVERAGE: Short-term reversal -6.8%
2015-08-28,NASDAQ,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.9% | GoldenX
2015-08-28,XLK,1.5,1.5,LEVERAGE UP to 1.5x: 12m=3.1% | GoldenX
2015-08-31,DAX,1.0,1.0,DELEVERAGE: Short-term reversal -9.3%
2015-08-31,XLV,1.0,1.0,DELEVERAGE: Pullback 2.4%
2015-08-31,USDJPY,1.5,1.5,LEVERAGE UP to 1.5x: 12m=13.5% | GoldenX
2015-08-31,NIKKEI,2.5,2.5,LEVERAGE UP to 2.5x: 12m=22.2% | Strong12m | GoldenX
2015-08-31,NASDAQ,1.0,1.0,DELEVERAGE: Short-term reversal -6.9%
2015-08-31,XLK,1.0,1.0,DELEVERAGE: Mom decay 1.7% vs peak 3.1%
2015-09-01,DAX,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.8% | GoldenX
2015-09-01,DXY,1.0,1.0,DELEVERAGE: Short-term reversal -2.1%
2015-09-01,USDJPY,1.0,1.0,DELEVERAGE: Short-term reversal -2.4%
2015-09-02,DAX,1.0,1.0,DELEVERAGE: Pullback 2.6%
2015-09-02,DXY,2.5,2.5,LEVERAGE UP to 2.5x: 12m=15.6% | Strong12m | GoldenX
2015-09-02,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=10.7% | GoldenX
2015-09-02,NIKKEI,1.0,1.0,DELEVERAGE: Short-term reversal -11.8%
2015-09-03,DAX,1.5,1.5,LEVERAGE UP to 1.5x: 12m=8.5% | GoldenX
2015-09-03,XLV,1.0,1.0,DELEVERAGE: Pullback 3.7%
2015-09-03,CORN,1.0,1.0,DELEVERAGE: Short-term reversal -6.7%
2015-09-04,DAX,1.0,1.0,DELEVERAGE: Pullback 2.7%
2015-09-08,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=11.5% | GoldenX
2015-09-08,NASDAQ,1.5,1.5,LEVERAGE UP to 1.5x: 12m=4.8% | GoldenX
2015-09-09,XLV,1.0,1.0,DELEVERAGE: Pullback 3.7%
2015-09-09,NASDAQ,1.0,1.0,DELEVERAGE: Short-term reversal -6.8%
2015-09-09,NIKKEI,1.0,1.0,DELEVERAGE: Short-term reversal -9.4%
2015-09-10,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=10.4% | GoldenX
2015-09-10,TBOND,1.0,1.0,DELEVERAGE: Short-term reversal -2.2%
2015-09-10,NASDAQ,1.5,1.5,LEVERAGE UP to 1.5x: 12m=4.6% | GoldenX
2015-09-10,CORN,1.5,1.5,LEVERAGE UP to 1.5x: 12m=6.8% | GoldenX
2015-09-10,NIKKEI,2.5,2.5,LEVERAGE UP to 2.5x: 12m=18.2% | Strong12m | GoldenX
2015-09-11,XLV,1.0,1.0,DELEVERAGE: Pullback 2.2%
2015-09-11,NASDAQ,1.0,1.0,DELEVERAGE: Short-term reversal -4.4%
2015-09-11,CORN,3.0,3.0,LEVERAGE UP to 3.0x: 12m=12.9% | 3m=6.1% | 1m=4.8% | GoldenX
2015-09-11,NIKKEI,1.0,1.0,DELEVERAGE: Pullback 2.7%
2015-09-14,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=11.8% | GoldenX
2015-09-14,NASDAQ,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.2% | GoldenX
2015-09-14,NIKKEI,1.5,1.5,LEVERAGE UP to 1.5x: 12m=14.2% | GoldenX
2015-09-15,XLV,1.0,1.0,DELEVERAGE: Short-term reversal -5.3%
2015-09-15,NASDAQ,1.0,1.0,DELEVERAGE: Short-term reversal -3.7%
2015-09-15,NIKKEI,1.0,1.0,DELEVERAGE: Pullback 4.0%
2015-09-16,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=12.5% | GoldenX
2015-09-16,NASDAQ,1.5,1.5,LEVERAGE UP to 1.5x: 12m=7.4% | GoldenX
2015-09-16,NIKKEI,2.5,2.5,LEVERAGE UP to 2.5x: 12m=16.0% | Strong12m | GoldenX
2015-09-16,TBOND,1.0,1.0,DELEVERAGE: Short-term reversal -4.6%
2015-09-17,XLV,1.0,1.0,DELEVERAGE: Short-term reversal -4.9%
2015-09-17,NASDAQ,1.0,1.0,DELEVERAGE: Short-term reversal -3.3%
2015-09-17,CORN,1.0,1.0,DELEVERAGE: Pullback 2.8%
2015-09-17,NIKKEI,1.0,1.0,DELEVERAGE: Short-term reversal -8.9%
2015-09-18,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=10.9% | GoldenX
2015-09-18,NASDAQ,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.1% | GoldenX
2015-09-18,CORN,2.5,2.5,LEVERAGE UP to 2.5x: 12m=11.5% | 3m=6.8% | 1m=2.7%
2015-09-18,NIKKEI,1.5,1.5,LEVERAGE UP to 1.5x: 12m=14.7% | GoldenX
2015-09-18,TBOND,1.5,1.5,LEVERAGE UP to 1.5x: 12m=13.6% | GoldenX
2015-09-21,XLV,1.0,1.0,DELEVERAGE: Pullback 2.8%
2015-09-21,CORN,3.0,3.0,LEVERAGE UP to 3.0x: 12m=16.0% | Strong12m | 3m=6.8% | 1m=3.6%
2015-09-21,TBOND,1.0,1.0,DELEVERAGE: Short-term reversal -4.1%
2015-09-22,CORN,1.0,1.0,DELEVERAGE: Pullback 2.6%
2015-09-22,TBOND,1.5,1.5,LEVERAGE UP to 1.5x: 12m=13.9% | GoldenX
2015-09-23,CORN,2.5,2.5,LEVERAGE UP to 2.5x: 12m=17.7% | Strong12m | 1m=3.9%
2015-09-23,TBOND,1.0,1.0,DELEVERAGE: Short-term reversal -3.3%
2015-09-24,CORN,1.0,1.0,DELEVERAGE: Pullback 2.3%
2015-09-24,TBOND,1.5,1.5,LEVERAGE UP to 1.5x: 12m=14.5% | GoldenX
2015-09-24,RUSSELL2000,1.0,1.0,DELEVERAGE: Mom decay 0.8% vs peak 1.9%
2015-09-24,BTC,1.0,1.0,DELEVERAGE: Mom decay 11.8% vs peak 29.3%
2015-09-25,CORN,2.5,2.5,LEVERAGE UP to 2.5x: 12m=19.3% | Strong12m | 1m=7.5%
2015-09-25,BTC,1.5,1.5,LEVERAGE UP to 1.5x: 12m=13.0% | 1m=2.1%
2015-09-25,XLV,1.0,1.0,DELEVERAGE: Pullback 2.7%
2015-09-25,NIKKEI,1.0,1.0,DELEVERAGE: Short-term reversal -3.6%
2015-09-27,BTC,1.0,1.0,DELEVERAGE: Mom decay 10.7% vs peak 29.3%
2015-09-29,XLV,1.0,1.0,DELEVERAGE: Short-term reversal -9.3%
2015-09-30,TBOND,2.5,2.5,LEVERAGE UP to 2.5x: 12m=14.1% | 3m=5.7% | GoldenX
2015-10-05,NIKKEI,1.5,1.5,LEVERAGE UP to 1.5x: 12m=11.1% | GoldenX
2015-10-07,WHEAT,1.0,1.0,DELEVERAGE: Mom decay 2.1% vs peak 8.2%
2015-10-08,TNOTE10,1.0,1.0,DELEVERAGE: Mom decay 1.7% vs peak 2.9%
2015-10-08,DOW,1.0,1.0,DELEVERAGE: Mom decay 0.3% vs peak 1.2%
2015-10-12,BTC,1.0,1.0,DELEVERAGE: Mom decay 3.0% vs peak 12.6%
2015-10-12,FTSE,1.0,1.0,DELEVERAGE: Mom decay 0.1% vs peak 1.2%
2015-10-13,WHEAT,1.5,1.5,LEVERAGE UP to 1.5x: 12m=2.7% | 1m=6.8%
2015-10-13,BTC,1.5,1.5,LEVERAGE UP to 1.5x: 12m=9.8% | 1m=8.2%
2015-10-14,TBOND,3.0,3.0,LEVERAGE UP to 3.0x: 12m=11.8% | 3m=5.5% | 1m=4.7% | GoldenX
2015-10-14,NIKKEI,1.0,1.0,DELEVERAGE: Pullback 3.0%
2015-10-14,WHEAT,1.0,1.0,DELEVERAGE: Pullback 3.4%
2015-10-14,XLF,1.0,1.0,DELEVERAGE: Pullback 2.1%
2015-10-14,CORN,1.0,1.0,DELEVERAGE: Mom decay 6.2% vs peak 14.0%
2015-10-14,DAX,1.0,1.0,DELEVERAGE: Pullback 2.0%
2015-10-15,NIKKEI,1.5,1.5,LEVERAGE UP to 1.5x: 12m=15.5% | Strong12m
2015-10-15,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=15.8% | Strong12m
2015-10-15,BTC,2.5,2.5,LEVERAGE UP to 2.5x: 12m=17.1% | Strong12m | 1m=8.4%
2015-10-16,XLV,1.0,1.0,DELEVERAGE: Short-term reversal -3.1%
2015-10-16,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=18.3% | Strong12m | 1m=11.8% | >5%>SMA200
2015-10-19,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=16.0% | Strong12m
2015-10-19,COTTON,1.0,1.0,DELEVERAGE: Mom decay -0.5% vs peak 0.2%
2015-10-20,XLF,1.5,1.5,LEVERAGE UP to 1.5x: 12m=7.4% | 1m=3.3%
2015-10-21,NIKKEI,2.5,2.5,LEVERAGE UP to 2.5x: 12m=19.0% | Strong12m | 1m=2.1%
2015-10-21,XLV,1.0,1.0,DELEVERAGE: Pullback 2.5%
2015-10-21,XLF,1.0,1.0,DELEVERAGE: Mom decay 4.6% vs peak 8.8%
2015-10-21,SP500,1.0,1.0,DELEVERAGE: Mom decay 4.0% vs peak 9.1%
2015-10-22,XLF,1.5,1.5,LEVERAGE UP to 1.5x: 12m=7.3% | 1m=5.5%
2015-10-22,SP500,1.5,1.5,LEVERAGE UP to 1.5x: 12m=6.5% | 1m=5.9%
2015-10-22,DOW,1.5,1.5,LEVERAGE UP to 1.5x: 12m=6.2% | 1m=7.4%
2015-10-22,DAX,2.5,2.5,LEVERAGE UP to 2.5x: 12m=17.4% | Strong12m | 1m=9.1%
2015-10-22,USDJPY,1.0,1.0,DELEVERAGE: Mom decay 5.5% vs peak 10.2%
2015-10-23,XLK,2.5,2.5,LEVERAGE UP to 2.5x: 12m=14.7% | 1m=9.9% | >5%>SMA200
2015-10-24,BTC,1.0,1.0,DELEVERAGE: Mom decay 9.5% vs peak 23.6%
2015-10-25,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=20.8% | Strong12m | 3m=24.3% | 1m=19.1% | >5%>SMA200
2015-10-26,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=8.2% | 1m=4.1%
2015-10-26,SP500,1.0,1.0,DELEVERAGE: Mom decay 5.4% vs peak 9.1%
2015-10-26,BTC,1.0,1.0,DELEVERAGE: Vol spike ATR 7.62 vs entry 5.44
2015-10-27,XLV,1.0,1.0,DELEVERAGE: Mom decay 10.1% vs peak 17.4%
2015-10-27,XLF,1.0,1.0,DELEVERAGE: Mom decay 5.2% vs peak 8.8%
2015-10-27,SP500,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.3% | 1m=9.8%
2015-10-27,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=20.6% | Strong12m | 3m=32.6% | 1m=19.4% | >5%>SMA200
2015-10-27,HANGSENG,1.0,1.0,DELEVERAGE: Mom decay 0.5% vs peak 0.9%
2015-10-27,RUSSELL2000,1.0,1.0,DELEVERAGE: Mom decay 2.5% vs peak 4.4%
2015-10-28,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=10.2% | 1m=10.2%
2015-10-28,XLF,1.5,1.5,LEVERAGE UP to 1.5x: 12m=6.5% | 1m=9.6%
2015-10-28,SP500,1.0,1.0,DELEVERAGE: Mom decay 5.3% vs peak 9.1%
2015-10-28,BTC,1.0,1.0,DELEVERAGE: Vol spike ATR 8.48 vs entry 5.44
2015-10-29,SP500,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.4% | 1m=8.8%
2015-10-29,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=30.6% | Strong12m | 3m=39.6% | 1m=29.5% | >5%>SMA200 | GoldenX
2015-10-30,XLV,1.0,1.0,DELEVERAGE: Mom decay 7.9% vs peak 17.4%
2015-10-30,XLF,1.0,1.0,DELEVERAGE: Mom decay 4.0% vs peak 8.8%
2015-10-30,SP500,1.0,1.0,DELEVERAGE: Mom decay 4.2% vs peak 9.1%
2015-10-30,DOW,1.0,1.0,DELEVERAGE: Mom decay 2.7% vs peak 6.8%
2015-10-30,BTC,1.0,1.0,DELEVERAGE: Vol spike ATR 9.94 vs entry 5.44
2015-10-31,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=28.5% | Strong12m | 3m=36.7% | 1m=28.3% | >5%>SMA200 | GoldenX
2015-11-01,BTC,1.0,1.0,DELEVERAGE: Vol spike ATR 11.15 vs entry 5.44
2015-11-02,NIKKEI,1.0,1.0,DELEVERAGE: Pullback 2.1%
2015-11-02,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=9.8% | 1m=6.7%
2015-11-02,XLK,3.0,3.0,LEVERAGE UP to 3.0x: 12m=10.6% | 3m=5.1% | 1m=9.9% | >5%>SMA200
2015-11-02,XLF,1.5,1.5,LEVERAGE UP to 1.5x: 12m=4.3% | 1m=7.5%
2015-11-02,SP500,1.5,1.5,LEVERAGE UP to 1.5x: 12m=4.3% | 1m=7.8%
2015-11-02,DOW,1.5,1.5,LEVERAGE UP to 1.5x: 12m=2.5% | 1m=8.2%
2015-11-02,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=51.2% | Strong12m | 3m=57.0% | 1m=47.2% | >5%>SMA200 | GoldenX
2015-11-03,XLV,1.0,1.0,DELEVERAGE: Mom decay 9.3% vs peak 17.4%
2015-11-03,XLF,1.0,1.0,DELEVERAGE: Mom decay 4.0% vs peak 8.8%
2015-11-03,SP500,1.0,1.0,DELEVERAGE: Mom decay 4.6% vs peak 9.1%
2015-11-03,DOW,1.0,1.0,DELEVERAGE: Mom decay 3.2% vs peak 6.8%
2015-11-03,BTC,1.0,1.0,DELEVERAGE: Vol spike ATR 17.65 vs entry 5.44
2015-11-03,RUSSELL2000,1.5,1.5,LEVERAGE UP to 1.5x: 12m=1.8% | 1m=4.4%
2015-11-04,NIKKEI,2.5,2.5,LEVERAGE UP to 2.5x: 12m=24.6% | Strong12m | 1m=6.8%
2015-11-04,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=8.8% | 1m=8.1%
2015-11-04,XLF,1.5,1.5,LEVERAGE UP to 1.5x: 12m=3.7% | 1m=5.7%
2015-11-04,SP500,1.5,1.5,LEVERAGE UP to 1.5x: 12m=4.5% | 1m=6.2%
2015-11-04,DOW,1.5,1.5,LEVERAGE UP to 1.5x: 12m=2.8% | 1m=6.4%
2015-11-04,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=73.3% | Strong12m | 3m=79.5% | 1m=63.3% | >5%>SMA200 | GoldenX
2015-11-04,RUSSELL2000,1.0,1.0,DELEVERAGE: Mom decay 2.1% vs peak 4.4%
2015-11-05,XLV,1.0,1.0,DELEVERAGE: Mom decay 8.5% vs peak 17.4%
2015-11-05,XLF,1.0,1.0,DELEVERAGE: Mom decay 3.4% vs peak 8.8%
2015-11-05,SP500,1.0,1.0,DELEVERAGE: Mom decay 3.8% vs peak 9.1%
2015-11-05,DOW,1.0,1.0,DELEVERAGE: Mom decay 2.2% vs peak 6.8%
2015-11-05,BTC,1.0,1.0,DELEVERAGE: Pullback 6.1%
2015-11-05,RUSSELL2000,1.5,1.5,LEVERAGE UP to 1.5x: 12m=2.0% | 1m=3.3%
2015-11-05,TBOND,1.0,1.0,DELEVERAGE: Short-term reversal -2.3%
2015-11-06,XLV,1.5,1.5,LEVERAGE UP to 1.5x: 12m=7.4% | 1m=5.3%
2015-11-06,XLF,1.5,1.5,LEVERAGE UP to 1.5x: 12m=4.3% | 1m=5.7%
2015-11-06,SP500,1.5,1.5,LEVERAGE UP to 1.5x: 12m=3.3% | 1m=4.3%
2015-11-06,DOW,1.5,1.5,LEVERAGE UP to 1.5x: 12m=2.0% | 1m=5.0%
2015-11-06,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=47.5% | Strong12m | 3m=62.6% | 1m=42.5% | >5%>SMA200 | GoldenX
2015-11-06,RUSSELL2000,1.0,1.0,DELEVERAGE: Mom decay 2.4% vs peak 4.4%
2015-11-07,BTC,1.0,1.0,DELEVERAGE: Pullback 6.1%
2015-11-08,BTC,3.0,3.0,LEVERAGE UP to 3.0x: 12m=43.5% | Strong12m | 3m=55.7% | 1m=42.7% | >5%>SMA200 | GoldenX
2015-11-09,XLV,1.0,1.0,DELEVERAGE: Pullback 2.3%
2015-11-09,XLF,1.0,1.0,DELEVERAGE: Mom decay 3.1% vs peak 8.8%
