Entry,Exit,Ticker,MaxLev,PnL%,Reason
1986-01-22,1986-02-19,SP500,3.0,23.99,TRAIL
1986-01-27,1986-02-20,NIKKEI,1.0,2.87,TRAIL
1986-01-28,1986-03-03,FTSE,3.0,22.84,TRAIL
1986-02-19,1986-03-04,SP500,3.0,6.31,TRAIL
1986-01-21,1986-03-05,NASDAQ,3.0,28.58,TRAIL
1986-02-20,1986-03-19,NIKKEI,3.0,25.18,TRAIL
1986-03-04,1986-03-21,SP500,3.0,11.98,TRAIL
1986-03-03,1986-03-24,FTSE,3.0,25.21,TRAIL
1986-03-05,1986-03-24,NASDAQ,3.0,9.09,TRAIL
1986-03-19,1986-03-25,NIKKEI,3.0,7.26,TRAIL
1986-03-24,1986-03-25,FTSE,3.0,-5.43,TRAIL
1986-03-21,1986-04-01,SP500,3.0,2.31,TRAIL
1986-03-25,1986-04-02,NIKKEI,3.0,14.74,TRAIL
1986-04-01,1986-04-03,SP500,3.0,-3.41,TRAIL
1986-04-02,1986-04-03,NIKKEI,2.0,-3.64,TRAIL
1986-03-24,1986-04-04,NASDAQ,3.0,1.21,TRAIL
1986-04-03,1986-04-04,NIKKEI,2.0,-3.31,TRAIL
1986-04-03,1986-04-04,SP500,3.0,-4.88,TRAIL
1986-03-25,1986-04-07,FTSE,3.0,10.04,TRAIL
1986-04-04,1986-04-07,NASDAQ,3.0,-2.5,TRAIL
1986-04-07,1986-04-09,FTSE,3.0,-5.24,TRAIL
1986-04-09,1986-04-15,FTSE,3.0,-0.76,TRAIL
1986-04-15,1986-04-23,FTSE,3.0,-1.34,TRAIL
1986-04-04,1986-04-24,NIKKEI,3.0,13.23,TRAIL
1986-04-04,1986-04-29,SP500,3.0,15.51,TRAIL
1986-04-07,1986-04-29,NASDAQ,3.0,16.34,TRAIL
1986-04-29,1986-04-30,SP500,2.0,-4.15,TRAIL
1986-04-29,1986-04-30,NASDAQ,3.0,-4.62,TRAIL
1986-04-23,1986-05-07,FTSE,2.0,-1.38,TRAIL
1986-04-24,1986-05-12,NIKKEI,3.0,8.1,TRAIL
1986-04-30,1986-05-13,NASDAQ,3.0,2.74,TRAIL
1986-05-12,1986-05-13,NIKKEI,3.0,-2.29,TRAIL
1986-05-07,1986-05-15,FTSE,1.0,-2.14,TRAIL
1986-04-30,1986-05-16,SP500,2.0,-1.17,TRAIL
1986-05-13,1986-05-16,NIKKEI,3.0,-4.57,TRAIL
1986-05-16,1986-06-02,SP500,3.0,15.83,TRAIL
1986-05-13,1986-06-09,NASDAQ,3.0,6.21,TRAIL
1986-06-02,1986-06-09,SP500,3.0,-6.22,TRAIL
1986-05-23,1986-06-10,FTSE,1.0,-1.92,TRAIL
1986-05-16,1986-06-17,NIKKEI,3.0,25.48,TRAIL
1986-06-09,1986-06-17,NASDAQ,2.0,0.81,TRAIL
1986-06-16,1986-06-23,FTSE,3.0,5.5,TRAIL
1986-06-17,1986-06-24,NIKKEI,3.0,4.68,TRAIL
1986-06-24,1986-06-27,NIKKEI,3.0,2.73,TRAIL
1986-06-23,1986-07-04,FTSE,3.0,4.92,TRAIL
1986-06-27,1986-07-04,NIKKEI,3.0,1.67,TRAIL
1986-06-09,1986-07-07,SP500,3.0,5.11,TRAIL
1986-06-17,1986-07-07,NASDAQ,3.0,3.56,TRAIL
1986-07-04,1986-07-07,FTSE,3.0,-3.35,TRAIL
1986-07-07,1986-07-08,FTSE,1.0,-1.96,TRAIL
1986-07-07,1986-07-08,NASDAQ,2.0,-5.14,STOP:-2.6%
1986-07-04,1986-07-09,NIKKEI,3.0,-1.56,TRAIL
1986-07-07,1986-07-14,SP500,1.0,-2.43,TRAIL
1986-07-08,1986-07-14,FTSE,2.0,-0.21,TRAIL
1986-07-08,1986-07-14,NASDAQ,1.0,-1.51,TRAIL
1986-07-09,1986-07-16,NIKKEI,3.0,3.34,TRAIL
1986-07-14,1986-07-21,FTSE,1.0,-2.32,TRAIL
1986-07-16,1986-07-21,NIKKEI,3.0,-3.03,TRAIL
1986-07-14,1986-07-28,NASDAQ,1.0,-2.6,STOP:-2.6%
1986-07-14,1986-07-29,SP500,1.0,-1.5,TRAIL
1986-07-21,1986-07-29,NIKKEI,3.0,3.54,TRAIL
1986-07-29,1986-07-31,NIKKEI,2.0,-2.47,TRAIL
1986-07-31,1986-08-01,NIKKEI,2.0,-2.14,TRAIL
1986-07-21,1986-08-06,FTSE,1.0,-1.27,TRAIL
1986-08-01,1986-08-21,NIKKEI,3.0,23.44,TRAIL
1986-08-21,1986-08-22,NIKKEI,3.0,-3.76,TRAIL
1986-08-06,1986-08-25,SP500,2.0,9.26,TRAIL
1986-08-22,1986-08-28,NIKKEI,3.0,-1.19,TRAIL
1986-08-12,1986-09-02,NASDAQ,2.0,3.64,TRAIL
1986-08-25,1986-09-02,SP500,2.0,0.57,TRAIL
1986-08-28,1986-09-03,NIKKEI,3.0,2.25,TRAIL
1986-09-02,1986-09-05,SP500,2.0,1.57,TRAIL
1986-08-15,1986-09-08,FTSE,2.0,8.08,TRAIL
1986-09-02,1986-09-08,NASDAQ,1.0,-2.13,TRAIL
1986-09-03,1986-09-08,NIKKEI,3.0,0.76,TRAIL
1986-09-08,1986-09-10,NASDAQ,1.0,-1.4,TRAIL
1986-09-05,1986-09-11,SP500,1.0,-6.1,STOP:-6.1%
1986-09-08,1986-09-11,FTSE,1.0,-1.81,TRAIL
1986-09-08,1986-09-12,NIKKEI,3.0,-7.3,TRAIL
1986-09-11,1986-09-16,FTSE,1.0,-2.43,TRAIL
1986-09-12,1986-09-16,NIKKEI,2.0,-7.04,STOP:-3.5%
1986-09-22,1986-09-25,FTSE,1.0,-2.55,STOP:-2.5%
1986-09-11,1986-09-29,SP500,1.0,-2.24,PULL:2.7%
1986-09-16,1986-10-01,NIKKEI,1.0,0.58,TRAIL
1986-10-01,1986-10-02,NIKKEI,1.0,-3.1,STOP:-3.1%
1986-10-02,1986-10-15,NIKKEI,1.0,-0.29,TRAIL
1986-09-26,1986-10-20,NASDAQ,1.0,0.54,TRAIL
1986-09-29,1986-10-20,SP500,2.0,5.27,TRAIL
1986-10-15,1986-10-20,NIKKEI,1.0,-2.63,STOP:-2.6%
1986-10-20,1986-10-22,NIKKEI,1.0,-4.26,STOP:-4.3%
1986-10-13,1986-10-23,FTSE,1.0,-2.47,TRAIL
1986-10-20,1986-11-13,SP500,2.0,5.98,TRAIL
1986-10-28,1986-11-13,NASDAQ,1.0,0.22,TRAIL
1986-10-23,1986-11-17,NIKKEI,2.0,11.04,TRAIL
1986-10-28,1986-11-17,FTSE,1.0,2.84,TRAIL
1986-11-14,1986-11-18,SP500,1.0,-3.16,STOP:-3.2%
1986-11-21,1986-12-11,SP500,2.0,0.94,TRAIL
1986-11-17,1986-12-18,NIKKEI,2.0,17.61,TRAIL
1986-12-18,1986-12-23,NIKKEI,2.0,0.91,TRAIL
1986-12-23,1986-12-25,NIKKEI,2.0,-0.36,TRAIL
1986-12-15,1986-12-29,SP500,1.0,-1.43,TRAIL
1986-12-25,1987-01-07,NIKKEI,2.0,0.73,TRAIL
1987-01-07,1987-01-12,NIKKEI,2.0,-1.84,TRAIL
1986-11-21,1987-01-21,FTSE,3.0,25.24,TRAIL
1987-01-12,1987-02-05,NIKKEI,3.0,18.1,TRAIL
1987-02-05,1987-02-06,NIKKEI,2.0,-1.28,TRAIL
1987-01-21,1987-02-10,FTSE,3.0,19.29,TRAIL
1987-02-06,1987-02-13,NIKKEI,2.0,-0.41,TRAIL
1987-02-13,1987-02-20,NIKKEI,3.0,6.9,TRAIL
1987-01-07,1987-02-23,NASDAQ,2.0,22.99,TRAIL
1987-02-10,1987-03-09,FTSE,3.0,15.81,TRAIL
1987-02-23,1987-03-09,NASDAQ,2.0,5.59,TRAIL
1987-01-05,1987-03-16,SP500,3.0,42.87,TRAIL
1987-02-20,1987-03-23,NIKKEI,3.0,22.53,TRAIL
1987-03-23,1987-03-24,NIKKEI,3.0,-2.13,TRAIL
1987-03-09,1987-03-27,NASDAQ,3.0,6.89,TRAIL
1987-03-16,1987-03-27,SP500,3.0,8.22,TRAIL
1987-03-09,1987-03-30,FTSE,3.0,4.38,TRAIL
1987-03-24,1987-03-30,NIKKEI,3.0,2.69,TRAIL
1987-03-27,1987-03-30,SP500,2.0,-4.68,TRAIL
1987-03-27,1987-03-30,NASDAQ,3.0,-6.53,TRAIL
1987-03-30,1987-04-07,SP500,3.0,7.77,TRAIL
1987-03-30,1987-04-07,NASDAQ,2.0,3.23,TRAIL
1987-03-30,1987-04-10,FTSE,1.0,-3.29,STOP:-3.3%
1987-03-30,1987-04-13,NIKKEI,3.0,17.92,TRAIL
1987-04-07,1987-04-13,SP500,3.0,-3.73,STOP:-3.7%
1987-04-07,1987-04-13,NASDAQ,1.0,-2.37,TRAIL
1987-04-13,1987-04-14,NASDAQ,1.0,-2.48,TRAIL
1987-04-13,1987-04-24,SP500,1.0,-1.44,TRAIL
1987-04-13,1987-04-27,NIKKEI,3.0,2.0,TRAIL
1987-04-14,1987-04-27,NASDAQ,1.0,-0.85,TRAIL
1987-04-27,1987-05-13,NIKKEI,3.0,16.78,TRAIL
1987-04-24,1987-05-15,SP500,2.0,4.2,TRAIL
1987-04-28,1987-05-15,NASDAQ,2.0,3.4,TRAIL
1987-05-13,1987-05-18,NIKKEI,3.0,-0.79,TRAIL
1987-05-15,1987-05-18,NASDAQ,1.0,-1.29,TRAIL
1987-05-15,1987-05-19,SP500,1.0,-2.72,STOP:-2.7%
1987-05-18,1987-05-19,NASDAQ,1.0,-1.28,TRAIL
1987-04-10,1987-05-20,FTSE,3.0,36.76,TRAIL
1987-05-18,1987-05-20,NIKKEI,3.0,-3.62,STOP:-3.6%
1987-05-20,1987-06-18,NIKKEI,3.0,29.86,TRAIL
1987-06-18,1987-06-19,NIKKEI,3.0,-5.39,TRAIL
1987-05-20,1987-06-22,FTSE,3.0,9.74,TRAIL
1987-06-19,1987-06-22,NIKKEI,3.0,-7.68,STOP:-2.6%
1987-05-20,1987-06-24,SP500,3.0,30.89,TRAIL
1987-05-20,1987-06-24,NASDAQ,2.0,10.18,TRAIL
1987-06-22,1987-06-29,NIKKEI,3.0,-1.59,TRAIL
1987-06-24,1987-06-30,SP500,1.0,-0.93,TRAIL
1987-06-24,1987-06-30,NASDAQ,2.0,-1.22,TRAIL
1987-06-29,1987-06-30,NIKKEI,2.0,-2.72,TRAIL
1987-06-30,1987-07-06,NIKKEI,2.0,-1.26,TRAIL
1987-06-22,1987-07-20,FTSE,3.0,20.86,TRAIL
1987-06-30,1987-07-20,SP500,3.0,7.29,TRAIL
1987-07-06,1987-07-20,NIKKEI,1.0,-2.27,TRAIL
1987-06-30,1987-07-21,NASDAQ,1.0,1.11,TRAIL
1987-07-20,1987-07-21,SP500,2.0,-1.82,TRAIL
1987-07-20,1987-07-22,FTSE,3.0,-7.02,TRAIL
1987-07-20,1987-07-22,NIKKEI,1.0,-2.68,STOP:-2.7%
1987-07-22,1987-08-04,FTSE,3.0,-1.57,TRAIL
1987-07-22,1987-08-04,NIKKEI,2.0,12.95,TRAIL
1987-08-04,1987-08-07,FTSE,2.0,-3.54,STOP:-3.5%
1987-08-04,1987-08-17,NIKKEI,3.0,14.97,TRAIL
1987-07-21,1987-08-18,SP500,3.0,20.13,TRAIL
1987-07-29,1987-08-18,NASDAQ,2.0,7.24,TRAIL
1987-08-07,1987-08-18,FTSE,1.0,-0.06,TRAIL
1987-08-18,1987-08-27,SP500,3.0,1.94,TRAIL
1987-08-18,1987-08-28,NASDAQ,2.0,2.91,TRAIL
1987-08-27,1987-08-28,SP500,3.0,-3.93,TRAIL
1987-08-28,1987-09-01,SP500,3.0,-3.34,TRAIL
1987-08-17,1987-09-02,NIKKEI,3.0,6.71,TRAIL
1987-08-28,1987-09-02,NASDAQ,2.0,-1.94,TRAIL
1987-09-02,1987-09-03,NIKKEI,3.0,-3.43,TRAIL
1987-09-03,1987-09-07,NIKKEI,2.0,-5.04,STOP:-2.5%
1987-09-01,1987-09-08,SP500,1.0,-3.04,STOP:-3.0%
1987-09-02,1987-09-08,NASDAQ,1.0,-2.52,STOP:-2.5%
1987-08-18,1987-09-09,FTSE,2.0,2.18,TRAIL
1987-09-07,1987-09-10,NIKKEI,1.0,-0.84,TRAIL
1987-09-08,1987-09-16,SP500,1.0,0.41,PULL:2.5%
1987-09-10,1987-09-21,NASDAQ,1.0,-1.69,TRAIL
1987-09-09,1987-09-24,FTSE,3.0,8.58,TRAIL
1987-09-10,1987-10-01,NIKKEI,2.0,7.47,TRAIL
1987-09-16,1987-10-06,SP500,2.0,2.77,TRAIL
1987-09-24,1987-10-06,NASDAQ,1.0,1.43,TRAIL
1987-09-24,1987-10-07,FTSE,3.0,6.02,TRAIL
1987-10-06,1987-10-08,NASDAQ,1.0,-1.68,TRAIL
1987-10-06,1987-10-09,SP500,1.0,-2.55,STOP:-2.6%
1987-10-07,1987-10-12,FTSE,2.0,-1.81,TRAIL
1987-10-09,1987-10-14,SP500,1.0,-1.88,TRAIL
1987-10-12,1987-10-14,FTSE,2.0,-1.33,TRAIL
1987-10-01,1987-10-15,NIKKEI,3.0,8.24,TRAIL
1987-10-14,1987-10-16,SP500,1.0,-7.38,STOP:-7.4%
1987-10-14,1987-10-19,FTSE,2.0,-11.65,STOP:-11.6%
1987-10-15,1987-10-19,NIKKEI,3.0,-7.74,STOP:-2.6%
1987-10-19,1987-10-20,FTSE,1.0,-12.22,STOP:-12.2%
1987-10-19,1987-10-20,NIKKEI,2.0,-29.8,STOP:-14.9%
1987-10-20,1987-10-23,NIKKEI,1.0,5.89,PULL:4.9%
1987-10-23,1987-10-26,NIKKEI,1.0,-4.3,STOP:-4.3%
1987-10-26,1987-10-29,NIKKEI,1.0,-0.76,PULL:3.5%
1987-10-29,1987-11-05,NIKKEI,1.0,2.7,PULL:3.1%
1987-11-05,1987-11-10,NIKKEI,1.0,-4.17,STOP:-4.2%
1987-11-10,1987-11-11,NIKKEI,1.0,-3.0,STOP:-3.0%
1987-11-11,1987-11-30,NIKKEI,2.0,15.69,TRAIL
1987-11-30,1987-12-07,NIKKEI,1.0,-0.44,TRAIL
1987-12-09,1987-12-14,NIKKEI,1.0,0.18,TRAIL
1987-12-21,1987-12-28,SP500,1.0,-1.59,PULL:3.0%
1987-12-17,1987-12-29,FTSE,1.0,1.41,TRAIL
1988-01-04,1988-01-08,SP500,1.0,-4.9,STOP:-4.9%
1988-01-05,1988-01-12,FTSE,1.0,-2.82,STOP:-2.8%
1988-01-25,1988-03-08,NIKKEI,2.0,18.42,TRAIL
1988-03-08,1988-03-14,NIKKEI,1.0,-0.13,TRAIL
1988-03-14,1988-03-24,NIKKEI,2.0,2.73,TRAIL
1988-03-24,1988-03-25,NIKKEI,2.0,-1.2,TRAIL
1988-03-25,1988-04-01,NIKKEI,2.0,3.73,TRAIL
1988-04-01,1988-04-15,NIKKEI,2.0,6.05,TRAIL
1988-04-15,1988-04-18,NIKKEI,2.0,-1.65,TRAIL
1988-04-18,1988-05-09,NIKKEI,3.0,6.67,TRAIL
1988-05-09,1988-05-11,NIKKEI,2.0,-0.76,TRAIL
1988-05-11,1988-05-19,NIKKEI,3.0,2.34,TRAIL
1988-05-19,1988-06-21,NIKKEI,3.0,6.05,TRAIL
1988-06-21,1988-06-27,NIKKEI,1.0,-1.76,TRAIL
1988-06-27,1988-07-18,NIKKEI,1.0,0.83,TRAIL
1988-07-18,1988-07-19,NIKKEI,1.0,-1.85,TRAIL
1988-07-19,1988-08-09,NIKKEI,2.0,7.52,TRAIL
1988-08-09,1988-08-10,NIKKEI,1.0,-2.18,TRAIL
1988-08-08,1988-08-11,DXY,2.0,-1.16,TRAIL
1988-08-12,1988-08-25,DXY,1.0,-0.39,TRAIL
1988-08-10,1988-08-26,NIKKEI,1.0,0.04,TRAIL
1988-09-01,1988-09-06,DXY,1.0,-1.44,TRAIL
1988-09-22,1988-10-03,DXY,1.0,-0.93,TRAIL
1988-09-30,1988-10-05,NIKKEI,1.0,-1.86,TRAIL
1988-10-17,1988-10-26,RUSSELL2000,1.0,-0.01,TRAIL
1988-10-17,1988-10-27,SP500,1.0,0.31,TRAIL
1988-10-17,1988-10-27,NASDAQ,1.0,-0.83,TRAIL
1988-10-26,1988-10-27,RUSSELL2000,1.0,-0.99,TRAIL
1988-10-19,1988-11-03,FTSE,1.0,-1.34,TRAIL
1988-10-28,1988-11-03,HANGSENG,1.0,-1.15,TRAIL
1988-10-27,1988-11-07,RUSSELL2000,1.0,-1.3,TRAIL
1988-10-27,1988-11-07,SP500,1.0,-1.21,TRAIL
1988-11-08,1988-11-11,RUSSELL2000,1.0,-1.1,TRAIL
1988-10-27,1988-11-28,NIKKEI,2.0,9.09,TRAIL
1988-11-24,1988-11-28,HANGSENG,1.0,-1.53,TRAIL
1988-11-28,1988-12-08,NIKKEI,3.0,8.03,TRAIL
1988-11-30,1988-12-13,HANGSENG,1.0,-0.28,TRAIL
1988-12-01,1988-12-13,NASDAQ,1.0,-0.24,TRAIL
1988-12-13,1988-12-15,HANGSENG,1.0,-0.93,TRAIL
1988-12-08,1988-12-16,NIKKEI,3.0,-2.24,TRAIL
1988-12-15,1988-12-20,HANGSENG,1.0,-0.73,TRAIL
1988-12-05,1989-01-03,SP500,1.0,0.14,TRAIL
1988-12-07,1989-01-03,DXY,1.0,0.29,TRAIL
1989-01-02,1989-01-06,DAX,3.0,6.91,TRAIL
1988-12-21,1989-01-13,HANGSENG,2.0,16.02,TRAIL
1989-01-06,1989-01-16,DAX,1.0,-0.95,TRAIL
1989-01-16,1989-01-18,DAX,1.0,-1.98,TRAIL
1989-01-04,1989-01-20,DXY,1.0,2.27,TRAIL
1989-01-18,1989-01-23,DAX,2.0,-0.55,TRAIL
1988-12-16,1989-02-01,NIKKEI,3.0,18.53,TRAIL
1989-01-23,1989-02-01,DAX,1.0,-0.56,TRAIL
1988-12-16,1989-02-09,NASDAQ,2.0,16.29,TRAIL
1989-01-04,1989-02-09,SP500,2.0,11.9,TRAIL
1989-01-27,1989-02-09,DXY,1.0,-0.56,TRAIL
1988-11-28,1989-02-10,RUSSELL2000,2.0,21.39,TRAIL
1989-01-06,1989-02-13,FTSE,2.0,12.22,TRAIL
1989-01-13,1989-02-13,HANGSENG,3.0,10.89,TRAIL
1989-02-01,1989-02-13,DAX,2.0,4.53,TRAIL
1989-02-09,1989-02-13,NASDAQ,1.0,-1.25,TRAIL
1989-02-13,1989-02-14,HANGSENG,3.0,-5.11,TRAIL
1989-02-13,1989-02-17,DAX,1.0,-1.17,TRAIL
1989-02-09,1989-02-22,SP500,1.0,-1.74,TRAIL
1989-02-10,1989-02-22,RUSSELL2000,1.0,0.21,TRAIL
1989-02-13,1989-02-22,NASDAQ,1.0,0.3,TRAIL
1989-02-17,1989-02-22,DAX,1.0,-1.8,TRAIL
1989-02-13,1989-02-23,FTSE,1.0,-0.79,TRAIL
1989-02-14,1989-02-23,HANGSENG,3.0,2.44,TRAIL
1989-02-23,1989-02-27,HANGSENG,3.0,-5.86,TRAIL
1989-02-01,1989-02-28,NIKKEI,3.0,5.98,TRAIL
1989-02-27,1989-02-28,HANGSENG,3.0,-5.04,TRAIL
1989-02-28,1989-03-13,HANGSENG,3.0,0.57,TRAIL
1989-02-22,1989-03-17,RUSSELL2000,2.0,1.7,TRAIL
1989-02-22,1989-03-17,SP500,2.0,1.22,TRAIL
1989-02-22,1989-03-17,NASDAQ,1.0,-0.07,TRAIL
1989-02-23,1989-03-17,FTSE,3.0,8.41,TRAIL
1989-03-13,1989-03-20,HANGSENG,2.0,1.11,TRAIL
1989-03-14,1989-03-20,DAX,1.0,-2.25,TRAIL
1989-02-28,1989-03-22,NIKKEI,1.0,-1.7,TRAIL
1989-03-20,1989-03-30,HANGSENG,1.0,-2.16,TRAIL
1989-03-06,1989-04-04,DXY,1.0,0.67,TRAIL
1989-03-28,1989-04-06,NIKKEI,3.0,6.4,TRAIL
1989-03-17,1989-04-10,FTSE,1.0,-2.32,TRAIL
1989-03-28,1989-04-14,DAX,2.0,10.72,TRAIL
1989-04-10,1989-04-14,DXY,1.0,-0.79,TRAIL
1989-03-30,1989-04-20,HANGSENG,3.0,15.99,TRAIL
1989-04-06,1989-04-21,NIKKEI,3.0,0.31,TRAIL
1989-04-14,1989-04-21,DAX,1.0,-0.18,TRAIL
1989-04-20,1989-04-21,HANGSENG,2.0,-1.94,TRAIL
1989-03-31,1989-04-25,SP500,2.0,8.06,TRAIL
1989-04-21,1989-04-27,HANGSENG,2.0,-2.05,TRAIL
1989-04-21,1989-05-02,DAX,1.0,-1.23,TRAIL
1989-04-25,1989-05-09,SP500,1.0,-0.51,TRAIL
1989-05-02,1989-05-09,DAX,1.0,0.76,TRAIL
1989-04-10,1989-05-11,FTSE,2.0,8.45,TRAIL
1989-04-21,1989-05-12,NIKKEI,3.0,7.6,TRAIL
1989-05-09,1989-05-12,DAX,1.0,-1.55,TRAIL
1989-04-27,1989-05-17,HANGSENG,3.0,16.49,TRAIL
1989-05-17,1989-05-19,HANGSENG,2.0,-6.21,STOP:-3.1%
1989-05-11,1989-05-22,FTSE,3.0,8.3,TRAIL
1989-05-19,1989-05-22,HANGSENG,1.0,-10.78,STOP:-10.8%
1989-05-09,1989-05-23,SP500,3.0,12.91,TRAIL
1989-05-12,1989-05-23,NIKKEI,2.0,-0.29,TRAIL
1989-04-26,1989-05-25,DXY,3.0,16.17,TRAIL
1989-05-23,1989-05-25,HANGSENG,1.0,-10.27,STOP:-10.3%
1989-05-22,1989-05-30,FTSE,1.0,-1.8,TRAIL
1989-05-23,1989-06-02,NIKKEI,1.0,-0.44,TRAIL
1989-05-25,1989-06-02,DXY,1.0,-1.57,TRAIL
1989-03-17,1989-06-05,RUSSELL2000,3.0,29.98,TRAIL
1989-03-31,1989-06-05,NASDAQ,3.0,30.32,TRAIL
1989-05-23,1989-06-05,SP500,3.0,3.5,TRAIL
1989-05-12,1989-06-06,DAX,3.0,13.5,TRAIL
1989-06-05,1989-06-13,SP500,3.0,1.75,TRAIL
1989-06-05,1989-06-13,NASDAQ,3.0,1.94,TRAIL
1989-06-06,1989-06-13,DAX,3.0,3.58,TRAIL
1989-06-05,1989-06-14,RUSSELL2000,3.0,0.02,TRAIL
1989-06-02,1989-06-15,DXY,2.0,5.77,TRAIL
1989-06-06,1989-06-15,NIKKEI,1.0,-1.61,TRAIL
1989-06-13,1989-06-15,SP500,2.0,-2.36,TRAIL
1989-06-13,1989-06-15,NASDAQ,3.0,-2.4,TRAIL
1989-06-14,1989-06-15,RUSSELL2000,3.0,-2.35,TRAIL
1989-06-15,1989-06-21,NASDAQ,2.0,-1.43,TRAIL
1989-06-15,1989-06-22,DXY,1.0,-2.48,TRAIL
1989-06-13,1989-06-27,DAX,3.0,10.37,TRAIL
1989-05-30,1989-06-29,FTSE,2.0,4.88,TRAIL
1989-06-15,1989-06-29,RUSSELL2000,1.0,-1.73,TRAIL
1989-06-15,1989-06-29,SP500,3.0,-0.12,TRAIL
1989-06-21,1989-06-29,NASDAQ,1.0,-1.35,TRAIL
1989-06-27,1989-06-30,DAX,3.0,0.44,TRAIL
1989-06-30,1989-07-05,DAX,3.0,3.98,TRAIL
1989-07-05,1989-07-11,DAX,3.0,1.31,TRAIL
1989-07-07,1989-07-18,NIKKEI,1.0,-1.07,TRAIL
1989-07-11,1989-07-18,DAX,3.0,2.45,TRAIL
1989-06-29,1989-07-24,FTSE,3.0,10.6,TRAIL
1989-06-29,1989-07-24,NASDAQ,2.0,1.85,TRAIL
1989-07-18,1989-07-28,DAX,3.0,7.71,TRAIL
1989-07-28,1989-08-03,DAX,3.0,3.88,TRAIL
1989-07-19,1989-08-07,NIKKEI,2.0,6.4,TRAIL
1989-06-29,1989-08-11,SP500,3.0,23.52,TRAIL
1989-07-24,1989-08-14,FTSE,3.0,8.87,TRAIL
1989-08-03,1989-08-14,DAX,3.0,2.29,TRAIL
1989-08-14,1989-08-15,DAX,3.0,-3.56,TRAIL
1989-06-29,1989-08-17,RUSSELL2000,1.0,4.51,TRAIL
1989-08-15,1989-08-17,DAX,3.0,1.26,TRAIL
1989-08-16,1989-08-18,HANGSENG,1.0,-2.38,TRAIL
1989-07-26,1989-08-21,NASDAQ,1.0,2.05,TRAIL
1989-08-11,1989-08-21,SP500,3.0,-3.54,TRAIL
1989-08-07,1989-08-25,NIKKEI,1.0,0.32,TRAIL
1989-08-17,1989-08-30,DAX,3.0,2.77,TRAIL
1989-08-14,1989-09-06,FTSE,3.0,8.37,TRAIL
1989-08-21,1989-09-06,SP500,3.0,7.55,TRAIL
1989-08-30,1989-09-11,DAX,3.0,9.83,TRAIL
1989-09-06,1989-09-11,FTSE,2.0,0.82,TRAIL
1989-09-11,1989-09-12,DAX,3.0,-1.93,TRAIL
1989-09-12,1989-09-13,DAX,3.0,-3.83,TRAIL
1989-08-21,1989-09-14,NASDAQ,3.0,6.87,TRAIL
1989-08-24,1989-09-14,RUSSELL2000,1.0,0.31,TRAIL
1989-09-06,1989-09-14,SP500,1.0,-1.74,TRAIL
1989-09-11,1989-09-14,FTSE,3.0,-2.32,TRAIL
1989-08-07,1989-09-18,DXY,1.0,1.9,TRAIL
1989-09-13,1989-09-18,DAX,3.0,-2.34,TRAIL
1989-09-14,1989-09-26,FTSE,2.0,-1.93,TRAIL
1989-09-18,1989-09-26,DAX,3.0,3.92,TRAIL
1989-09-26,1989-09-27,DAX,2.0,-4.07,TRAIL
1989-09-26,1989-09-28,FTSE,1.0,-1.9,TRAIL
1989-09-06,1989-10-03,NIKKEI,3.0,9.59,TRAIL
1989-09-28,1989-10-09,FTSE,1.0,-1.95,TRAIL
1989-09-14,1989-10-11,SP500,3.0,12.09,TRAIL
1989-09-15,1989-10-11,NASDAQ,3.0,9.37,TRAIL
1989-09-27,1989-10-11,DAX,3.0,4.81,TRAIL
1989-09-08,1989-10-12,HANGSENG,1.0,6.6,TRAIL
1989-10-03,1989-10-12,NIKKEI,1.0,-1.62,TRAIL
1989-09-29,1989-10-13,RUSSELL2000,1.0,-3.01,STOP:-3.0%
1989-10-11,1989-10-13,SP500,3.0,-19.61,STOP:-6.5%
1989-10-11,1989-10-13,NASDAQ,2.0,-6.18,STOP:-3.1%
1989-10-11,1989-10-16,DAX,1.0,-13.94,STOP:-13.9%
1989-10-12,1989-10-16,HANGSENG,1.0,-6.87,STOP:-6.9%
1989-10-12,1989-10-16,NIKKEI,1.0,-0.94,TRAIL
1989-10-16,1989-11-07,NIKKEI,2.0,2.33,TRAIL
1989-11-10,1989-11-14,DXY,1.0,-1.15,TRAIL
1989-11-10,1989-11-20,FTSE,1.0,-1.52,TRAIL
1989-11-15,1989-11-21,DXY,1.0,-0.71,TRAIL
1989-10-23,1989-11-28,HANGSENG,1.0,1.02,TRAIL
1989-11-10,1989-12-06,SP500,2.0,5.57,TRAIL
1989-11-13,1989-12-08,DAX,3.0,23.33,TRAIL
1989-11-24,1989-12-11,NASDAQ,1.0,-0.92,TRAIL
1989-11-28,1989-12-14,RUSSELL2000,1.0,-0.72,TRAIL
1989-12-06,1989-12-18,SP500,1.0,-1.39,TRAIL
1989-11-28,1989-12-20,HANGSENG,3.0,11.78,TRAIL
1989-11-07,1989-12-21,NIKKEI,3.0,25.05,TRAIL
1989-12-20,1989-12-28,HANGSENG,2.0,1.88,TRAIL
1989-12-08,1990-01-04,DAX,3.0,33.6,TRAIL
1989-12-22,1990-01-04,SP500,2.0,4.75,TRAIL
1989-12-21,1990-01-05,NIKKEI,3.0,0.47,TRAIL
1989-11-22,1990-01-08,FTSE,2.0,21.8,TRAIL
1989-12-28,1990-01-08,HANGSENG,1.0,-2.74,STOP:-2.7%
