Entry,Exit,Ticker,MaxLev,PnL%,Reason
2002-01-15,2002-03-01,TBOND,1.0,-0.96,TRAIL
2002-02-04,2002-03-04,USDJPY,1.0,-0.06,TRAIL
2002-02-04,2002-03-06,TNOTE10,1.0,-0.75,TRAIL
2002-02-19,2002-03-06,GOLD,1.0,0.1,TRAIL
2002-02-26,2002-03-06,DXY,1.0,-1.55,TRAIL
2002-02-26,2002-03-07,SILVER,2.0,1.04,TRAIL
2002-03-12,2002-03-21,SOYBEANS,1.0,0.11,TRAIL
2002-03-15,2002-03-21,WHEAT,1.0,-0.9,TRAIL
2002-03-01,2002-03-25,XLV,3.0,2.01,TRAIL
2002-03-05,2002-03-25,RUSSELL2000,2.0,3.61,TRAIL
2002-03-06,2002-03-25,DOW,1.0,-2.77,STOP:-2.8%
2002-03-06,2002-03-25,XLF,1.0,-1.8,TRAIL
2002-03-22,2002-04-01,WHEAT,1.0,1.33,TRAIL
2002-03-25,2002-04-02,RUSSELL2000,2.0,1.65,TRAIL
2002-03-22,2002-04-03,GOLD,2.0,3.57,TRAIL
2002-03-25,2002-04-03,DOW,1.0,-0.81,TRAIL
2002-03-25,2002-04-03,XLV,2.0,-1.03,PULL:2.8%
2002-03-08,2002-04-04,SILVER,1.0,2.76,TRAIL
2002-03-27,2002-04-04,SOYBEANS,1.0,-1.44,TRAIL
2002-04-01,2002-04-04,CRUDE,1.0,-0.67,PULL:3.7%
2002-04-01,2002-04-05,WHEAT,1.0,-2.28,PULL:2.5%
2002-03-28,2002-04-08,USDJPY,1.0,-0.93,TRAIL
2002-04-08,2002-04-09,CRUDE,1.0,-2.82,STOP:-2.8%
2002-03-28,2002-04-11,DXY,1.0,-1.05,TRAIL
2002-04-02,2002-04-11,RUSSELL2000,2.0,1.29,TRAIL
2002-04-03,2002-04-11,XLV,2.0,4.8,TRAIL
2002-04-10,2002-04-11,CRUDE,1.0,-4.21,STOP:-4.2%
2002-03-25,2002-04-15,XLF,1.0,0.6,PULL:2.5%
2002-04-03,2002-04-15,DOW,1.0,-1.03,TRAIL
2002-04-08,2002-04-15,SILVER,1.0,-2.54,STOP:-2.5%
2002-04-08,2002-04-18,USDJPY,1.0,-1.18,TRAIL
2002-04-12,2002-04-18,DXY,1.0,-1.15,TRAIL
2002-04-11,2002-04-22,RUSSELL2000,3.0,1.43,TRAIL
2002-04-11,2002-04-23,XLV,2.0,3.67,TRAIL
2002-04-17,2002-04-24,XLF,1.0,-2.62,STOP:-2.6%
2002-04-04,2002-04-25,SOYBEANS,1.0,2.6,TRAIL
2002-04-25,2002-04-26,SOYBEANS,1.0,-1.37,TRAIL
2002-04-23,2002-04-29,XLV,1.0,-2.93,STOP:-2.9%
2002-04-25,2002-04-30,SILVER,1.0,-1.8,TRAIL
2002-04-29,2002-05-01,CRUDE,2.0,-2.83,STOP:-2.8%
2002-04-29,2002-05-06,XLV,2.0,-0.1,TRAIL
2002-04-22,2002-05-07,RUSSELL2000,1.0,-2.34,TRAIL
2002-04-03,2002-05-08,GOLD,2.0,3.7,TRAIL
2002-04-23,2002-05-08,TBOND,1.0,0.19,TRAIL
2002-05-07,2002-05-10,RUSSELL2000,1.0,-1.25,TRAIL
2002-05-09,2002-05-10,SOYBEANS,1.0,-1.0,TRAIL
2002-04-19,2002-05-14,TNOTE10,1.0,-0.07,TRAIL
2002-05-10,2002-05-14,SOYBEANS,2.0,2.67,TRAIL
2002-05-13,2002-05-15,CRUDE,3.0,-2.64,TRAIL
2002-05-15,2002-05-16,WHEAT,1.0,-2.47,TRAIL
2002-05-13,2002-05-17,CORN,1.0,-0.36,TRAIL
2002-05-14,2002-05-21,RUSSELL2000,1.0,-3.18,STOP:-3.2%
2002-05-15,2002-05-21,CRUDE,2.0,-4.26,STOP:-4.3%
2002-05-17,2002-05-21,XLF,1.0,-2.63,STOP:-2.6%
2002-05-08,2002-05-24,GOLD,3.0,11.88,TRAIL
2002-05-14,2002-05-24,SOYBEANS,2.0,5.69,TRAIL
2002-05-06,2002-06-03,XLV,2.0,0.76,TRAIL
2002-05-24,2002-06-03,SOYBEANS,2.0,7.17,TRAIL
2002-05-31,2002-06-04,WHEAT,1.0,-0.09,TRAIL
2002-05-07,2002-06-05,SILVER,3.0,20.46,TRAIL
2002-05-24,2002-06-05,GOLD,3.0,0.75,TRAIL
2002-06-03,2002-06-07,SOYBEANS,3.0,1.19,TRAIL
2002-06-05,2002-06-10,GOLD,2.0,-1.56,TRAIL
2002-06-05,2002-06-10,SILVER,2.0,-1.22,TRAIL
2002-06-07,2002-06-10,SOYBEANS,1.0,-1.38,TRAIL
2002-06-04,2002-06-11,COPPER,1.0,-2.62,STOP:-2.6%
2002-06-10,2002-06-12,SOYBEANS,1.0,-1.45,TRAIL
2002-06-10,2002-06-13,SILVER,2.0,-3.1,TRAIL
2002-06-12,2002-06-14,SOYBEANS,1.0,0.76,TRAIL
2002-06-13,2002-06-17,WHEAT,1.0,-2.12,TRAIL
2002-06-14,2002-06-18,SOYBEANS,1.0,-0.8,TRAIL
2002-06-12,2002-06-20,TBOND,1.0,-0.06,TRAIL
2002-06-12,2002-06-20,TNOTE10,1.0,-0.51,TRAIL
2002-06-11,2002-06-21,COPPER,1.0,-2.75,STOP:-2.8%
2002-06-10,2002-06-25,GOLD,2.0,0.94,TRAIL
2002-06-25,2002-06-28,GOLD,1.0,-2.09,TRAIL
2002-06-20,2002-07-01,COTTON,3.0,17.15,TRAIL
2002-06-24,2002-07-02,SOYBEANS,3.0,23.16,TRAIL
2002-06-24,2002-07-02,CORN,3.0,13.42,TRAIL
2002-06-21,2002-07-03,COPPER,1.0,0.88,TRAIL
2002-06-27,2002-07-08,WHEAT,2.0,5.22,TRAIL
2002-06-27,2002-07-08,CRUDE,2.0,-5.88,STOP:-2.9%
2002-07-01,2002-07-08,COTTON,2.0,-2.43,PULL:2.8%
2002-07-02,2002-07-08,CORN,1.0,-1.98,TRAIL
2002-07-02,2002-07-11,SOYBEANS,3.0,17.78,TRAIL
2002-07-08,2002-07-11,COTTON,3.0,8.78,TRAIL
2002-07-08,2002-07-11,CORN,1.0,-3.25,STOP:-3.2%
2002-07-08,2002-07-12,WHEAT,3.0,0.72,TRAIL
2002-07-11,2002-07-12,COTTON,2.0,-5.73,STOP:-2.9%
2002-07-11,2002-07-15,SOYBEANS,2.0,-2.25,TRAIL
2002-07-12,2002-07-15,COTTON,2.0,-5.59,STOP:-2.8%
2002-06-13,2002-07-16,SILVER,2.0,7.91,TRAIL
2002-07-12,2002-07-19,WHEAT,3.0,14.75,TRAIL
2002-07-08,2002-07-22,CRUDE,3.0,4.07,TRAIL
2002-07-15,2002-07-23,SOYBEANS,3.0,3.16,TRAIL
2002-07-15,2002-07-23,COTTON,2.0,13.06,PULL:2.5%
2002-07-16,2002-07-23,SILVER,1.0,-2.87,STOP:-2.9%
2002-07-19,2002-07-23,WHEAT,3.0,1.81,TRAIL
2002-07-11,2002-07-25,CORN,3.0,39.24,TRAIL
2002-07-23,2002-07-25,SOYBEANS,2.0,-2.86,TRAIL
2002-07-25,2002-07-26,SOYBEANS,2.0,-5.99,STOP:-3.0%
2002-07-23,2002-07-29,WHEAT,1.0,-1.88,TRAIL
2002-07-25,2002-07-29,CORN,2.0,-10.85,STOP:-5.4%
2002-07-26,2002-07-29,SOYBEANS,2.0,-5.81,STOP:-2.9%
2002-07-29,2002-07-30,NATGAS,1.0,-2.86,STOP:-2.9%
2002-07-24,2002-08-01,CRUDE,1.0,-1.49,PULL:3.3%
2002-07-23,2002-08-05,COTTON,2.0,-4.55,STOP:-4.6%
2002-07-29,2002-08-08,WHEAT,3.0,11.03,TRAIL
2002-07-29,2002-08-08,CORN,3.0,13.2,TRAIL
2002-08-06,2002-08-13,USDJPY,1.0,-2.26,TRAIL
2002-07-29,2002-08-15,SOYBEANS,3.0,32.26,TRAIL
2002-08-05,2002-08-15,COTTON,2.0,0.0,PULL:2.8%
2002-08-08,2002-08-15,WHEAT,3.0,10.64,TRAIL
2002-07-10,2002-08-16,TBOND,2.0,3.61,TRAIL
2002-07-10,2002-08-16,TNOTE10,2.0,5.26,TRAIL
2002-08-15,2002-08-16,SOYBEANS,2.0,-3.04,TRAIL
2002-08-08,2002-08-19,CORN,3.0,8.02,TRAIL
2002-08-15,2002-08-20,NATGAS,2.0,1.98,PULL:3.8%
2002-08-15,2002-08-20,WHEAT,3.0,-10.06,STOP:-3.4%
2002-08-15,2002-08-20,COTTON,1.0,-1.18,PULL:3.2%
2002-08-16,2002-08-20,SOYBEANS,1.0,-5.4,STOP:-5.4%
2002-08-19,2002-08-20,CORN,2.0,-4.89,TRAIL
2002-08-01,2002-08-21,CRUDE,2.0,20.93,PULL:2.9%
2002-08-22,2002-08-23,XLV,1.0,-2.59,STOP:-2.6%
2002-08-20,2002-08-27,NATGAS,3.0,30.04,PULL:3.7%
2002-08-20,2002-08-28,CORN,2.0,0.0,TRAIL
2002-08-21,2002-08-28,CRUDE,2.0,-3.08,STOP:-3.1%
2002-08-27,2002-08-28,NATGAS,1.0,-5.6,STOP:-5.6%
2002-08-20,2002-08-29,SOYBEANS,2.0,1.27,TRAIL
2002-08-28,2002-08-29,CORN,2.0,-2.31,TRAIL
2002-08-20,2002-09-03,COTTON,1.0,0.23,PULL:3.2%
2002-08-28,2002-09-03,NATGAS,1.0,-4.74,STOP:-4.7%
2002-08-28,2002-09-03,CRUDE,2.0,-3.88,TRAIL
2002-08-29,2002-09-03,PLATINUM,1.0,-4.17,STOP:-4.2%
2002-08-16,2002-09-06,TBOND,2.0,5.99,TRAIL
2002-08-29,2002-09-10,CORN,3.0,21.93,TRAIL
2002-08-27,2002-09-11,GOLD,1.0,1.38,TRAIL
2002-08-28,2002-09-11,COFFEE,2.0,13.19,PULL:3.0%
2002-09-03,2002-09-11,NATGAS,2.0,3.77,PULL:4.4%
2002-08-20,2002-09-12,WHEAT,3.0,62.21,TRAIL
2002-08-29,2002-09-12,SOYBEANS,2.0,8.19,TRAIL
2002-09-03,2002-09-12,CRUDE,2.0,7.63,TRAIL
2002-09-03,2002-09-12,COTTON,1.0,-4.73,STOP:-4.7%
2002-09-10,2002-09-12,CORN,3.0,-1.09,TRAIL
2002-09-12,2002-09-13,SOYBEANS,1.0,-2.51,STOP:-2.5%
2002-09-12,2002-09-13,WHEAT,3.0,-10.27,STOP:-3.4%
2002-09-12,2002-09-13,CORN,3.0,-8.48,STOP:-2.8%
2002-09-09,2002-09-16,COPPER,1.0,-1.16,TRAIL
2002-09-11,2002-09-18,COFFEE,2.0,5.22,TRAIL
2002-09-13,2002-09-18,CORN,3.0,6.75,TRAIL
2002-09-13,2002-09-19,SOYBEANS,1.0,0.09,TRAIL
2002-09-13,2002-09-19,WHEAT,3.0,0.38,TRAIL
2002-09-18,2002-09-19,CORN,3.0,-6.33,TRAIL
2002-09-11,2002-09-20,NATGAS,3.0,46.89,PULL:2.5%
2002-09-18,2002-09-20,COFFEE,1.0,-5.0,STOP:-5.0%
2002-09-19,2002-09-20,CORN,2.0,-4.5,TRAIL
2002-09-19,2002-09-23,SOYBEANS,2.0,-3.81,TRAIL
2002-09-19,2002-09-23,WHEAT,3.0,-4.55,TRAIL
2002-09-20,2002-09-23,CORN,1.0,-2.49,TRAIL
2002-09-20,2002-09-24,NATGAS,3.0,-1.28,TRAIL
2002-09-06,2002-09-25,TBOND,3.0,3.35,TRAIL
2002-09-12,2002-09-25,GOLD,1.0,1.03,TRAIL
2002-09-18,2002-09-25,PLATINUM,2.0,1.95,TRAIL
2002-09-23,2002-09-25,WHEAT,3.0,1.16,TRAIL
2002-09-24,2002-09-25,NATGAS,2.0,-13.25,STOP:-6.6%
2002-09-09,2002-09-26,SILVER,1.0,-1.62,TRAIL
2002-09-20,2002-09-30,COFFEE,1.0,-2.77,STOP:-2.8%
2002-09-23,2002-09-30,SOYBEANS,1.0,-1.36,TRAIL
2002-09-23,2002-09-30,CORN,1.0,-1.08,TRAIL
2002-09-25,2002-09-30,WHEAT,3.0,4.22,TRAIL
2002-09-30,2002-10-02,WHEAT,3.0,-9.84,STOP:-3.3%
2002-09-12,2002-10-03,CRUDE,3.0,3.15,PULL:3.5%
2002-09-25,2002-10-03,NATGAS,3.0,19.75,TRAIL
2002-10-02,2002-10-03,WHEAT,3.0,-6.84,TRAIL
2002-10-02,2002-10-03,COTTON,2.0,-7.47,STOP:-3.7%
2002-09-25,2002-10-08,GOLD,1.0,-1.24,TRAIL
2002-09-30,2002-10-08,CORN,2.0,4.77,TRAIL
2002-10-02,2002-10-08,SOYBEANS,1.0,-0.42,TRAIL
2002-10-03,2002-10-09,WHEAT,2.0,-0.67,TRAIL
2002-10-08,2002-10-09,SOYBEANS,1.0,-2.2,TRAIL
2002-10-08,2002-10-09,CORN,2.0,-1.17,TRAIL
2002-10-03,2002-10-10,CRUDE,2.0,-2.65,STOP:-2.7%
2002-10-09,2002-10-10,WHEAT,2.0,-3.49,TRAIL
2002-10-09,2002-10-10,CORN,1.0,-1.76,TRAIL
2002-08-16,2002-10-11,TNOTE10,2.0,5.91,TRAIL
2002-10-07,2002-10-11,SUGAR,2.0,0.44,PULL:2.9%
2002-10-10,2002-10-11,CORN,1.0,-1.89,TRAIL
2002-09-25,2002-10-14,TBOND,1.0,-0.66,TRAIL
2002-09-30,2002-10-16,COFFEE,3.0,69.36,PULL:3.7%
2002-10-14,2002-10-16,TBOND,1.0,-2.25,TRAIL
2002-10-16,2002-10-18,COFFEE,3.0,-6.71,STOP:-6.7%
2002-10-01,2002-10-21,PLATINUM,3.0,9.44,TRAIL
2002-10-03,2002-10-21,NATGAS,3.0,11.63,PULL:3.4%
2002-10-10,2002-10-21,WHEAT,3.0,35.27,TRAIL
2002-10-10,2002-10-21,CRUDE,2.0,-2.04,TRAIL
2002-10-11,2002-10-22,CORN,1.0,1.93,TRAIL
2002-10-21,2002-10-22,WHEAT,3.0,-3.67,TRAIL
2002-10-11,2002-10-23,SUGAR,3.0,8.25,PULL:2.6%
2002-10-22,2002-10-23,WHEAT,3.0,-5.39,TRAIL
2002-10-14,2002-10-24,XLV,1.0,-0.56,TRAIL
2002-10-21,2002-10-24,NATGAS,3.0,-1.73,PULL:3.0%
2002-10-21,2002-10-25,CRUDE,1.0,-4.69,STOP:-4.7%
2002-10-24,2002-10-25,NATGAS,3.0,-7.62,STOP:-2.5%
2002-09-12,2002-10-28,USDJPY,1.0,2.81,TRAIL
2002-10-11,2002-10-28,SOYBEANS,2.0,6.43,TRAIL
2002-10-18,2002-10-28,COFFEE,3.0,10.06,TRAIL
2002-10-22,2002-10-28,CORN,1.0,-1.59,TRAIL
2002-10-21,2002-10-29,PLATINUM,3.0,-0.71,TRAIL
2002-10-28,2002-10-29,COFFEE,3.0,-8.35,STOP:-2.8%
2002-10-23,2002-10-30,WHEAT,3.0,7.76,TRAIL
2002-10-25,2002-10-31,NATGAS,3.0,9.53,TRAIL
2002-10-29,2002-10-31,PLATINUM,2.0,-5.74,STOP:-2.9%
2002-10-30,2002-10-31,WHEAT,3.0,-3.32,TRAIL
2002-10-29,2002-11-01,COFFEE,3.0,5.25,PULL:3.0%
2002-10-28,2002-11-04,CORN,1.0,-1.31,TRAIL
2002-10-31,2002-11-04,NATGAS,1.0,-7.05,STOP:-7.1%
2002-10-31,2002-11-04,WHEAT,3.0,4.47,TRAIL
2002-10-10,2002-11-05,COTTON,3.0,30.39,TRAIL
2002-11-04,2002-11-05,WHEAT,3.0,-5.51,TRAIL
2002-11-05,2002-11-06,WHEAT,3.0,-4.68,TRAIL
2002-10-28,2002-11-07,SOYBEANS,3.0,15.67,TRAIL
2002-11-04,2002-11-07,CORN,1.0,-1.33,TRAIL
2002-10-23,2002-11-08,SUGAR,3.0,4.93,PULL:3.5%
2002-11-06,2002-11-08,WHEAT,3.0,-9.13,STOP:-3.0%
2002-11-07,2002-11-08,SOYBEANS,2.0,-3.75,TRAIL
2002-10-31,2002-11-11,PLATINUM,2.0,0.31,TRAIL
2002-11-01,2002-11-11,COFFEE,3.0,9.84,PULL:2.6%
2002-11-04,2002-11-11,NATGAS,1.0,-2.2,PULL:3.2%
2002-11-08,2002-11-12,SOYBEANS,2.0,2.22,TRAIL
2002-11-08,2002-11-12,WHEAT,3.0,-6.27,TRAIL
2002-10-24,2002-11-13,XLV,1.0,0.89,PULL:3.5%
2002-11-04,2002-11-13,GOLD,1.0,0.13,TRAIL
2002-11-06,2002-11-13,CRUDE,1.0,-2.25,PULL:2.9%
2002-10-17,2002-11-14,COPPER,1.0,2.67,TRAIL
2002-11-07,2002-11-15,TNOTE10,1.0,-0.91,TRAIL
2002-11-12,2002-11-15,SOYBEANS,2.0,-2.19,TRAIL
2002-11-14,2002-11-15,CORN,1.0,-0.82,TRAIL
2002-11-11,2002-11-18,SILVER,1.0,-0.68,TRAIL
2002-11-12,2002-11-18,WHEAT,2.0,2.07,TRAIL
2002-11-05,2002-11-19,COTTON,3.0,-2.4,PULL:4.5%
2002-11-15,2002-11-20,GOLD,1.0,-1.03,TRAIL
2002-11-18,2002-11-20,WHEAT,2.0,-2.03,TRAIL
2002-11-08,2002-11-21,TBOND,1.0,-2.52,STOP:-2.5%
2002-11-15,2002-11-21,SOYBEANS,2.0,2.22,TRAIL
2002-11-13,2002-11-25,COFFEE,3.0,3.91,TRAIL
2002-11-18,2002-11-25,CORN,1.0,-0.21,TRAIL
2002-11-19,2002-11-25,CRUDE,1.0,-1.17,PULL:3.2%
2002-11-11,2002-11-26,NATGAS,3.0,28.75,TRAIL
2002-11-20,2002-11-26,WHEAT,2.0,0.0,TRAIL
2002-11-21,2002-11-26,XLV,1.0,-2.57,STOP:-2.6%
2002-11-11,2002-11-27,PLATINUM,1.0,1.61,TRAIL
2002-11-25,2002-11-27,CORN,1.0,-1.03,TRAIL
2002-11-26,2002-11-29,WHEAT,1.0,-0.4,TRAIL
2002-11-19,2002-12-03,COTTON,3.0,-2.35,TRAIL
2002-11-21,2002-12-03,SOYBEANS,2.0,-1.76,TRAIL
2002-11-25,2002-12-03,COFFEE,3.0,7.36,PULL:2.8%
2002-11-29,2002-12-03,WHEAT,1.0,-4.42,STOP:-4.4%
2002-11-19,2002-12-05,SUGAR,2.0,3.29,PULL:3.5%
2002-12-03,2002-12-05,WHEAT,1.0,-2.66,STOP:-2.7%
2002-12-03,2002-12-06,COFFEE,2.0,-5.16,STOP:-5.2%
2002-11-18,2002-12-09,COPPER,1.0,0.48,TRAIL
2002-12-05,2002-12-10,WHEAT,1.0,-2.16,TRAIL
2002-12-06,2002-12-11,COFFEE,2.0,-8.12,STOP:-8.1%
2002-12-03,2002-12-12,COTTON,3.0,23.11,TRAIL
2002-12-03,2002-12-16,SOYBEANS,1.0,-0.53,TRAIL
2002-12-16,2002-12-17,SOYBEANS,1.0,-0.98,TRAIL
2002-11-27,2002-12-18,PLATINUM,3.0,8.3,TRAIL
2002-11-26,2002-12-19,NATGAS,3.0,65.72,TRAIL
2002-12-10,2002-12-19,WHEAT,1.0,3.17,TRAIL
2002-12-19,2002-12-20,WHEAT,1.0,-2.14,TRAIL
2002-12-11,2002-12-23,TNOTE10,1.0,-0.6,TRAIL
2002-12-17,2002-12-26,SOYBEANS,1.0,1.75,TRAIL
2002-12-19,2002-12-26,NATGAS,3.0,-5.05,PULL:4.5%
2002-12-20,2002-12-26,WHEAT,1.0,-1.31,TRAIL
2002-12-16,2002-12-27,CORN,1.0,0.42,TRAIL
2002-11-25,2002-12-30,CRUDE,3.0,60.44,TRAIL
2002-12-04,2002-12-30,GOLD,3.0,19.74,TRAIL
2002-12-26,2002-12-30,SOYBEANS,1.0,0.0,TRAIL
2002-12-26,2002-12-30,NATGAS,3.0,-9.79,STOP:-3.3%
2002-12-11,2002-12-31,COFFEE,2.0,6.7,TRAIL
2002-11-21,2003-01-02,TBOND,1.0,0.03,TRAIL
2002-12-23,2003-01-02,TNOTE10,1.0,-0.27,TRAIL
2002-12-27,2003-01-03,SUGAR,2.0,-0.81,TRAIL
2002-12-30,2003-01-03,SOYBEANS,2.0,5.83,TRAIL
2002-12-30,2003-01-06,NATGAS,3.0,8.44,TRAIL
2002-12-30,2003-01-06,CRUDE,3.0,6.98,PULL:3.0%
2002-12-12,2003-01-07,COTTON,3.0,7.92,TRAIL
2003-01-06,2003-01-07,CRUDE,2.0,-6.36,STOP:-3.2%
2003-01-03,2003-01-09,SOYBEANS,3.0,2.19,TRAIL
2003-01-07,2003-01-09,CORN,1.0,1.46,TRAIL
2003-01-06,2003-01-10,NATGAS,3.0,12.64,PULL:3.0%
2003-01-09,2003-01-10,SOYBEANS,3.0,-11.13,STOP:-3.7%
2003-01-09,2003-01-10,CORN,1.0,-3.59,STOP:-3.6%
2003-01-10,2003-01-13,SOYBEANS,1.0,-0.8,TRAIL
2002-12-05,2003-01-14,SILVER,1.0,2.83,TRAIL
2003-01-10,2003-01-14,NATGAS,3.0,-2.1,PULL:2.7%
2003-01-13,2003-01-14,SOYBEANS,1.0,-0.94,TRAIL
2002-12-30,2003-01-15,GOLD,3.0,6.38,TRAIL
2003-01-06,2003-01-16,XLV,1.0,-2.62,STOP:-2.6%
2003-01-07,2003-01-21,COTTON,2.0,-2.36,TRAIL
2003-01-14,2003-01-21,NATGAS,3.0,6.38,PULL:3.8%
2003-01-07,2003-01-22,CRUDE,3.0,17.08,TRAIL
2003-01-21,2003-01-23,NATGAS,3.0,-0.72,PULL:4.5%
2002-12-31,2003-01-27,COFFEE,3.0,9.05,PULL:3.7%
2003-01-03,2003-01-27,COPPER,2.0,8.26,TRAIL
2003-01-22,2003-01-27,CRUDE,3.0,-1.7,PULL:3.0%
2003-01-15,2003-01-29,GOLD,3.0,13.34,TRAIL
2003-01-22,2003-01-29,SOYBEANS,1.0,0.22,TRAIL
2003-01-27,2003-01-29,COFFEE,2.0,-5.79,STOP:-2.9%
2003-01-29,2003-01-31,SOYBEANS,1.0,0.49,TRAIL
2003-01-27,2003-02-03,CRUDE,3.0,1.46,PULL:3.2%
2003-01-03,2003-02-04,SUGAR,3.0,13.51,PULL:3.4%
2003-01-27,2003-02-04,COPPER,3.0,8.33,TRAIL
2003-01-16,2003-02-05,SILVER,1.0,-1.29,TRAIL
2003-01-29,2003-02-05,COFFEE,2.0,0.78,PULL:2.9%
2003-01-31,2003-02-05,SOYBEANS,1.0,-0.18,TRAIL
2002-12-18,2003-02-06,PLATINUM,3.0,34.82,TRAIL
2003-01-29,2003-02-06,GOLD,3.0,3.11,TRAIL
2003-01-21,2003-02-07,COTTON,3.0,0.76,TRAIL
2003-02-05,2003-02-07,SOYBEANS,1.0,-1.29,TRAIL
2003-01-23,2003-02-10,NATGAS,3.0,23.91,PULL:3.2%
2003-02-06,2003-02-10,GOLD,3.0,-5.19,TRAIL
2003-02-05,2003-02-12,COFFEE,2.0,0.86,PULL:3.0%
2003-02-07,2003-02-12,SOYBEANS,1.0,1.35,TRAIL
2003-02-10,2003-02-12,NATGAS,3.0,-3.43,PULL:3.2%
2003-02-10,2003-02-12,GOLD,2.0,-6.1,STOP:-3.1%
2003-02-11,2003-02-12,CORN,1.0,-0.93,TRAIL
2003-02-04,2003-02-13,COPPER,1.0,-3.67,STOP:-3.7%
2003-02-04,2003-02-13,SUGAR,3.0,8.93,TRAIL
2003-02-07,2003-02-13,COTTON,3.0,3.11,PULL:2.9%
2003-02-12,2003-02-13,COFFEE,1.0,-4.78,STOP:-4.8%
2003-02-06,2003-02-18,PLATINUM,3.0,-2.79,STOP:-2.8%
2003-02-12,2003-02-18,GOLD,1.0,-2.38,PULL:3.7%
2003-02-12,2003-02-19,SOYBEANS,2.0,3.02,TRAIL
2003-02-14,2003-02-19,WHEAT,1.0,-1.94,TRAIL
2003-02-19,2003-02-20,SOYBEANS,2.0,-1.14,TRAIL
2003-02-03,2003-02-21,CRUDE,3.0,8.61,PULL:4.3%
2003-02-13,2003-02-21,COTTON,1.0,-2.2,PULL:2.8%
2003-02-13,2003-02-24,SUGAR,3.0,1.16,PULL:3.5%
2003-02-13,2003-02-24,COFFEE,1.0,-2.76,STOP:-2.8%
2003-02-21,2003-02-24,COTTON,1.0,-5.68,STOP:-5.7%
2003-02-12,2003-02-26,NATGAS,3.0,173.62,PULL:4.6%
2003-02-24,2003-02-26,COFFEE,1.0,-3.42,STOP:-3.4%
2003-02-18,2003-02-27,GOLD,1.0,0.55,PULL:2.9%
2003-02-26,2003-02-27,NATGAS,3.0,-54.13,STOP:-18.0%
2003-02-20,2003-02-28,SOYBEANS,2.0,2.99,TRAIL
2003-02-21,2003-02-28,CRUDE,3.0,2.87,PULL:2.9%
2003-02-24,2003-02-28,COPPER,3.0,-1.27,PULL:2.5%
2003-02-26,2003-02-28,COFFEE,1.0,-1.9,PULL:2.6%
2003-02-24,2003-03-03,SUGAR,3.0,-10.63,STOP:-3.5%
2003-02-27,2003-03-03,NATGAS,3.0,-12.95,STOP:-4.3%
2003-02-28,2003-03-04,SOYBEANS,2.0,-1.47,TRAIL
2003-03-03,2003-03-05,COPPER,1.0,-3.43,STOP:-3.4%
2003-03-03,2003-03-05,SUGAR,2.0,-4.03,STOP:-4.0%
2003-03-03,2003-03-06,NATGAS,3.0,-4.44,STOP:-4.4%
2003-03-04,2003-03-06,SOYBEANS,1.0,-1.79,TRAIL
2003-03-05,2003-03-10,SUGAR,2.0,-1.11,PULL:2.6%
2003-03-06,2003-03-10,NATGAS,3.0,-14.42,STOP:-4.8%
2003-02-28,2003-03-11,CRUDE,3.0,0.33,PULL:2.8%
2003-02-28,2003-03-11,COFFEE,1.0,0.88,PULL:3.0%
2003-03-10,2003-03-11,NATGAS,3.0,-26.29,STOP:-8.8%
2003-02-28,2003-03-12,GOLD,1.0,-1.06,TRAIL
2003-03-10,2003-03-12,SUGAR,1.0,-2.5,PULL:3.8%
2003-01-22,2003-03-13,TNOTE10,1.0,1.51,TRAIL
2003-01-31,2003-03-13,TBOND,1.0,2.62,TRAIL
2003-02-18,2003-03-13,PLATINUM,3.0,15.44,TRAIL
2003-03-07,2003-03-13,SILVER,1.0,-3.17,STOP:-3.2%
2003-03-11,2003-03-13,NATGAS,2.0,-9.83,STOP:-9.8%
2003-03-11,2003-03-13,CRUDE,3.0,-5.8,TRAIL
2003-03-06,2003-03-17,SOYBEANS,2.0,2.04,TRAIL
2003-03-13,2003-03-17,CRUDE,2.0,-3.0,STOP:-3.0%
2003-03-12,2003-03-18,SUGAR,1.0,-2.82,STOP:-2.8%
2003-03-13,2003-03-18,TBOND,1.0,-1.55,TRAIL
2003-03-13,2003-03-18,NATGAS,2.0,-0.39,PULL:3.1%
2003-03-17,2003-03-18,CRUDE,2.0,-18.67,STOP:-9.3%
2003-03-13,2003-03-19,PLATINUM,2.0,-3.08,TRAIL
2003-03-18,2003-03-19,CRUDE,1.0,-5.65,STOP:-5.7%
2003-03-19,2003-03-20,PLATINUM,3.0,-8.17,STOP:-2.7%
2003-03-18,2003-03-21,NATGAS,1.0,-4.1,STOP:-4.1%
2003-02-24,2003-03-24,COTTON,3.0,60.44,TRAIL
2003-03-21,2003-03-24,SOYBEANS,1.0,-1.21,TRAIL
2003-03-20,2003-03-25,PLATINUM,1.0,-2.77,STOP:-2.8%
2003-03-21,2003-03-25,NATGAS,1.0,-0.84,PULL:3.4%
2003-03-21,2003-03-25,COFFEE,1.0,-5.3,STOP:-5.3%
2003-03-17,2003-03-26,COPPER,1.0,-2.47,TRAIL
2003-03-24,2003-03-26,SUGAR,1.0,-3.31,STOP:-3.3%
2003-03-24,2003-03-27,COTTON,3.0,-2.29,PULL:2.5%
2003-03-27,2003-03-31,SOYBEANS,1.0,-0.99,TRAIL
2003-03-25,2003-04-03,PLATINUM,2.0,-1.67,PULL:3.7%
