Date,Equity,Positions
2019-12-26,1000000.0,0
2019-12-27,1000000.0,0
2019-12-30,1000000.0,0
2019-12-31,1000000.0,0
2020-01-02,1000000.0,0
2020-01-03,1000000.0,0
2020-01-06,1000000.0,0
2020-01-07,1000000.0,0
2020-01-08,1000000.0,0
2020-01-09,1000000.0,0
2020-01-10,1000000.0,2
2020-01-13,1002555.0665288679,2
2020-01-14,999862.6992127562,2
2020-01-15,996269.8874061512,2
2020-01-16,1004931.7905762868,3
2020-01-17,992694.2911080873,3
2020-01-21,990571.9583635293,3
2020-01-22,990322.0084147786,3
2020-01-23,974766.0252558811,3
2020-01-24,959229.2870307055,3
2020-01-27,951924.9989488911,3
2020-01-28,948169.5862267124,3
2020-01-29,932748.4353240324,2
2020-01-30,936057.1387958055,2
2020-01-31,944036.5382450906,2
2020-02-03,933143.4323004226,2
2020-02-04,930170.3073630487,2
2020-02-05,932957.2468066488,3
2020-02-06,947032.1949880561,3
2020-02-07,950331.930295876,3
2020-02-10,954320.4938191479,3
2020-02-11,956852.7671633908,3
2020-02-12,954045.0043842918,3
2020-02-13,950775.9535921068,3
2020-02-14,965877.9452911699,3
2020-02-18,974396.6454231616,3
2020-02-19,980961.8539438458,3
2020-02-20,979114.6712454786,3
2020-02-21,976525.5712936735,3
2020-02-24,975995.4213901309,3
2020-02-25,970333.923019717,3
2020-02-26,957399.5846103824,3
2020-02-27,956247.1898636287,3
2020-02-28,942283.7491182905,3
2020-03-02,933982.1044935704,2
2020-03-03,916920.2884644859,2
2020-03-04,909145.8868516642,1
2020-03-05,937396.9155973732,1
2020-03-06,952874.7363750861,1
2020-03-09,922808.969368719,1
2020-03-10,902331.2838096314,1
2020-03-11,905652.9669735483,1
2020-03-12,893462.520198604,1
2020-03-13,927602.9791832046,1
2020-03-16,890175.0843775269,1
2020-03-17,860623.0275137564,1
2020-03-18,874080.7187012351,1
2020-03-19,912262.0859585422,1
2020-03-20,934759.9938353266,1
2020-03-23,924178.9249006185,1
2020-03-24,922911.8968521634,1
2020-03-25,925651.1897328788,1
2020-03-26,940581.485753314,1
2020-03-27,935855.9706245079,1
2020-03-30,931232.8266143709,1
2020-03-31,939147.6100905545,1
2020-04-01,942782.8357145496,1
2020-04-02,944154.6457957005,1
2020-04-03,942645.4136150319,1
2020-04-06,936610.0303500668,1
2020-04-07,932460.6618553164,1
2020-04-08,933489.442143294,1
2020-04-09,928311.0460873323,1
2020-04-13,928173.8712610481,1
2020-04-14,943056.9999121932,1
2020-04-15,949606.8351394554,1
2020-04-16,941788.3027694118,1
2020-04-17,946418.0613385449,1
2020-04-20,953722.3272012164,1
2020-04-21,947720.9440058576,1
2020-04-22,950807.0994148655,1
2020-04-23,952178.9713143246,1
2020-04-24,941273.9744437312,1
2020-04-27,947892.4279932899,1
2020-04-28,944874.9527248866,1
2020-04-29,938118.8916208851,1
2020-04-30,943015.3961906565,1
2020-05-01,940302.6851825423,1
2020-05-04,936628.6376608876,1
2020-05-05,927426.1170029432,1
2020-05-06,936800.3689215535,1
2020-05-07,929383.7173742561,1
2020-05-08,924988.1265572477,1
2020-05-11,930722.7637519682,1
2020-05-12,934671.59365435,1
2020-05-13,940234.1904968626,1
2020-05-14,938757.7838379412,1
2020-05-15,926190.1835636008,1
2020-05-18,928284.7114879644,1
2020-05-19,929967.0349320832,1
2020-05-20,931374.8850870167,1
2020-05-21,934774.6447744113,1
2020-05-22,927151.7673503748,1
2020-05-26,926121.1943314543,1
2020-05-27,924060.9755682388,1
2020-05-28,928044.3619050023,1
2020-05-29,924262.5032535414,1
2020-06-01,922233.8736459056,2
2020-06-02,910339.2604907274,2
2020-06-03,903147.648289989,2
2020-06-04,895044.6267681471,2
2020-06-05,890729.1505338084,1
2020-06-08,896849.0394263222,1
2020-06-09,904928.5068760169,1
2020-06-10,915380.4991828378,1
2020-06-11,909948.0916977631,1
2020-06-12,910257.5541494886,1
2020-06-15,901696.7075324773,1
2020-06-16,903966.0576329257,1
2020-06-17,909810.4841433202,1
2020-06-18,910257.5541494886,1
2020-06-19,910326.35792671,1
2020-06-22,906510.3137507178,1
2020-06-23,912457.7913811735,1
2020-06-24,914073.8455987142,1
2020-06-25,920090.6215528584,1
2020-06-26,918302.8978929601,1
2020-06-29,915552.2304435036,1
2020-06-30,914457.7372937233,2
2020-07-01,915042.9094008015,2
2020-07-02,916159.1499557445,3
2020-07-06,924612.396403234,3
2020-07-07,929444.4508270574,4
2020-07-08,939504.6351719936,5
2020-07-09,944577.6504464983,5
2020-07-10,945268.2748903022,5
2020-07-13,951673.6867471152,5
2020-07-14,946910.1731140972,5
2020-07-15,941180.2889018914,6
2020-07-16,943126.007188256,6
2020-07-17,953986.0884853379,6
2020-07-20,970873.8220818464,5
2020-07-21,997941.2091438429,5
2020-07-22,1000221.2757347648,5
2020-07-23,998835.0365258357,5
2020-07-24,1022190.7896541104,4
2020-07-27,1030066.6125173443,4
2020-07-28,1032017.0297618198,4
2020-07-29,1019932.6193305328,5
2020-07-30,1033033.7667337143,5
2020-07-31,1035635.3979395007,5
2020-08-03,1077070.1617171885,5
2020-08-04,1080648.6816548184,6
2020-08-05,1119639.2998109725,6
2020-08-06,1083569.1809042543,6
2020-08-07,1094253.5922707736,6
2020-08-10,998399.3876644344,6
2020-08-11,994627.660969256,6
2020-08-12,1000177.232482417,5
2020-08-13,988778.1729767206,5
2020-08-14,1020616.1676725975,5
2020-08-17,1039783.6707645941,5
2020-08-18,1005536.2960715047,5
2020-08-19,1026115.6861517013,5
2020-08-20,1012642.0806037537,5
2020-08-21,1008360.9968766054,5
2020-08-24,1009849.0571796835,5
2020-08-25,1030370.7335707132,6
2020-08-26,1018637.4705623082,6
2020-08-27,1044189.9085804585,6
2020-08-28,1059633.266795753,6
2020-08-31,1065623.9690205813,6
2020-09-01,1066753.9628805679,6
2020-09-02,1035229.0494135336,6
2020-09-03,1037138.8490604698,6
2020-09-04,1020459.2938093161,6
2020-09-08,1041226.0297918185,6
2020-09-09,1022907.0888128943,6
2020-09-10,1039214.4809121825,6
2020-09-11,1057788.3232884998,6
2020-09-14,1053424.3907536701,6
2020-09-15,1058372.9280385245,6
2020-09-16,1060181.2185960724,6
2020-09-17,1061135.1336710178,6
2020-09-18,1006207.609686331,7
2020-09-21,1007904.8807352192,7
2020-09-22,948302.2835831682,7
2020-09-23,940214.1943979374,6
2020-09-24,944478.5433905937,6
2020-09-25,962413.848239674,6
2020-09-28,970008.7672359997,6
2020-09-29,970766.527000132,6
2020-09-30,974660.8086555193,6
2020-10-01,972529.985157611,6
2020-10-02,978137.659505301,6
2020-10-05,961542.7694173603,6
2020-10-06,976336.6942199473,6
2020-10-07,985594.3045956092,6
2020-10-08,1028688.1348262343,6
2020-10-09,1021461.4992106201,6
2020-10-12,1006950.5375781142,6
2020-10-13,1010744.6674236727,6
2020-10-14,1017115.2674677824,6
2020-10-15,1005553.4383161262,7
2020-10-16,1002332.1049053405,8
2020-10-19,1019791.2835891801,8
2020-10-20,1033215.4469851344,8
2020-10-21,1013997.2034069581,8
2020-10-22,1023050.620838184,8
2020-10-23,1012740.415145931,8
2020-10-26,1012733.4995739312,8
2020-10-27,950418.7777085458,8
2020-10-28,943247.125682316,8
2020-10-29,936062.6127550616,8
2020-10-30,955074.4670178975,8
2020-11-02,978343.8109339935,8
2020-11-03,1011410.352868304,8
2020-11-04,1061558.2438820405,8
2020-11-05,1051349.1631321409,8
2020-11-06,1014132.1964505741,8
2020-11-09,1031290.8702097194,8
2020-11-10,1030508.0335689686,8
2020-11-11,1032345.7177861129,8
2020-11-12,1051698.150957024,8
2020-11-13,1073726.9071562937,8
2020-11-16,1068946.6701814113,9
2020-11-17,1065848.9956120856,9
2020-11-18,1064740.817281271,9
2020-11-19,1081098.3125739347,9
2020-11-20,1077980.3208565705,9
2020-11-23,1070444.637134276,9
2020-11-24,1052300.8712019213,9
2020-11-25,1067497.617512635,9
2020-11-27,1035966.0055085549,10
2020-11-30,1045174.2654325248,9
2020-12-01,1031265.3315414311,8
2020-12-02,1039727.332942034,8
2020-12-03,1037639.4312778049,8
2020-12-04,1057602.0266457635,8
2020-12-07,1055395.5428580483,8
2020-12-08,1051209.5828856223,8
2020-12-09,1066161.5230324927,8
2020-12-10,1062333.9207934262,8
2020-12-11,1057518.703827121,8
2020-12-14,1078883.179034214,7
2020-12-15,1092272.5742873058,7
2020-12-16,1126361.363540083,7
2020-12-17,1128816.9762615394,7
2020-12-18,1126694.0861142941,7
2020-12-21,1104700.9942489124,7
2020-12-22,1125727.764377526,7
2020-12-23,1135018.4931034723,7
2020-12-24,1142067.3403080108,8
2020-12-28,1168622.2165334488,8
2020-12-29,1190226.0996526086,9
2020-12-30,1208483.217520718,9
2020-12-31,1242419.1325373992,10
2021-01-04,1294292.244746301,10
2021-01-05,1285412.7776736296,10
2021-01-06,1275002.526015633,10
2021-01-07,1240791.8787713517,10
2021-01-08,1211088.6335428294,10
2021-01-11,1304023.614771418,10
2021-01-12,1286346.048696522,10
2021-01-13,1337445.5564684018,10
2021-01-14,1303162.1816895923,10
2021-01-15,1294971.9240128426,10
2021-01-19,1306040.7921739686,10
2021-01-20,1305588.376431318,10
2021-01-21,1217851.2892890451,10
2021-01-22,1262745.1573266953,10
2021-01-25,1294511.1307974441,10
2021-01-26,1256319.950363121,10
2021-01-27,1252454.32128289,10
2021-01-28,1272374.0219737142,10
2021-01-29,1311470.8710738805,10
2021-02-01,1269613.1980736668,10
2021-02-02,1284146.922569537,10
2021-02-03,1287762.0589424183,10
2021-02-04,1308986.77968993,10
2021-02-05,1364178.9590533832,10
2021-02-08,1380307.5332566635,10
2021-02-09,1333644.7296531089,10
2021-02-10,1349720.8760235743,10
2021-02-11,1348132.9616852729,10
2021-02-12,1382445.5132310132,10
2021-02-16,1379058.6950277064,10
2021-02-17,1393525.848645942,10
2021-02-18,1413690.327378584,10
2021-02-19,1471330.6173345924,10
2021-02-22,1476014.1911035248,10
2021-02-23,1518640.4925743097,10
2021-02-24,1425131.7333700655,10
2021-02-25,1366319.6775877432,9
2021-02-26,1357557.9702845723,8
2021-03-01,1389502.164902612,8
2021-03-02,1332264.9173282818,8
2021-03-03,1294157.7565693026,8
2021-03-04,1348242.6701060738,8
2021-03-05,1337994.4059047545,8
2021-03-08,1326885.7107645092,8
2021-03-09,1317096.8254205862,8
2021-03-10,1364313.7923569046,8
2021-03-11,1350500.1150294396,8
2021-03-12,1357379.4490084236,8
2021-03-15,1350952.3442541738,8
2021-03-16,1349054.1688380467,8
2021-03-17,1283295.1007481103,8
2021-03-18,1295082.5366395302,8
2021-03-19,1291952.351340139,8
2021-03-22,1263036.6775444932,8
2021-03-23,1258067.8400178617,8
2021-03-24,1265039.2714674324,7
2021-03-25,1263465.9811493554,6
2021-03-26,1245156.7403564793,6
2021-03-29,1208353.2954139528,6
2021-03-30,1292542.574248145,6
2021-03-31,1284430.7558998375,6
2021-04-01,1305698.806701999,6
2021-04-05,1313401.8646388124,6
2021-04-06,1313726.9835239358,6
2021-04-07,1341580.1162513006,6
2021-04-08,1344724.542630253,6
2021-04-09,1322209.28565975,6
2021-04-12,1347696.8605634756,6
2021-04-13,1381188.4405211231,6
2021-04-14,1414219.928842175,6
2021-04-15,1425055.2401196153,6
2021-04-16,1430884.2128571065,6
2021-04-19,1457544.687284196,6
2021-04-20,1501584.2646355224,6
2021-04-21,1528900.0611634091,6
2021-04-22,1541597.721621103,6
2021-04-23,1598473.503128446,6
2021-04-26,1601460.1937235943,6
2021-04-27,1556942.5145496437,6
2021-04-28,1554338.6680366227,6
2021-04-29,1585789.2353585046,6
2021-04-30,1601353.232712305,6
2021-05-03,1636250.3495297378,6
2021-05-04,1667463.5716705024,6
2021-05-05,1727788.8336415996,6
2021-05-06,1761510.6716349318,7
2021-05-07,1706345.1155255665,7
2021-05-10,1745638.361067763,7
2021-05-11,1693627.7838580792,7
2021-05-12,1609582.036223534,7
2021-05-13,1575943.310899089,6
2021-05-14,1587548.6222623454,6
2021-05-17,1602197.7347624768,6
2021-05-18,1564179.6557741286,6
2021-05-19,1573414.4930324105,6
2021-05-20,1546949.8427242774,6
2021-05-21,1556417.260232829,6
2021-05-24,1530320.8570302257,6
2021-05-25,1528156.8323716472,7
2021-05-26,1610133.0907184565,7
2021-05-27,1603473.22764217,7
2021-05-28,1651763.74476421,7
2021-06-01,1655070.7071944338,7
2021-06-02,1600616.2005243206,7
2021-06-03,1665547.8634890195,7
2021-06-04,1682629.3491247573,7
2021-06-07,1707686.0927625783,7
2021-06-08,1698913.8684016592,7
2021-06-09,1717524.1451338306,7
2021-06-10,1696857.1911076363,7
2021-06-11,1627689.9742130232,7
2021-06-14,1577750.5047290898,7
2021-06-15,1518700.1581738582,6
2021-06-16,1389629.9319448334,6
2021-06-17,1439257.5494486596,6
2021-06-18,1550122.905352954,5
2021-06-21,1523592.0504812552,5
2021-06-22,1525723.412333176,5
2021-06-23,1527706.98172045,5
2021-06-24,1500235.133862307,5
2021-06-25,1551943.732874638,6
2021-06-28,1549034.6534394587,6
2021-06-29,1645756.7579705939,6
2021-06-30,1638213.1303820417,6
2021-07-01,1646732.4192049098,7
2021-07-02,1553118.825460867,7
2021-07-06,1565054.5236750126,7
2021-07-07,1540652.0096599218,7
2021-07-08,1545322.7073614707,7
2021-07-09,1588581.228289607,7
2021-07-12,1598158.1952532898,7
2021-07-13,1619999.03937487,8
2021-07-14,1613937.4110092914,8
2021-07-15,1608533.367405214,8
2021-07-16,1574260.041769011,8
2021-07-19,1632016.7666722063,8
2021-07-20,1639997.094212483,8
2021-07-21,1643244.5896727396,8
2021-07-22,1632453.6488521746,8
2021-07-23,1660301.0782929005,8
2021-07-26,1640392.0769862137,9
2021-07-27,1638199.7355853627,9
2021-07-28,1663529.3045140079,9
2021-07-29,1608966.0866599865,9
2021-07-30,1627573.7792945732,9
2021-08-02,1626189.0158063301,10
2021-08-03,1625602.3539378822,10
2021-08-04,1647183.7124333028,10
2021-08-05,1671624.146506294,10
2021-08-06,1637884.8066212328,10
2021-08-09,1680639.6061528674,10
2021-08-10,1674337.8852568562,10
2021-08-11,1701330.2765979175,10
2021-08-12,1730699.582724233,10
2021-08-13,1739480.68879063,10
2021-08-16,1707279.6102978892,10
2021-08-17,1685962.5967927717,10
2021-08-18,1640137.374355915,10
2021-08-19,1608522.999165527,10
2021-08-20,1638748.0298519668,10
2021-08-23,1674705.1508745349,10
2021-08-24,1698560.7194578703,10
2021-08-25,1706793.6488977338,10
2021-08-26,1746168.9858938763,10
2021-08-27,1726314.242846382,10
2021-08-30,1699777.6318896567,10
2021-08-31,1683172.4508987325,10
2021-09-01,1695164.8635634077,10
2021-09-02,1714827.74679799,10
2021-09-03,1673910.374059626,10
2021-09-07,1847073.4752398361,9
2021-09-08,1826742.4466396305,9
2021-09-09,1813738.0687846513,8
2021-09-10,1830730.2910548535,8
2021-09-13,1834878.5909009208,8
2021-09-14,1877439.3697511856,8
2021-09-15,1835306.5249945372,8
2021-09-16,1793987.610779689,8
2021-09-17,1723414.2531327603,8
2021-09-20,1733823.2291301254,7
2021-09-21,1758950.7450828287,7
2021-09-22,1789971.6232775883,8
2021-09-23,1770818.006582977,7
2021-09-24,1822773.9036043955,7
2021-09-27,1811169.349230129,7
2021-09-28,1777221.6178583368,7
2021-09-29,1798445.4007853405,7
2021-09-30,1787254.2816680826,7
2021-10-01,1790648.7184203444,7
2021-10-04,1843737.4559677136,7
2021-10-05,1797809.4369367436,8
2021-10-06,1819023.026948817,8
2021-10-07,1807549.6530018598,8
2021-10-08,1787673.089582107,8
2021-10-11,1992216.497283241,7
2021-10-12,1986139.3852449537,6
2021-10-13,2007672.713643105,6
2021-10-14,2006571.6659980232,6
2021-10-15,1963342.3125503515,6
2021-10-18,1970353.8124899769,6
2021-10-19,1987013.3414868903,6
2021-10-20,1976132.463102215,6
2021-10-21,1973910.6628645193,6
2021-10-22,2038195.3118726844,6
2021-10-25,2028432.6323380633,6
2021-10-26,2029162.1704819624,6
2021-10-27,1997725.0359969735,6
2021-10-28,1980675.2754921974,6
2021-10-29,1955864.0946610821,6
2021-11-01,1986006.944922532,7
2021-11-02,2000098.1155171364,7
2021-11-03,2000366.9100152215,7
2021-11-04,2006462.7530958958,7
2021-11-05,1994098.33572759,7
2021-11-08,1957544.337365096,7
2021-11-09,1974123.6153077055,7
2021-11-10,2031191.1110161948,7
2021-11-11,2011516.613020432,7
2021-11-12,2032100.4602274448,7
2021-11-15,2036793.3059237143,7
2021-11-16,2023377.2192970267,7
2021-11-17,2019881.2518171393,7
2021-11-18,2041427.7505839793,7
2021-11-19,2033948.7663552423,7
2021-11-22,2063614.2934256857,7
2021-11-23,2062723.7634136395,7
2021-11-24,2006019.3614331603,7
2021-11-26,1965656.0107793042,7
2021-11-29,1882302.7346575863,7
2021-11-30,1837330.0058534297,7
2021-12-01,1862586.729412675,7
2021-12-02,1854943.5526582012,6
2021-12-03,1840693.6168116198,6
2021-12-06,1861048.5777694765,6
2021-12-07,1852038.0677758204,6
2021-12-08,1829528.4621093485,6
2021-12-09,1825767.2403887382,5
2021-12-10,1824036.3071078216,5
2021-12-13,1815565.8571100784,5
2021-12-14,1822572.725155056,5
2021-12-15,1813298.0208531185,5
2021-12-16,1812708.3460147453,5
2021-12-17,1815180.9231016806,5
2021-12-20,1829936.6569992995,5
2021-12-21,1840009.6656791547,5
2021-12-22,1828730.673692147,5
2021-12-23,1868875.71575333,6
2021-12-27,1854065.5971632174,6
2021-12-28,1844087.45225753,6
2021-12-29,1815664.0543827394,6
2021-12-30,1826910.4869263188,6
2021-12-31,1841341.619862944,6
2022-01-03,1854550.8956030272,6
2022-01-04,1831488.459246837,6
2022-01-05,1826508.6804835266,6
2022-01-06,1826967.0118028389,6
2022-01-07,1841077.0555890175,6
2022-01-10,1856309.8754994096,6
2022-01-11,1963499.140718579,5
2022-01-12,1898274.3434167565,5
2022-01-13,1898244.9127581974,5
2022-01-14,1894438.763425746,6
2022-01-18,1891962.1733688507,6
2022-01-19,1875360.290094755,6
2022-01-20,1861025.7952038911,6
2022-01-21,1847661.6368848253,6
2022-01-24,1815787.172061721,5
2022-01-25,1824516.2750234834,5
2022-01-26,1834431.422371546,5
2022-01-27,1870748.6149915643,5
2022-01-28,1897551.5912410864,5
2022-01-31,1920089.24393194,5
2022-02-01,1965620.795048118,5
2022-02-02,1901250.6608163046,5
2022-02-03,1880230.3300961962,5
2022-02-04,1874995.1965379529,5
2022-02-07,1872267.35280768,5
2022-02-08,1887783.1858085964,5
2022-02-09,1865040.995220837,5
2022-02-10,1856912.0507488616,5
2022-02-11,1880074.588275815,5
2022-02-14,1885354.5233405356,5
2022-02-15,1912607.3295841215,5
2022-02-16,1898670.6115179523,5
2022-02-17,1896612.2417123523,5
2022-02-18,1913175.795938242,5
2022-02-22,1917916.6631647022,5
2022-02-23,1933256.2831190035,5
2022-02-24,1906928.4319919392,5
2022-02-25,1929371.7040812345,5
2022-02-28,1980648.0307107018,5
2022-03-01,2010359.902853812,5
2022-03-02,2014537.6562962576,5
2022-03-03,2056588.4818106885,6
2022-03-04,2030655.6518109527,6
2022-03-07,2005772.4348691173,6
2022-03-08,1971439.204942005,6
2022-03-09,2013424.3156217213,6
2022-03-10,2017599.6974784203,6
2022-03-11,1966846.745025833,6
2022-03-14,1963919.1054357195,6
2022-03-15,1970567.5115194938,6
2022-03-16,2027817.5883233517,6
2022-03-17,2030843.1441807956,6
2022-03-18,2068485.9720683587,6
2022-03-21,2087656.09032802,6
2022-03-22,2097455.061248322,6
2022-03-23,2118046.2752317386,6
2022-03-24,2145403.382866322,6
2022-03-25,2133241.1729404237,6
2022-03-28,2093771.538710804,6
2022-03-29,2128058.2123046652,6
2022-03-30,2143499.8576315595,6
2022-03-31,2137849.961792435,6
2022-04-01,2177534.701035902,6
2022-04-04,2195365.670572397,6
2022-04-05,2193666.871634747,7
2022-04-06,2241073.6178496606,7
2022-04-07,2261392.4281046716,7
2022-04-08,2282477.4493371537,7
2022-04-11,2311360.3209076556,7
2022-04-12,2347762.0292444634,7
2022-04-13,2372465.998723192,7
2022-04-14,2450198.3847812894,7
2022-04-18,2369361.1037884774,7
2022-04-19,2332790.8087958246,7
2022-04-20,2323703.4072425407,7
2022-04-21,2231919.3322337265,7
2022-04-22,2269004.124274747,7
2022-04-25,2254579.209483547,7
2022-04-26,2307397.6749887276,7
2022-04-27,2311137.3515522876,6
2022-04-28,2299728.482019114,6
2022-04-29,2451751.80861762,5
2022-05-02,2460375.8859684765,5
2022-05-03,2519001.476397905,5
