Price,Close,High,Low,Open,Volume
Ticker,ZB=F,ZB=F,ZB=F,ZB=F,ZB=F
Date,,,,,
2002-07-08,103.0,103.34380340576172,102.625,102.65630340576172,155572
2002-07-09,103.8125,104.09380340576172,102.71880340576172,103.125,187744
2002-07-10,104.78130340576172,105.15630340576172,103.5625,103.9375,250495
2002-07-11,105.09380340576172,105.9375,104.65630340576172,104.84380340576172,142905
2002-07-12,105.25,105.65630340576172,104.5,104.65630340576172,148782
2002-07-15,104.84380340576172,105.75,104.5,105.4375,206817
2002-07-16,103.78130340576172,105.125,103.59380340576172,104.5625,185755
2002-07-17,104.21880340576172,104.3125,103.21880340576172,103.9375,154958
2002-07-18,104.5625,104.78130340576172,103.6875,104.09380340576172,143822
2002-07-19,105.15630340576172,105.59380340576172,104.53130340576172,104.5625,181090
2002-07-22,106.125,106.40630340576172,105.28130340576172,105.59380340576172,186567
2002-07-23,106.21880340576172,106.5625,105.4375,106.25,267889
2002-07-24,105.9375,107.8125,105.21880340576172,106.28130340576172,192852
2002-07-25,106.1875,106.46880340576172,105.3125,105.5,123159
2002-07-26,105.90630340576172,106.59380340576172,105.59380340576172,106.09380340576172,158180
2002-07-29,104.59380340576172,105.875,104.28130340576172,105.6875,161029
2002-07-30,104.6875,105.1875,104.3125,104.59380340576172,168547
2002-07-31,105.9375,106.21880340576172,104.53130340576172,104.59380340576172,126856
2002-08-01,106.25,106.4375,105.65630340576172,105.90630340576172,163728
2002-08-02,107.71880340576172,107.875,106.3125,106.375,133754
2002-08-05,107.9375,108.3125,107.375,107.40630340576172,126622
2002-08-06,106.84380340576172,108.28130340576172,106.71880340576172,108.15630340576172,144799
2002-08-07,107.53130340576172,107.84380340576172,106.84380340576172,107.0,116415
2002-08-08,107.03130340576172,107.4375,106.71880340576172,107.375,147139
2002-08-09,108.625,108.8125,107.0625,107.28130340576172,110985
2002-08-12,109.3125,109.6875,108.5,108.75,145299
2002-08-13,110.25,110.65630340576172,109.125,109.3125,232531
2002-08-14,111.1875,112.375,110.46880340576172,110.65630340576172,156610
2002-08-15,110.0625,111.125,109.53130340576172,110.5625,135826
2002-08-16,108.5625,110.4375,108.40630340576172,110.0,114718
2002-08-19,108.90630340576172,109.0,108.25,108.65630340576172,134361
2002-08-20,110.0625,110.28130340576172,108.84380340576172,109.0,117014
2002-08-21,109.78130340576172,110.25,109.09380340576172,110.15630340576172,111526
2002-08-22,108.84380340576172,109.6875,108.625,109.5625,100369
2002-08-23,109.9375,110.15630340576172,108.625,108.6875,67467
2002-08-26,110.125,110.28130340576172,109.375,109.75,120404
2002-08-27,109.09380340576172,110.375,108.9375,109.9375,108643
2002-08-28,109.875,110.0625,109.15630340576172,109.15630340576172,24284
2002-08-29,110.5625,111.03130340576172,109.78130340576172,109.9375,6742
2002-08-30,110.875,111.0625,110.46880340576172,110.5625,7125
2002-09-03,112.71880340576172,112.90630340576172,111.0,111.0,1333
2002-09-04,112.9375,113.375,112.46880340576172,112.8125,1961
2002-09-05,113.40630340576172,113.5,112.5,112.75,551
2002-09-06,111.8125,113.1875,111.71880340576172,113.09380340576172,533
2002-09-09,111.8125,112.40630340576172,111.6875,112.0,981
2002-09-10,112.40630340576172,112.65630340576172,111.1875,111.71880340576172,677
